id_master,descripcion_master,tipo_master,diametro_master,largo_master,grado_master,acabado_master,id_proveedor,tipo_proveedor,diametro_proveedor,largo_proveedor,grado_proveedor,acabado_proveedor,precio_unitario,proveedor,descripcion_proveedor,score_atributos,score_descripcion,score_final
BCRG2WH095038Z,"BUL. C/RED. C/ CUAD. G2 3/8-WH- 1,1/2 ZINC",bulón,3/8,1.1/2,G2,zinc,CAT-G2--1--308--112--RT--1--1,bulón,3/8,1 1/2,G2,zinc,266.5408,Borroni,BU CAR C/ TCA. G2 - 3/8 x 1 1/2 ZA,82.35,73.97,79.0
BCRG2WH095032Z,"BUL. C/RED. C/ CUAD. G2 3/8-WH- 1,1/4 ZINC",bulón,3/8,1.1/4,G2,zinc,CAT-G2--1--308--114--RT--1--1,bulón,3/8,1 1/4,G2,zinc,242.3481,Borroni,BU CAR C/ TCA. G2 - 3/8 x 1 1/4 ZA,82.35,73.97,79.0
BCRG2WH095044Z,"BUL. C/RED. C/ CUAD. G2 3/8-WH- 1,3/4 ZINC",bulón,3/8,1.3/4,G2,zinc,CAT-G2--1--308--134--RP--1--1,bulón,3/8,1 3/4,G2,zinc,277.7863,Borroni,BU CAR C/ TCA. G2 - 3/8 x 1 3/4 ZA,82.35,73.97,79.0
BCRG2WH095050Z,BUL. C/RED. C/ CUAD. G2 3/8-WH- 2 ZINC,bulón,3/8,2,G2,zinc,CAT-G2--1--308--200--RP--1--1,bulón,3/8,2,G2,zinc,300.693,Borroni,BU CAR C/ TCA. G2 - 3/8 x 2 ZA,100.0,73.85,89.54
BCRG2WH095063Z,"BUL. C/RED. C/ CUAD. G2 3/8-WH- 2,1/2 ZINC",bulón,3/8,2.1/2,G2,zinc,CAT-G2--1--308--212--RP--1--1,bulón,3/8,2 1/2,G2,zinc,337.8597,Borroni,BU CAR C/ TCA. G2 - 3/8 x 2 1/2 ZA,82.35,71.23,77.9
BCRG2WH095056Z,"BUL. C/RED. C/ CUAD. G2 3/8-WH- 2,1/4 ZINC",bulón,3/8,2.1/4,G2,zinc,CAT-G2--1--308--214--RP--1--1,bulón,3/8,2 1/4,G2,zinc,312.2828,Borroni,BU CAR C/ TCA. G2 - 3/8 x 2 1/4 ZA,82.35,71.23,77.9
BCRG2WH095070Z,"BUL. C/RED. C/ CUAD. G2 3/8-WH- 2,3/4 ZINC",bulón,3/8,2.3/4,G2,zinc,CAT-G2--1--308--234--RP--1--1,bulón,3/8,2 3/4,G2,zinc,363.4372,Borroni,BU CAR C/ TCA. G2 - 3/8 x 2 3/4 ZA,82.35,73.97,79.0
BCRG2WH095076Z,BUL. C/RED. C/ CUAD. G2 3/8-WH- 3 ZINC,bulón,3/8,3,G2,zinc,CAT-G2--1--308--300--RP--1--1,bulón,3/8,3,G2,zinc,385.3656,Borroni,BU CAR C/ TCA. G2 - 3/8 x 3 ZA,100.0,73.85,89.54
BCRG2WH095063Z,"BUL. C/RED. C/ CUAD. G2 3/8-WH- 2,1/2 ZINC",bulón,3/8,2.1/2,G2,zinc,CAT-G2--1--308--312--RP--1--1,bulón,3/8,3 1/2,G2,zinc,436.5356,Borroni,BU CAR C/ TCA. G2 - 3/8 x 3 1/2 ZA,82.35,71.23,77.9
BCRG2WH095056Z,"BUL. C/RED. C/ CUAD. G2 3/8-WH- 2,1/4 ZINC",bulón,3/8,2.1/4,G2,zinc,CAT-G2--1--308--314--RP--1--1,bulón,3/8,3 1/4,G2,zinc,407.2977,Borroni,BU CAR C/ TCA. G2 - 3/8 x 3 1/4 ZA,82.35,71.23,77.9
BCRG2WH095100Z,BUL. C/RED. C/ CUAD. G2 3/8-WH- 4 ZINC,bulón,3/8,4,G2,zinc,CAT-G2--1--308--400--RP--1--1,bulón,3/8,4,G2,zinc,464.5115,Borroni,BU CAR C/ TCA. G2 - 3/8 x 4 ZA,100.0,73.85,89.54
BCRG2WH095063Z,"BUL. C/RED. C/ CUAD. G2 3/8-WH- 2,1/2 ZINC",bulón,3/8,2.1/2,G2,zinc,CAT-G2--1--308--412--RP--1--1,bulón,3/8,4 1/2,G2,zinc,501.3259,Borroni,BU CAR C/ TCA. G2 - 3/8 x 4 1/2 ZA,82.35,71.23,77.9
BCRG2WH095125Z,BUL. C/RED. C/ CUAD. G2 3/8-WH- 5 ZINC,bulón,3/8,5,G2,zinc,CAT-G2--1--308--500--RP--1--1,bulón,3/8,5,G2,zinc,543.9813,Borroni,BU CAR C/ TCA. G2 - 3/8 x 5 ZA,100.0,73.85,89.54
BCRG2WH095063Z,"BUL. C/RED. C/ CUAD. G2 3/8-WH- 2,1/2 ZINC",bulón,3/8,2.1/2,G2,zinc,CAT-G2--1--308--512--RP--1--1,bulón,3/8,5 1/2,G2,zinc,733.5816,Borroni,BU CAR C/ TCA. G2 - 3/8 x 5 1/2 ZA,82.35,71.23,77.9
BCRG2WH095155Z,BUL. C/RED. C/ CUAD. G2 3/8-WH- 6 ZINC,bulón,3/8,6,G2,zinc,CAT-G2--1--308--600--RP--1--1,bulón,3/8,6,G2,zinc,803.2239,Borroni,BU CAR C/ TCA. G2 - 3/8 x 6 ZA,100.0,73.85,89.54
BCRG2WH095175Z,BUL. C/RED. C/ CUAD. G2 3/8-WH- 7 ZINC,bulón,3/8,7,G2,zinc,CAT-G2--1--308--700--RP--1--1,bulón,3/8,7,G2,zinc,895.4399,Borroni,BU CAR C/ TCA. G2 - 3/8 x 7 ZA,100.0,73.85,89.54
BCRG2WH095200Z,BUL. C/RED. C/ CUAD. G2 3/8-WH- 8 ZINC,bulón,3/8,8,G2,zinc,CAT-G2--1--308--800--RP--1--1,bulón,3/8,8,G2,zinc,1010.8273,Borroni,BU CAR C/ TCA. G2 - 3/8 x 8 ZA,100.0,73.85,89.54
BCRG2WH079019Z,BUL. C/RED. C/ CUAD. G2 5/16-WH- 3/4 ZINC,bulón,5/16,3/4,G2,zinc,CAT-G2--1--516--034--RT--1--1,bulón,5/16,3/4,G2,zinc,118.0575,Borroni,BU CAR C/ TCA. G2 - 5/16 x 3/4 ZA,100.0,76.06,90.42
BCRG2WH079025Z,BUL. C/RED. C/ CUAD. G2 5/16-WH- 1 ZINC,bulón,5/16,1,G2,zinc,CAT-G2--1--516--100--RT--1--1,bulón,5/16,1,G2,zinc,139.6695,Borroni,BU CAR C/ TCA. G2 - 5/16 x 1 ZA,100.0,74.63,89.85
BCRG2WH079038Z,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 1,1/2 ZINC",bulón,5/16,1.1/2,G2,zinc,CAT-G2--1--516--112--RT--1--1,bulón,5/16,1 1/2,G2,zinc,170.851,Borroni,BU CAR C/ TCA. G2 - 5/16  x 1 1/2  ZA,82.35,74.67,79.28
BCRG2WH079032Z,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 1,1/4 ZINC",bulón,5/16,1.1/4,G2,zinc,CAT-G2--1--516--114--RT--1--1,bulón,5/16,1 1/4,G2,zinc,156.4543,Borroni,BU CAR C/ TCA. G2 - 5/16 x 1 1/4 ZA,82.35,74.67,79.28
BCRG2WH079044Z,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 1,3/4 ZINC",bulón,5/16,1.3/4,G2,zinc,CAT-G2--1--516--134--RP--1--1,bulón,5/16,1 3/4,G2,zinc,185.225,Borroni,BU CAR C/ TCA. G2 - 5/16 x 1 3/4 ZA,82.35,74.67,79.28
BCRG2WH079050Z,BUL. C/RED. C/ CUAD. G2 5/16-WH- 2 ZINC,bulón,5/16,2,G2,zinc,CAT-G2--1--516--200--RP--1--1,bulón,5/16,2,G2,zinc,199.6393,Borroni,BU CAR C/ TCA. G2 - 5/16 x 2 ZA,100.0,74.63,89.85
BCRG2WH079063Z,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 2,1/2 ZINC",bulón,5/16,2.1/2,G2,zinc,CAT-G2--1--516--212--RP--1--1,bulón,5/16,2 1/2,G2,zinc,230.838,Borroni,BU CAR C/ TCA. G2 - 5/16 x 2 1/2 ZA,82.35,72.0,78.21
BCRG2WH079044Z,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 1,3/4 ZINC",bulón,5/16,1.3/4,G2,zinc,CAT-G2--1--516--214--RP--1--1,bulón,5/16,2 1/4,G2,zinc,214.0471,Borroni,BU CAR C/ TCA. G2 - 5/16 x 2 1/4 ZA,82.35,72.0,78.21
BCRG2WH079070Z,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 2,3/4 ZINC",bulón,5/16,2.3/4,G2,zinc,CAT-G2--1--516--234--RP--1--1,bulón,5/16,2 3/4,G2,zinc,247.6299,Borroni,BU CAR C/ TCA. G2 - 5/16 x 2 3/4 ZA,82.35,74.67,79.28
BCRG2WH079076Z,BUL. C/RED. C/ CUAD. G2 5/16-WH- 3 ZINC,bulón,5/16,3,G2,zinc,CAT-G2--1--516--300--RP--1--1,bulón,5/16,3,G2,zinc,262.0179,Borroni,BU CAR C/ TCA. G2 - 5/16 x 3 ZA,100.0,74.63,89.85
BCRG2WH079063Z,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 2,1/2 ZINC",bulón,5/16,2.1/2,G2,zinc,CAT-G2--1--516--312--RP--1--1,bulón,5/16,3 1/2,G2,zinc,280.4525,Borroni,BU CAR C/ TCA. G2 - 5/16 x 3 1/2 ZA,82.35,72.0,78.21
BCRG2WH079044Z,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 1,3/4 ZINC",bulón,5/16,1.3/4,G2,zinc,CAT-G2--1--516--314--RP--1--1,bulón,5/16,3 1/4,G2,zinc,276.2576,Borroni,BU CAR C/ TCA. G2 - 5/16 x 3 1/4 ZA,82.35,72.0,78.21
BCRG2WH079100Z,BUL. C/RED. C/ CUAD. G2 5/16-WH- 4 ZINC,bulón,5/16,4,G2,zinc,CAT-G2--1--516--400--RP--1--1,bulón,5/16,4,G2,zinc,319.5923,Borroni,BU CAR C/ TCA. G2 - 5/16 x 4 ZA,100.0,74.63,89.85
BCRG2WH079044Z,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 1,3/4 ZINC",bulón,5/16,1.3/4,G2,zinc,CAT-G2--1--516--412--RP--1--1,bulón,5/16,4 1/2,G2,zinc,343.583,Borroni,BU CAR C/ TCA. G2 - 5/16 x 4 1/2 ZA,82.35,72.0,78.21
BCRG2WH079125Z,BUL. C/RED. C/ CUAD. G2 5/16-WH- 5 ZINC,bulón,5/16,5,G2,zinc,CAT-G2--1--516--500--RP--1--1,bulón,5/16,5,G2,zinc,381.0846,Borroni,BU CAR C/ TCA. G2 - 5/16 x 5 ZA,100.0,74.63,89.85
BCRG2WH079063Z,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 2,1/2 ZINC",bulón,5/16,2.1/2,G2,zinc,CAT-G2--1--516--512--RP--1--1,bulón,5/16,5 1/2,G2,zinc,416.9286,Borroni,BU CAR C/ TCA. G2 - 5/16 x 5 1/2 ZA,82.35,72.0,78.21
BCRG2WH079155Z,BUL. C/RED. C/ CUAD. G2 5/16-WH- 6 ZINC,bulón,5/16,6,G2,zinc,CAT-G2--1--516--600--RP--1--1,bulón,5/16,6,G2,zinc,338.1836,Borroni,BU CAR C/ TCA. G2 - 5/16 x 6 ZA,100.0,74.63,89.85
BCRG2WH079175Z,BUL. C/RED. C/ CUAD. G2 5/16-WH- 7 ZINC,bulón,5/16,7,G2,zinc,CAT-G2--1--516--700--RP--1--1,bulón,5/16,7,G2,zinc,387.9172,Borroni,BU CAR C/ TCA. G2 - 5/16 x 7 ZA,100.0,74.63,89.85
BCRG2WH079200Z,BUL. C/RED. C/ CUAD. G2 5/16-WH- 8 ZINC,bulón,5/16,8,G2,zinc,CAT-G2--1--516--800--RP--1--1,bulón,5/16,8,G2,zinc,438.2298,Borroni,BU CAR C/ TCA. G2 - 5/16 x 8 ZA,100.0,74.63,89.85
BHG2WH125019Z,BULON HEXAGONAL G2 1/2-WHT-3/4 ZINC,bulón,1/2,,G2,zinc,CAT-G2--3--102--134--RT--1--1,bulón,1/2,1 3/4,G2,zinc,556.5901,Borroni,BU CAR C/ TCA. G2 - 1/2 x 1 3/4 ZA,100.0,60.87,84.35
BCRG2WH125050Z,BUL. C/RED. C/ CUAD. G2 1/2-WH- 2 ZINC,bulón,1/2,2,G2,zinc,CAT-G2--3--102--200--RT--1--1,bulón,1/2,2,G2,zinc,596.7948,Borroni,BU CAR C/ TCA. G2 - 1/2 x 2 ZA,100.0,73.85,89.54
BHG2WH125050Z,BULON HEXAGONAL G2 1/2-WHT-2 ZINC,bulón,1/2,,G2,zinc,CAT-G2--3--102--212--RT--1--1,bulón,1/2,2 1/2,G2,zinc,684.1024,Borroni,BU CAR C/ TCA. G2 - 1/2 x 2 1/2 ZA,100.0,57.14,82.86
BHG2WH125056Z,"BULON HEXAGONAL G2 1/2-WHT-2,1/4 ZINC",bulón,1/2,,G2,zinc,CAT-G2--3--102--214--RT--1--1,bulón,1/2,2 1/4,G2,zinc,637.1525,Borroni,BU CAR C/ TCA. G2 - 1/2 x 2 1/4 ZA,100.0,59.15,83.66
BHG2WH125019Z,BULON HEXAGONAL G2 1/2-WHT-3/4 ZINC,bulón,1/2,,G2,zinc,CAT-G2--3--102--234--RT--1--1,bulón,1/2,2 3/4,G2,zinc,731.1394,Borroni,BU CAR C/ TCA. G2 - 1/2 x 2 3/4 ZA,100.0,60.87,84.35
BCRG2WH125076Z,BUL. C/RED. C/ CUAD. G2 1/2-WH- 3 ZINC,bulón,1/2,3,G2,zinc,CAT-G2--3--102--300--RT--1--1,bulón,1/2,3,G2,zinc,754.5524,Borroni,BU CAR C/ TCA. G2 - 1/2 x 3 ZA,100.0,73.85,89.54
BHG2WH125025Z,BULON HEXAGONAL G2 1/2-WHT-1 ZINC,bulón,1/2,,G2,zinc,CAT-G2--3--102--312--RT--1--1,bulón,1/2,3 1/2,G2,zinc,846.1525,Borroni,BU CAR C/ TCA. G2 - 1/2 x 3 1/2 ZA,100.0,53.97,81.59
BHG2WH125056Z,"BULON HEXAGONAL G2 1/2-WHT-2,1/4 ZINC",bulón,1/2,,G2,zinc,CAT-G2--3--102--314--RT--1--1,bulón,1/2,3 1/4,G2,zinc,793.7843,Borroni,BU CAR C/ TCA. G2 - 1/2 x 3 1/4 ZA,100.0,59.15,83.66
BCRG2WH125100Z,BUL. C/RED. C/ CUAD. G2 1/2-WH- 4 ZINC,bulón,1/2,4,G2,zinc,CAT-G2--3--102--400--RT--1--1,bulón,1/2,4,G2,zinc,911.5376,Borroni,BU CAR C/ TCA. G2 - 1/2 x 4 ZA,100.0,73.85,89.54
BHG2WH125025Z,BULON HEXAGONAL G2 1/2-WHT-1 ZINC,bulón,1/2,,G2,zinc,CAT-G2--3--102--512--RT--1--1,bulón,1/2,5 1/2,G2,zinc,1247.3609,Borroni,BU CAR C/ TCA. G2 - 1/2 x 5 1/2 ZA,100.0,53.97,81.59
BCRG2WH125155Z,BUL. C/RED. C/ CUAD. G2 1/2-WH- 6 ZINC,bulón,1/2,6,G2,zinc,CAT-G2--3--102--600--RT--1--1,bulón,1/2,6,G2,zinc,1357.4499,Borroni,BU CAR C/ TCA. G2 - 1/2 x 6 ZA,100.0,73.85,89.54
BCRG2WH125175Z,BUL. C/RED. C/ CUAD. G2 1/2-WH- 7 ZINC,bulón,1/2,7,G2,zinc,CAT-G2--3--102--700--RT--1--1,bulón,1/2,7,G2,zinc,1504.1957,Borroni,BU CAR C/ TCA. G2 - 1/2 x 7 ZA,100.0,73.85,89.54
BCRG2WH125200Z,BUL. C/RED. C/ CUAD. G2 1/2-WH- 8 ZINC,bulón,1/2,8,G2,zinc,CAT-G2--3--102--800--RT--1--1,bulón,1/2,8,G2,zinc,1688.1605,Borroni,BU CAR C/ TCA. G2 - 1/2 x 8 ZA,100.0,73.85,89.54
BHG8NF250063N,BULON HEXAGONAL G8 1-UNF-2 1/2 BLACK OXID,bulón,1,2 1/2,G8,,HEX-00--1--100--212--RP--2--2,bulón,1,2 1/2,,,4834.4851,Borroni,BU HEX - A/325 - 1 x 2 1/2 RP ZD,100.0,61.54,84.62
BHG2NC250056Z,"BULON HEXAGONAL G2 1-UNC-2,1/4 ZINC",bulón,1,2.1/4,G2,zinc,HEX-00--1--100--214--RP--2--2,bulón,1,2 1/4,,,4505.3148,Borroni,BU HEX - A/325 - 1 x 2 1/4 RP ZD,81.25,56.25,71.25
BHG2NC250070Z,"BULON HEXAGONAL G2 1-UNC-2,3/4 ZINC",bulón,1,2.3/4,G2,zinc,HEX-00--1--100--234--RP--2--2,bulón,1,2 3/4,,,5114.4124,Borroni,BU HEX - A/325 - 1 x 2 3/4 RP ZD,81.25,59.38,72.5
BHG2NC250076Z,BULON HEXAGONAL G2 1-UNC-3 ZINC,bulón,1,3,G2,zinc,HEX-00--1--100--300--RP--2--2,bulón,,,,,5443.0662,Borroni,BU HEX - A/325 - 1 x  3 RP ZD,100.0,57.14,82.86
BHG8NF250090N,BULON HEXAGONAL G8 1-UNF-3 1/2 BLACK OXID,bulón,1,3 1/2,G8,,HEX-00--1--100--312--RP--2--2,bulón,1,3  1/2,,,5990.8366,Borroni,BU HEX - A/325 - 1 x  3  1/2 RP ZD,81.25,61.54,73.37
BHG2NC250100Z,BULON HEXAGONAL G2 1-UNC-4 ZINC,bulón,1,4,G2,zinc,HEX-00--1--100--400--RP--2--2,bulón,,,,,6575.294,Borroni,BU HEX - A/325 - 1 x 4 RP ZD,100.0,57.14,82.86
BHG2NC250056Z,"BULON HEXAGONAL G2 1-UNC-2,1/4 ZINC",bulón,1,2.1/4,G2,zinc,HEX-00--1--100--412--RP--2--2,bulón,1,4 1/2,,,7207.6167,Borroni,BU HEX - A/325 - 1 x 4 1/2 RP ZD,81.25,56.25,71.25
BHG2NC250125Z,BULON HEXAGONAL G2 1-UNC-5 ZINC,bulón,1,5,G2,zinc,HEX-00--1--100--500--RP--2--2,bulón,,,,,7792.9567,Borroni,BU HEX - A/325 - 1 x 5 RP ZD,100.0,57.14,82.86
BHG2WH125025Z,BULON HEXAGONAL G2 1/2-WHT-1 ZINC,bulón,1/2,,G2,zinc,HEX-00--1--102--112--RT--2--2,bulón,1/2,1 1/2,,,696.2209,Borroni,BU HEX - A/325 - 1/2 x 1 1/2 RT ZD,100.0,63.33,85.33
BHG2WH125032Z,"BULON HEXAGONAL G2 1/2-WHT-1,1/4 ZINC",bulón,1/2,,G2,zinc,HEX-00--1--102--114--RT--2--2,bulón,1/2,1 1/4,,,620.6338,Borroni,BU HEX - A/325 - 1/2 x 1 1/4 RT ZD,100.0,64.71,85.88
BHG2WH125044Z,"BULON HEXAGONAL G2 1/2-WHT-1,3/4 ZINC",bulón,1/2,,G2,zinc,HEX-00--1--102--134--RT--2--2,bulón,1/2,1 3/4,,,768.4973,Borroni,BU HEX - A/325 - 1/2 x 1 3/4 RT ZD,100.0,64.71,85.88
BHG2NC125050Z,BULON HEXAGONAL G2 1/2-UNC-2 ZINC,bulón,1/2,2,G2,zinc,HEX-00--1--102--200--RT--2--2,bulón,1/2,2,,,846.2842,Borroni,BU HEX - A/325 - 1/2 x 2 RT ZD,100.0,60.0,84.0
BHG2WH125050Z,BULON HEXAGONAL G2 1/2-WHT-2 ZINC,bulón,1/2,,G2,zinc,HEX-00--1--102--212--RP--2--2,bulón,1/2,2 1/2,,,998.5631,Borroni,BU HEX - A/325 - 1/2 x 2 1/2 RP ZD,100.0,60.0,84.0
BHG2WH125038Z,"BULON HEXAGONAL G2 1/2-WHT-1,1/2 ZINC",bulón,1/2,,G2,zinc,HEX-00--1--102--214--RP--2--2,bulón,1/2,2 1/4,,,922.9711,Borroni,BU HEX - A/325 - 1/2 x 2 1/4 RP ZD,100.0,58.82,83.53
BHG2WH125070Z,"BULON HEXAGONAL G2 1/2-WHT-2,3/4 ZINC",bulón,1/2,,G2,zinc,HEX-00--1--102--234--RP--2--2,bulón,1/2,2 3/4,,,1077.4476,Borroni,BU HEX - A/325 - 1/2 x 2 3/4 RP ZD,100.0,61.76,84.71
BHG2NC125076Z,BULON HEXAGONAL G2 1/2-UNC-3 ZINC,bulón,1/2,3,G2,zinc,HEX-00--1--102--300--RP--2--2,bulón,1/2,3,,,1150.3245,Borroni,BU HEX - A/325 - 1/2 x 3 RP ZD,100.0,60.0,84.0
BHG2WH125076Z,BULON HEXAGONAL G2 1/2-WHT-3 ZINC,bulón,1/2,,G2,zinc,HEX-00--1--102--312--RP--2--2,bulón,1/2,3 1/2,,,1303.1051,Borroni,BU HEX - A/325 - 1/2 x 3 1/2 RP ZD,100.0,60.0,84.0
BHG2NC190025Z,BULON HEXAGONAL G2 3/4-UNC-1 ZINC,bulón,3/4,1,G2,zinc,HEX-00--1--304--134--RT--2--2,bulón,3/4,1 3/4,,,1984.5463,Borroni,BU HEX - A/325 - 3/4 x 1 3/4 RT ZD,81.25,60.0,72.75
BHG2NC190050Z,BULON HEXAGONAL G2 3/4-UNC-2 ZINC,bulón,3/4,2,G2,zinc,HEX-00--1--304--200--RT--2--2,bulón,3/4,2,,,2155.4257,Borroni,BU HEX - A/325 - 3/4 x  2 RT ZD,100.0,60.0,84.0
BHG2NC190038Z,"BULON HEXAGONAL G2 3/4-UNC-1,1/2 ZINC",bulón,3/4,1.1/2,G2,zinc,HEX-00--1--304--212--RP--2--2,bulón,3/4,2 1/2,,,2508.1939,Borroni,BU HEX - A/325 - 3/4 x 2 1/2 RP ZD,81.25,58.82,72.28
BHG2NC190032Z,"BULON HEXAGONAL G2 3/4-UNC-1,1/4 ZINC",bulón,3/4,1.1/4,G2,zinc,HEX-00--1--304--214--RP--2--2,bulón,3/4,2 1/4,,,2325.7828,Borroni,BU HEX - A/325 - 3/4 x 2 1/4 RP ZD,81.25,58.82,72.28
BHG2NC190050Z,BULON HEXAGONAL G2 3/4-UNC-2 ZINC,bulón,3/4,2,G2,zinc,HEX-00--1--304--234--RP--2--2,bulón,3/4,2 3/4,,,2679.0743,Borroni,BU HEX - A/325 - 3/4 x 2 3/4 RP ZD,81.25,60.0,72.75
BHG2NC190076Z,BULON HEXAGONAL G2 3/4-UNC-3 ZINC,bulón,3/4,3,G2,zinc,HEX-00--1--304--300--RP--2--2,bulón,3/4,3,,,2849.432,Borroni,BU HEX - A/325 - 3/4 x 3 RP ZD,100.0,60.0,84.0
BHG2NC190038Z,"BULON HEXAGONAL G2 3/4-UNC-1,1/2 ZINC",bulón,3/4,1.1/2,G2,zinc,HEX-00--1--304--312--RP--2--2,bulón,3/4,3 1/2,,,3178.0888,Borroni,BU HEX - A/325 - 3/4 x 3 1/2RP ZD,81.25,56.72,71.44
BHG2NC190100Z,BULON HEXAGONAL G2 3/4-UNC-4 ZINC,bulón,3/4,4,G2,zinc,HEX-00--1--304--400--RP--2--2,bulón,3/4,4,,,3519.3253,Borroni,BU HEX - A/325 - 3/4 x 4 RP ZD,100.0,60.0,84.0
BHG2NC190038Z,"BULON HEXAGONAL G2 3/4-UNC-1,1/2 ZINC",bulón,3/4,1.1/2,G2,zinc,HEX-00--1--304--412--RP--2--2,bulón,3/4,4  1/2,,,3872.1117,Borroni,BU HEX - A/325 - 3/4 x 4  1/2RP ZD,81.25,56.72,71.44
BHG2NC190125Z,BULON HEXAGONAL G2 3/4-UNC-5 ZINC,bulón,3/4,5,G2,zinc,HEX-00--1--304--500--RP--2--2,bulón,3/4,5,,,4225.3955,Borroni,BU HEX - A/325 - 3/4 x 5 RP ZD,100.0,60.0,84.0
BHG2NC047012Z,BULON HEXAGONAL G2 3/16-UNC-1/2 ZINC,bulón,3/16,1/2,G2,zinc,HEX-00--1--316--012--RT--1--2,bulón,3/16,1/2,G2,zinc,18.8438,Borroni,BU HEX G2 UNC - 3/16  x 1/2 RT ZA,100.0,81.63,92.65
BHG2NC047025Z,BULON HEXAGONAL G2 3/16-UNC-1 ZINC,bulón,3/16,1,G2,zinc,HEX-00--1--316--100--RT--1--1,bulón,3/16,1,G2,zinc,28.8261,Borroni,BU HEX G2 UNC - 3/16  x 1 RT ZA,100.0,80.0,92.0
BHG2NC047012Z,BULON HEXAGONAL G2 3/16-UNC-1/2 ZINC,bulón,3/16,1/2,G2,zinc,HEX-00--1--316--112--RT--1--1,bulón,3/16,1 1/2,G2,zinc,37.732,Borroni,BU HEX G2 UNC - 3/16  x 1 1/2 RT ZA,85.0,78.43,82.37
BHG2NC047025Z,BULON HEXAGONAL G2 3/16-UNC-1 ZINC,bulón,3/16,1,G2,zinc,HEX-00--1--316--114--RT--1--1,bulón,3/16,1 1/4,G2,zinc,32.1631,Borroni,BU HEX G2 UNC - 3/16  x 1 1/4 RT ZA,85.0,73.47,80.39
BHG2NC047019Z,BULON HEXAGONAL G2 3/16-UNC-3/4 ZINC,bulón,3/16,3/4,G2,zinc,HEX-00--1--316--134--RT--1--1,bulón,3/16,1 3/4,G2,zinc,40.8544,Borroni,BU HEX G2 UNC - 3/16  x 1 3/4 RT ZA,85.0,78.43,82.37
BHG2NC047050Z,BULON HEXAGONAL G2 3/16-UNC-2 ZINC,bulón,3/16,2,G2,zinc,HEX-00--1--316--200--RT--1--1,bulón,3/16,2,G2,zinc,46.42,Borroni,BU HEX G2 UNC - 3/16  x 2 RT ZA,100.0,80.0,92.0
BHG2NC047019Z,BULON HEXAGONAL G2 3/16-UNC-3/4 ZINC,bulón,3/16,3/4,G2,zinc,HEX-00--1--316--304--RT--1--1,bulón,3/16,3/4,G2,zinc,23.2549,Borroni,BU HEX G2 UNC - 3/16  x 3/4 RT ZA,100.0,81.63,92.65
BHG2NC047016Z,BULON HEXAGONAL G2 3/16-UNC-5/8 ZINC,bulón,3/16,5/8,G2,zinc,HEX-00--1--316--508--RT--1--1,bulón,3/16,5/8,G2,zinc,21.8405,Borroni,BU HEX G2 UNC - 3/16  x 5/8 RT ZA,100.0,81.63,92.65
BHG2NC047022Z,BULON HEXAGONAL G2 3/16-UNC-7/8 ZINC,bulón,3/16,7/8,G2,zinc,HEX-00--1--316--708--RT--1--1,bulón,3/16,7/8,G2,zinc,26.0002,Borroni,BU HEX G2 UNC - 3/16  x 7/8 RT ZA,100.0,81.63,92.65
BHG2NC160038Z,"BULON HEXAGONAL G2 5/8-UNC-1,1/2 ZINC",bulón,5/8,1.1/2,G2,zinc,HEX-00--1--508--112--RT--2--2,bulón,5/8,1 1/2,,,1168.921,Borroni,BU HEX - A/325 - 5/8 x 1 1/2 RT ZD,81.25,61.76,73.46
BHG2NC160044Z,"BULON HEXAGONAL G2 5/8-UNC-1,3/4 ZINC",bulón,5/8,1.3/4,G2,zinc,HEX-00--1--508--134--RT--2--2,bulón,5/8,1 3/4,,,1290.526,Borroni,BU HEX - A/325 - 5/8 x 1 3/4 RT ZD,81.25,61.76,73.46
BHG2NC160050Z,BULON HEXAGONAL G2 5/8-UNC-2 ZINC,bulón,5/8,2,G2,zinc,HEX-00--1--508--200--RT--2--2,bulón,5/8,2,,,1406.6173,Borroni,BU HEX - A/325 - 5/8 x 2 RT ZD,100.0,60.0,84.0
BHG2NC160038Z,"BULON HEXAGONAL G2 5/8-UNC-1,1/2 ZINC",bulón,5/8,1.1/2,G2,zinc,HEX-00--1--508--212--RP--2--2,bulón,5/8,2 1/2,,,1643.8197,Borroni,BU HEX - A/325 - 5/8 x 2 1/2 RP ZD,81.25,58.82,72.28
BHG2NC160032Z,"BULON HEXAGONAL G2 5/8-UNC-1,1/4 ZINC",bulón,5/8,1.1/4,G2,zinc,HEX-00--1--508--214--RP--2--2,bulón,5/8,2 1/4,,,1540.3074,Borroni,BU HEX - A/325 - 5/8 x 2 1/4 RP ZD,81.25,58.82,72.28
