id_proveedor,descripcion_proveedor,tipo_proveedor,score_final,proveedor
AC16X160,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 16 x 2,00 x 160 12.9",tornillo_allen,23.21,Trusoni
AC16X180,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 16 x 2,00 x 180 12.9",tornillo_allen,23.21,Trusoni
AC16X200,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 16 x 2,00 x 200 12.9",tornillo_allen,23.82,Trusoni
AC16X250,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 16 x 2,00 x 250 12.9",tornillo_allen,23.82,Trusoni
AC16X300,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 16 x 2,00 x 300 12.9",tornillo_allen,24.43,Trusoni
AC18X40,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 40 12.9",tornillo_allen,24.62,Trusoni
AC18X45,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 45 12.9",tornillo_allen,24.0,Trusoni
AC18X50,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 50 12.9",tornillo_allen,24.62,Trusoni
AC18X55,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 55 12.9",tornillo_allen,24.0,Trusoni
AC18X60,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 60 12.9",tornillo_allen,24.62,Trusoni
AC18X70,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 70 12.9",tornillo_allen,25.23,Trusoni
AC18X80,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 80 12.9",tornillo_allen,24.62,Trusoni
AC18X90,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 90 12.9",tornillo_allen,24.62,Trusoni
AC18X100,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 100 12.9",tornillo_allen,23.21,Trusoni
AC18X110,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 110 12.9",tornillo_allen,23.21,Trusoni
AC18X120,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 120 12.9",tornillo_allen,23.82,Trusoni
AC18X130,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 130 12.9",tornillo_allen,23.21,Trusoni
AC18X140,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 140 12.9",tornillo_allen,23.21,Trusoni
AC18X150,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 150 12.9",tornillo_allen,23.21,Trusoni
AC18X160,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 160 12.9",tornillo_allen,23.21,Trusoni
AC18X180,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 180 12.9",tornillo_allen,23.21,Trusoni
AC18X200,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 200 12.9",tornillo_allen,24.43,Trusoni
AC18X250,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 250 12.9",tornillo_allen,24.43,Trusoni
AC18X300,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 300 12.9",tornillo_allen,25.04,Trusoni
AC20X35,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 35 12.9",tornillo_allen,24.19,Trusoni
AC20X40,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 40 12.9",tornillo_allen,24.81,Trusoni
AC20X45,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 45 12.9",tornillo_allen,24.19,Trusoni
AC20X50,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 50 12.9",tornillo_allen,24.81,Trusoni
AC20X55,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 55 12.9",tornillo_allen,24.19,Trusoni
AC20X60,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 60 12.9",tornillo_allen,24.81,Trusoni
AC20X70,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 70 12.9",tornillo_allen,25.43,Trusoni
AC20X80,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 80 12.9",tornillo_allen,24.81,Trusoni
AC20X90,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 90 12.9",tornillo_allen,24.81,Trusoni
AC20X100,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 100 12.9",tornillo_allen,24.0,Trusoni
AC20X110,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 110 12.9",tornillo_allen,24.0,Trusoni
AC20X120,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 120 12.9",tornillo_allen,24.62,Trusoni
AC20X130,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 130 12.9",tornillo_allen,24.0,Trusoni
AC20X140,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 140 12.9",tornillo_allen,24.0,Trusoni
AC20X150,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 150 12.9",tornillo_allen,24.0,Trusoni
AC20X160,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 160 12.9",tornillo_allen,24.0,Trusoni
AC20X180,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 180 12.9",tornillo_allen,24.0,Trusoni
AC20X200,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 200 12.9",tornillo_allen,24.62,Trusoni
AC20X250,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 250 12.9",tornillo_allen,24.62,Trusoni
AC20X300,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 300 12.9",tornillo_allen,24.62,Trusoni
AC22X60,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 60 12.9",tornillo_allen,24.0,Trusoni
AC22X70,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 70 12.9",tornillo_allen,24.62,Trusoni
AC22X80,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 80 12.9",tornillo_allen,24.0,Trusoni
AC22X90,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 90 12.9",tornillo_allen,24.0,Trusoni
AC22X100,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 100 12.9",tornillo_allen,23.82,Trusoni
AC22X110,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 110 12.9",tornillo_allen,23.82,Trusoni
AC22X120,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 120 12.9",tornillo_allen,24.43,Trusoni
AC22X130,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 130 12.9",tornillo_allen,23.82,Trusoni
AC22X140,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 140 12.9",tornillo_allen,23.82,Trusoni
AC22X150,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 150 12.9",tornillo_allen,23.82,Trusoni
AC22X160,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 160 12.9",tornillo_allen,23.82,Trusoni
AC22X180,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 180 12.9",tornillo_allen,23.82,Trusoni
AC22X200,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 200 12.9",tornillo_allen,23.82,Trusoni
AC24X50,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 50 12.9",tornillo_allen,24.62,Trusoni
AC24X60,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 60 12.9",tornillo_allen,24.62,Trusoni
AC24X70,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 70 12.9",tornillo_allen,25.23,Trusoni
AC24X80,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 80 12.9",tornillo_allen,24.62,Trusoni
AC24X90,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 90 12.9",tornillo_allen,24.62,Trusoni
AC24X100,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 100 12.9",tornillo_allen,24.43,Trusoni
AC24X110,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 110 12.9",tornillo_allen,24.43,Trusoni
AC24X120,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 120 12.9",tornillo_allen,25.04,Trusoni
AC24X130,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 130 12.9",tornillo_allen,24.43,Trusoni
AC24X140,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 140 12.9",tornillo_allen,24.43,Trusoni
AC24X150,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 150 12.9",tornillo_allen,24.43,Trusoni
AC24X160,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 160 12.9",tornillo_allen,24.43,Trusoni
AC24X180,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 180 12.9",tornillo_allen,24.43,Trusoni
AC24X200,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 200 12.9",tornillo_allen,24.43,Trusoni
AC30x70,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 30 x 3,50 x 70 12.9",tornillo_allen,25.23,Trusoni
AC30X80,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 30 x 3,50 x 80 12.9",tornillo_allen,24.62,Trusoni
AC30X90,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 30 x 3,50 x 90 12.9",tornillo_allen,24.62,Trusoni
AC30X100,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 30 x 3,50 x 100 12.9",tornillo_allen,23.82,Trusoni
AC30X120,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 30 x 3,50 x 120 12.9",tornillo_allen,24.43,Trusoni
AC30X140,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 30 x 3,50 x 140 12.9",tornillo_allen,23.82,Trusoni
AC30X150,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 30 x 3,50 x 150 12.9",tornillo_allen,24.43,Trusoni
AC30X180,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 30 x 3,50 x 180 12.9",tornillo_allen,23.82,Trusoni
AC30X200,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 30 x 3,50 x 200 12.9",tornillo_allen,24.43,Trusoni
CÓDIGO,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 DESCRIPCIÓN,tornillo_allen,21.28,Trusoni
AC1/8X1/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/8 - 40 x 1/4,tornillo_allen,36.3,Trusoni
AC1/8X5/16,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/8 - 40 x 5/16,tornillo_allen,22.6,Trusoni
AC1/8X3/8,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/8 - 40 x 3/8,tornillo_allen,23.38,Trusoni
AC1/8X1/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/8 - 40 x 1/2,tornillo_allen,36.9,Trusoni
AC3/16X3/8,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/16 - 24 x 3/8,tornillo_allen,23.21,Trusoni
AC3/16X1/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/16 - 24 x 1/2,tornillo_allen,36.7,Trusoni
AC3/16X5/8,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/16 - 24 x 5/8,tornillo_allen,23.21,Trusoni
AC3/16X3/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/16 - 24 x 3/4,tornillo_allen,23.21,Trusoni
AC3/16X1,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/16 - 24 x 1,tornillo_allen,31.96,Trusoni
AC3/16X11/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/16 - 24 x 11/4,tornillo_allen,23.03,Trusoni
AC3/16X11/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/16 - 24 x 11/2,tornillo_allen,23.03,Trusoni
AC3/16X13/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/16 - 24 x 13/4,tornillo_allen,23.03,Trusoni
AC3/16X2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/16 - 24 x 2,tornillo_allen,23.57,Trusoni
AC1/4X3/8,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 3/8,tornillo_allen,41.51,Trusoni
AC1/4X1/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 1/2,tornillo_allen,56.71,Trusoni
AC1/4X5/8,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 5/8,tornillo_allen,41.51,Trusoni
AC1/4X3/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 3/4,tornillo_allen,42.19,Trusoni
AC1/4X1,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 1,tornillo_allen,45.87,Trusoni
AC1/4X11/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 11/4,tornillo_allen,41.99,Trusoni
AC1/4X11/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 11/2,tornillo_allen,41.99,Trusoni
AC1/4X13/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 13/4,tornillo_allen,41.99,Trusoni
AC1/4X2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 2,tornillo_allen,41.91,Trusoni
AC1/4X21/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 21/2,tornillo_allen,41.99,Trusoni
AC1/4X23/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 23/4,tornillo_allen,41.99,Trusoni
AC1/4X3,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 3,tornillo_allen,41.91,Trusoni
AC1/4X31/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 31/2,tornillo_allen,41.99,Trusoni
AC1/4X4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 4,tornillo_allen,42.03,Trusoni
AC5/16X1/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 1/2,tornillo_allen,44.47,Trusoni
AC5/16X5/8,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 5/8,tornillo_allen,22.6,Trusoni
AC5/16X3/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 3/4,tornillo_allen,33.33,Trusoni
AC5/16X1,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 1,tornillo_allen,47.68,Trusoni
AC5/16X11/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 11/4,tornillo_allen,36.57,Trusoni
AC5/16X11/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 11/2,tornillo_allen,36.57,Trusoni
AC5/16X13/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 13/4,tornillo_allen,36.57,Trusoni
AC5/16X2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 2,tornillo_allen,36.43,Trusoni
AC5/16X21/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 21/2,tornillo_allen,36.57,Trusoni
AC5/16X23/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 23/4,tornillo_allen,33.15,Trusoni
AC5/16X3,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 3,tornillo_allen,22.95,Trusoni
AC5/16X31/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 31/2,tornillo_allen,36.57,Trusoni
AC5/16X4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 4,tornillo_allen,32.96,Trusoni
AC5/16X41/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 41/2,tornillo_allen,36.57,Trusoni
AC5/16X5,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 5,tornillo_allen,22.95,Trusoni
AC3/8X1/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 1/2,tornillo_allen,36.9,Trusoni
AC3/8X3/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 3/4,tornillo_allen,23.38,Trusoni
AC3/8X1,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 1,tornillo_allen,23.12,Trusoni
AC3/8X11/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 11/4,tornillo_allen,22.96,Trusoni
AC3/8X11/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 11/2,tornillo_allen,22.96,Trusoni
AC3/8X13/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 13/4,tornillo_allen,22.96,Trusoni
AC3/8X2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 2,tornillo_allen,23.75,Trusoni
AC3/8X21/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 21/2,tornillo_allen,23.21,Trusoni
AC3/8X23/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 23/4,tornillo_allen,23.82,Trusoni
AC3/8X3,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 3,tornillo_allen,23.12,Trusoni
AC3/8X31/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 31/2,tornillo_allen,22.96,Trusoni
AC3/8X4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 4,tornillo_allen,23.57,Trusoni
AC3/8X41/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 41/2,tornillo_allen,22.96,Trusoni
AC3/8X5,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 5,tornillo_allen,23.12,Trusoni
AC3/8X6,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 6,tornillo_allen,23.12,Trusoni
AC7/16X1,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/16 - 14 x 1,tornillo_allen,29.94,Trusoni
AC7/16X11/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/16 - 14 x 11/4,tornillo_allen,23.03,Trusoni
AC7/16X11/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/16 - 14 x 11/2,tornillo_allen,23.64,Trusoni
AC7/16X2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/16 - 14 x 2,tornillo_allen,23.57,Trusoni
AC7/16X21/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/16 - 14 x 21/2,tornillo_allen,23.03,Trusoni
AC7/16X3,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/16 - 14 x 3,tornillo_allen,23.57,Trusoni
AC7/16X31/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/16 - 14 x 31/2,tornillo_allen,23.03,Trusoni
AC7/16X4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/16 - 14 x 4,tornillo_allen,23.57,Trusoni
AC1/2X3/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 3/4 wth,tornillo_allen,37.94,Trusoni
AC1/2X1,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 1,tornillo_allen,31.61,Trusoni
AC1/2X11/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 11/4,tornillo_allen,23.82,Trusoni
AC1/2X11/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 11/2,tornillo_allen,23.21,Trusoni
AC1/2X13/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 13/4,tornillo_allen,37.03,Trusoni
AC1/2X2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 2,tornillo_allen,23.12,Trusoni
AC1/2X21/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 21/2,tornillo_allen,37.03,Trusoni
AC1/2X23/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 23/4,tornillo_allen,23.82,Trusoni
AC1/2X3,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 3,tornillo_allen,23.75,Trusoni
AC1/2X31/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 31/2,tornillo_allen,37.03,Trusoni
AC1/2X4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 4,tornillo_allen,23.75,Trusoni
AC1/2X41/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 41/2,tornillo_allen,37.03,Trusoni
AC1/2X5,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 5,tornillo_allen,23.12,Trusoni
AC1/2X6,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 6,tornillo_allen,37.54,Trusoni
AC1/2X7,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 7,tornillo_allen,37.54,Trusoni
AC1/2X8,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 8,tornillo_allen,37.54,Trusoni
ACNC1/2X1,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 1 NC,tornillo_allen,36.67,Trusoni
ACNC1/2X11/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 11/4,tornillo_allen,23.53,Trusoni
ACNC1/2X11/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 11/2,tornillo_allen,23.21,Trusoni
ACNC1/2X13/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 13/4,tornillo_allen,23.53,Trusoni
