codigo,tipo,forma,diametro,paso,largo,grado,sistema,sistema_rosca,acabado,precio_granel,precio_fraccionado,proveedor,descripcion
107NC00000E0076,bulón,,5/16,,3,G5,imperial,UNC,,221.67408550853412,234.9745306390462,efepe,Bulon G5 UNC. 5 5/16 3
107NC00000E0082,bulón,,5/16,,3 1/4,G5,imperial,UNC,,190.69444787944025,202.13611475220665,efepe,Bulon G5 UNC. 5 5/16 3 1/4
107NC00000E0090,bulón,,5/16,,3 1/2,G5,imperial,UNC,,254.5146907690577,269.7855722152012,efepe,Bulon G5 UNC. 5 5/16 3 1/2
107NC00000E0100,bulón,,5/16,,4,G5,imperial,UNC,,288.03947530584225,305.3218438241928,efepe,Bulon G5 UNC. 5 5/16 4
107NC00000E0110,bulón,,5/16,,4 1/2,G5,imperial,UNC,,257.47034524250483,272.91856595705514,efepe,Bulon G5 UNC. 5 5/16 4 1/2
107NC00000E0125,bulón,,5/16,,5,G5,imperial,UNC,,284.01650116142804,301.0574912311137,efepe,Bulon G5 UNC. 5 5/16 5
107NC00000E0140,bulón,,5/16,,5 1/2,G5,imperial,UNC,,310.83632879085565,329.486508518307,efepe,Bulon G5 UNC. 5 5/16 5 1/2
107NC00000E0155,bulón,,5/16,,6,G5,imperial,UNC,,337.3824847097788,357.6254337923655,efepe,Bulon G5 UNC. 5 5/16 6
107NC00000E0175,bulón,,5/16,,7,G5,imperial,UNC,,443.50455485164224,470.1148281427408,efepe,Bulon G5 UNC. 5 5/16 7
107NC00000E0200,bulón,,5/16,,8,G5,imperial,UNC,,503.2431796588803,533.4377704384132,efepe,Bulon G5 UNC. 5 5/16 8
107NC00000F0012,bulón,,3/8,,1/2,G5,imperial,UNC,,67.73670289793844,71.80090507181475,efepe,Bulon G5 UNC. 5 3/8 1/2
107NC00000F0016,bulón,,3/8,,5/8,G5,imperial,UNC,,97.58355730104,103.4385707391024,efepe,Bulon G5 UNC. 5 3/8 5/8
107NC00000F0019,bulón,,3/8,,3/4,G5,imperial,UNC,,98.86892543160404,104.80106095750028,efepe,Bulon G5 UNC. 5 3/8 3/4
107NC00000F0022,bulón,,3/8,,7/8,G5,imperial,UNC,,85.97297863617743,91.13135735434808,efepe,Bulon G5 UNC. 5 3/8 7/8
107NC00000F0025,bulón,,3/8,,1,G5,imperial,UNC,,118.37185537908,125.4741667018248,efepe,Bulon G5 UNC. 5 3/8 1
107NC00000F0032,bulón,,3/8,,1 1/4,G5,imperial,UNC,,136.58840524128,144.7837095557568,efepe,Bulon G5 UNC. 5 3/8 1 1/4
107NC00000F0038,bulón,,3/8,,1 1/2,G5,imperial,UNC,,158.51970252636002,168.03088467794163,efepe,Bulon G5 UNC. 5 3/8 1 1/2
107NC00000F0044,bulón,,3/8,,1 3/4,G5,imperial,UNC,,197.23880066483997,209.07312870473035,efepe,Bulon G5 UNC. 5 3/8 1 3/4
107NC00000F0050,bulón,,3/8,,2,G5,imperial,UNC,,202.02510984432004,214.14661643497925,efepe,Bulon G5 UNC. 5 3/8 2
107NC00000F0056,bulón,,3/8,,2 1/4,G5,imperial,UNC,,223.95607853027187,237.39344324208815,efepe,Bulon G5 UNC. 5 3/8 2 1/4
107NC00000F0063,bulón,,3/8,,2 1/2,G5,imperial,UNC,,263.55564239999995,279.368980944,efepe,Bulon G5 UNC. 5 3/8 2 1/2
107NC00000F0070,bulón,,3/8,,2 3/4,G5,imperial,UNC,,214.00660516596724,226.84700147592528,efepe,Bulon G5 UNC. 5 3/8 2 3/4
107NC00000F0076,bulón,,3/8,,3,G5,imperial,UNC,,292.32204720048003,309.86137003250883,efepe,Bulon G5 UNC. 5 3/8 3
107NC00000F0082,bulón,,3/8,,3 1/4,G5,imperial,UNC,,329.75527123104,349.5405875049024,efepe,Bulon G5 UNC. 5 3/8 3 1/4
107NC00000F0090,bulón,,3/8,,3 1/2,G5,imperial,UNC,,356.47287769559995,377.861250357336,efepe,Bulon G5 UNC. 5 3/8 3 1/2
107NC00000F0100,bulón,,3/8,,4,G5,imperial,UNC,,403.4072826346799,427.6117195927607,efepe,Bulon G5 UNC. 5 3/8 4
107NC00000F0110,bulón,,3/8,,4 1/2,G5,imperial,UNC,,450.06659814836536,477.07059403726726,efepe,Bulon G5 UNC. 5 3/8 4 1/2
107NC00000F0125,bulón,,3/8,,5,G5,imperial,UNC,,496.72591366205086,526.529468481774,efepe,Bulon G5 UNC. 5 3/8 5
107NC00000F0140,bulón,,3/8,,5 1/2,G5,imperial,UNC,,434.97367019984193,461.0720904118325,efepe,Bulon G5 UNC. 5 3/8 5 1/2
107NC00000F0155,bulón,,3/8,,6,G5,imperial,UNC,,590.0445446894216,625.4472173707869,efepe,Bulon G5 UNC. 5 3/8 6
107NC00000F0175,bulón,,3/8,,7,G5,imperial,UNC,,708.5704543532196,751.0846816144127,efepe,Bulon G5 UNC. 5 3/8 7
107NC00000F0200,bulón,,3/8,,8,G5,imperial,UNC,,805.6128879064262,853.9496611808117,efepe,Bulon G5 UNC. 5 3/8 8
107NC00000G0025,bulón,,7/16,,1,G5,imperial,UNC,,178.09356394692003,188.77917778373524,efepe,Bulon G5 UNC. 5 7/16 1
107NC00000G0032,bulón,,7/16,,1 1/4,G5,imperial,UNC,,203.45385885312004,215.66109038430724,efepe,Bulon G5 UNC. 5 7/16 1 1/4
107NC00000G0038,bulón,,7/16,,1 1/2,G5,imperial,UNC,,221.95615851708,235.27352802810475,efepe,Bulon G5 UNC. 5 7/16 1 1/2
107NC00000G0044,bulón,,7/16,,1 3/4,G5,imperial,UNC,,201.57370565044107,213.66812798946756,efepe,Bulon G5 UNC. 5 7/16 1 3/4
107NC00000G0050,bulón,,7/16,,2,G5,imperial,UNC,,281.9781056090227,298.8967919455641,efepe,Bulon G5 UNC. 5 7/16 2
107NC00000G0056,bulón,,7/16,,2 1/4,G5,imperial,UNC,,311.9890791549941,330.70842390429374,efepe,Bulon G5 UNC. 5 7/16 2 1/4
107NC00000G0063,bulón,,7/16,,2 1/2,G5,imperial,UNC,,362.75937333432,384.5249357343792,efepe,Bulon G5 UNC. 5 7/16 2 1/2
107NC00000G0070,bulón,,7/16,,2 3/4,G5,imperial,UNC,,394.5920057292879,418.26752607304513,efepe,Bulon G5 UNC. 5 7/16 2 3/4
107NC00000G0076,bulón,,7/16,,3,G5,imperial,UNC,,426.4246381242554,452.0101164117107,efepe,Bulon G5 UNC. 5 7/16 3
107NC00000G0082,bulón,,7/16,,3 1/4,G5,imperial,UNC,,459.58363020234697,487.15864801448777,efepe,Bulon G5 UNC. 5 7/16 3 1/4
107NC00000G0090,bulón,,7/16,,3 1/2,G5,imperial,UNC,,490.0899029141908,519.4952970890423,efepe,Bulon G5 UNC. 5 7/16 3 1/2
107NC00000G0100,bulón,,7/16,,4,G5,imperial,UNC,,548.49674447832,581.4065491470192,efepe,Bulon G5 UNC. 5 7/16 4
107NC00000G0110,bulón,,7/16,,4 1/2,G5,imperial,UNC,,612.8712126925419,649.6434854540944,efepe,Bulon G5 UNC. 5 7/16 4 1/2
107NC00000G0125,bulón,,7/16,,5,G5,imperial,UNC,,674.8809045233844,715.3737587947875,efepe,Bulon G5 UNC. 5 7/16 5
107NC00000G0140,bulón,,7/16,,5 1/2,G5,imperial,UNC,,738.0729845459166,782.3573636186716,efepe,Bulon G5 UNC. 5 7/16 5 1/2
107NC00000G0155,bulón,,7/16,,6,G5,imperial,UNC,,802.67119314384,850.8314647324704,efepe,Bulon G5 UNC. 5 7/16 6
107NC00000G0175,bulón,,7/16,,7,G5,imperial,UNC,,988.05137703564,1047.3344596577783,efepe,Bulon G5 UNC. 5 7/16 7
107NC00000G0200,bulón,,7/16,,8,G5,imperial,UNC,,1182.0236365382398,1252.945054730534,efepe,Bulon G5 UNC. 5 7/16 8
107NC00000H0019,bulón,,1/2,,12 3/4,G5,imperial,UNC,,264.52663687200004,280.39823508432005,efepe,Bulon G5 UNC. 5 1/2 12 3/4
107NC00000H0022,bulón,,1/2,,12 7/8,G5,imperial,UNC,,213.61878384,226.4359108704,efepe,Bulon G5 UNC. 5 1/2 12 7/8
107NC00000H0025,bulón,,1/2,,12,G5,imperial,UNC,,269.89068776232,286.0841290280592,efepe,Bulon G5 UNC. 5 1/2 12 1
107NC00000H0032,bulón,,12,,1 1/4,G5,imperial,UNC,,302.68047751428,320.8413061651368,efepe,Bulon G5 UNC. 5 1/2 12 1 1/4
107NC00000H0038,bulón,,12,,1 1/2,G5,imperial,UNC,,335.89889196888004,356.05282548701285,efepe,Bulon G5 UNC. 5 1/2 12 1 1/2
107NC00000H0044,bulón,,12,,1 3/4,G5,imperial,UNC,,375.8336090091216,398.3836255496689,efepe,Bulon G5 UNC. 5 1/2 12 1 3/4
107NC00000H0050,bulón,,1/2,,12,G5,imperial,UNC,,416.26602371388,441.24198513671286,efepe,Bulon G5 UNC. 5 1/2 12 2
107NC00000H0056,bulón,,12,,2 1/4,G5,imperial,UNC,,459.41424377964,486.9790984064184,efepe,Bulon G5 UNC. 5 1/2 12 2 1/4
107NC00000H0063,bulón,,12,,2 1/2,G5,imperial,UNC,,496.4188431075599,526.2039736940135,efepe,Bulon G5 UNC. 5 1/2 12 2 1/2
107NC00000H0070,bulón,,12,,2 3/4,G5,imperial,UNC,,572.49972782616,606.8497114957296,efepe,Bulon G5 UNC. 5 1/2 12 2 3/4
107NC00000H0076,bulón,,1/2,,12,G5,imperial,UNC,,576.5002250508,611.090238553848,efepe,Bulon G5 UNC. 5 1/2 12 3
107NC00000H0082,bulón,,12,,3 1/4,G5,imperial,UNC,,582.2588288526392,617.1943585837976,efepe,Bulon G5 UNC. 5 1/2 12 3 1/4
107NC00000H0090,bulón,,12,,3 1/2,G5,imperial,UNC,,702.2301378252,744.363946094712,efepe,Bulon G5 UNC. 5 1/2 12 3 1/2
107NC00000H0100,bulón,,1/2,,12,G5,imperial,UNC,,788.4689266809264,835.777062281782,efepe,Bulon G5 UNC. 5 1/2 12 4
107NC00000H0110,bulón,,12,,4 1/2,G5,imperial,UNC,,824.1024282758401,873.5485739723905,efepe,Bulon G5 UNC. 5 1/2 12 4 1/2
107NC00000H0125,bulón,,1/2,,12,G5,imperial,UNC,,1017.76935641868,1078.835517803801,efepe,Bulon G5 UNC. 5 1/2 12 5
107NC00000H0140,bulón,,12,,5 1/2,G5,imperial,UNC,,1194.3173093047471,1265.976347863032,efepe,Bulon G5 UNC. 5 1/2 12 5 1/2
107NC00000H0155,bulón,,1/2,,12,G5,imperial,UNC,,1205.79272597676,1278.1402895353656,efepe,Bulon G5 UNC. 5 1/2 12 6
107NC00000H0175,bulón,,1/2,,12,G5,imperial,UNC,,1379.24285564508,1461.9974269837849,efepe,Bulon G5 UNC. 5 1/2 12 7
107NC00000H0200,bulón,,1/2,,12,G5,imperial,UNC,,1219.8553862647148,1293.0467094405976,efepe,Bulon G5 UNC. 5 1/2 12 8
107NC00000H0225,bulón,,1/2,,12,G5,imperial,UNC,,1750.3506356403002,1855.371673778718,efepe,Bulon G5 UNC. 5 1/2 12 9
107NC00000H0250,bulón,,1/2,,12,G5,imperial,UNC,,1935.9418529141117,2052.098364088958,efepe,Bulon G5 UNC. 5 1/2 12 10
107NC00000H1019,bulón,,1/2,,13 3/4,G5,imperial,UNC,,230.02859041680003,243.83030584180804,efepe,Bulon G5 UNC. 5 1/2 13 3/4
107NC00000H1022,bulón,,1/2,,13 7/8,G5,imperial,UNC,,250.43940165138812,265.46576575047146,efepe,Bulon G5 UNC. 5 1/2 13 7/8
107NC00000H1025,bulón,,1/2,,13,G5,imperial,UNC,,261.8343944265264,277.544458092118,efepe,Bulon G5 UNC. 5 1/2 13 1
107NC00000H1032,bulón,,13,,1 1/4,G5,imperial,UNC,,293.64019843625266,311.2586103424278,efepe,Bulon G5 UNC. 5 1/2 13 1 1/4
107NC00000H1038,bulón,,13,,1 1/2,G5,imperial,UNC,,328.89802182576,348.6319031353056,efepe,Bulon G5 UNC. 5 1/2 13 1 1/2
107NC00000H1044,bulón,,13,,1 3/4,G5,imperial,UNC,,375.90386421528007,398.4580960681969,efepe,Bulon G5 UNC. 5 1/2 13 1 3/4
107NC00000H1050,bulón,,1/2,,13,G5,imperial,UNC,,427.48170343296,453.1306056389376,efepe,Bulon G5 UNC. 5 1/2 13 2
107NC00000H1056,bulón,,13,,2 1/4,G5,imperial,UNC,,483.20291477616,512.1950896627296,efepe,Bulon G5 UNC. 5 1/2 13 2 1/4
107NC00000H1063,bulón,,13,,2 1/2,G5,imperial,UNC,,525.5974522183291,557.1332993514288,efepe,Bulon G5 UNC. 5 1/2 13 2 1/2
107NC00000H1070,bulón,,13,,2 3/4,G5,imperial,UNC,,568.07060589888,602.1548422528128,efepe,Bulon G5 UNC. 5 1/2 13 2 3/4
107NC00000H1076,bulón,,1/2,,13,G5,imperial,UNC,,563.92723377336,597.7628677997616,efepe,Bulon G5 UNC. 5 1/2 13 3
107NC00000H1082,bulón,,13,,3 1/4,G5,imperial,UNC,,455.64819776582254,482.9870896317719,efepe,Bulon G5 UNC. 5 1/2 13 3 1/4
107NC00000H1090,bulón,,13,,3 1/2,G5,imperial,UNC,,513.730825173334,544.554674683734,efepe,Bulon G5 UNC. 5 1/2 13 3 1/2
107NC00000H1100,bulón,,1/2,,13,G5,imperial,UNC,,721.0257195415212,764.2872627140125,efepe,Bulon G5 UNC. 5 1/2 13 4
107NC00000H1110,bulón,,13,,4 1/2,G5,imperial,UNC,,677.7741906151349,718.440642052043,efepe,Bulon G5 UNC. 5 1/2 13 4 1/2
107NC00000H1125,bulón,,1/2,,13,G5,imperial,UNC,,930.1482138238244,985.9571066532538,efepe,Bulon G5 UNC. 5 1/2 13 5
107NC00000H1140,bulón,,13,,5 1/2,G5,imperial,UNC,,1098.06505071324,1163.9489537560344,efepe,Bulon G5 UNC. 5 1/2 13 5 1/2
107NC00000H1155,bulón,,1/2,,13,G5,imperial,UNC,,950.3619980501758,1007.3837179331864,efepe,Bulon G5 UNC. 5 1/2 13 6
107NC00000H1175,bulón,,1/2,,13,G5,imperial,UNC,,1062.8291715482444,1126.5989218411391,efepe,Bulon G5 UNC. 5 1/2 13 7
107NC00000H1200,bulón,,1/2,,13,G5,imperial,UNC,,1283.5249014280378,1360.53639551372,efepe,Bulon G5 UNC. 5 1/2 13 8
107NC00000H1225,bulón,,1/2,,13,G5,imperial,UNC,,1908.6802223392244,2023.201035679578,efepe,Bulon G5 UNC. 5 1/2 13 9
107NC00000H1250,bulón,,1/2,,13,G5,imperial,UNC,,1688.8474119491864,1790.1782566661377,efepe,Bulon G5 UNC. 5 1/2 13 10
107NC00000I0025,bulón,,9/16,,1,G5,imperial,UNC,,268.11246674596754,284.1992147507256,efepe,Bulon G5 UNC. 5 9/16 1
107NC00000I0032,bulón,,9/16,,1 1/4,G5,imperial,UNC,,378.68992478244,401.4113202693864,efepe,Bulon G5 UNC. 5 9/16 1 1/4
107NC00000I0038,bulón,,9/16,,1 1/2,G5,imperial,UNC,,422.2392661324206,447.5736221003658,efepe,Bulon G5 UNC. 5 9/16 1 1/2
107NC00000I0044,bulón,,9/16,,1 3/4,G5,imperial,UNC,,478.05941834448,506.7429834451488,efepe,Bulon G5 UNC. 5 9/16 1 3/4
107NC00000I0050,bulón,,9/16,,2,G5,imperial,UNC,,495.7759060536,525.522460416816,efepe,Bulon G5 UNC. 5 9/16 2
107NC00000I0056,bulón,,9/16,,2 1/4,G5,imperial,UNC,,543.0211371491782,575.6024053781289,efepe,Bulon G5 UNC. 5 9/16 2 1/4
107NC00000I0063,bulón,,9/16,,2 1/2,G5,imperial,UNC,,629.79256307904,667.5801168637823,efepe,Bulon G5 UNC. 5 9/16 2 1/2
107NC00000I0070,bulón,,9/16,,2 3/4,G5,imperial,UNC,,544.6716634693705,577.3519632775327,efepe,Bulon G5 UNC. 5 9/16 2 3/4
107NC00000I0076,bulón,,9/16,,3,G5,imperial,UNC,,783.7312524000001,830.7551275440002,efepe,Bulon G5 UNC. 5 9/16 3
107NC00000I0082,bulón,,9/16,,3 1/4,G5,imperial,UNC,,853.0880004000002,904.2732804240002,efepe,Bulon G5 UNC. 5 9/16 3 1/4
107NC00000I0090,bulón,,9/16,,3 1/2,G5,imperial,UNC,,901.637724,955.73598744,efepe,Bulon G5 UNC. 5 9/16 3 1/2
107NC00000I0100,bulón,,9/16,,4,G5,imperial,UNC,,1005.672846,1066.01321676,efepe,Bulon G5 UNC. 5 9/16 4
107NC00000I0110,bulón,,9/16,,4 1/2,G5,imperial,UNC,,1137.4506672,1205.697707232,efepe,Bulon G5 UNC. 5 9/16 4 1/2
107NC00000I0125,bulón,,9/16,,5,G5,imperial,UNC,,1192.9360656,1264.5122295360002,efepe,Bulon G5 UNC. 5 9/16 5
107NC00000I0140,bulón,,9/16,,5 1/2,G5,imperial,UNC,,1054.2225696,1117.475923776,efepe,Bulon G5 UNC. 5 9/16 5 1/2
107NC00000I0155,bulón,,9/16,,6,G5,imperial,UNC,,1387.13496,1470.3630576,efepe,Bulon G5 UNC. 5 9/16 6
107NC00000I0175,bulón,,9/16,,7,G5,imperial,UNC,,1561.7788851888386,1655.4856183001689,efepe,Bulon G5 UNC. 5 9/16 7
107NC00000I0200,bulón,,9/16,,8,G5,imperial,UNC,,2090.8312994779203,2216.2811774465954,efepe,Bulon G5 UNC. 5 9/16 8
107NC00000J0025,bulón,,5/8,,1,G5,imperial,UNC,,426.1243918746,451.691855387076,efepe,Bulon G5 UNC. 5 5/8 1
107NC00000J0032,bulón,,5/8,,1 1/4,G5,imperial,UNC,,452.3657265184125,479.5076701095173,efepe,Bulon G5 UNC. 5 5/8 1 1/4
107NC00000J0038,bulón,,5/8,,1 1/2,G5,imperial,UNC,,530.7088193187601,562.5513484778858,efepe,Bulon G5 UNC. 5 5/8 1 1/2
107NC00000J0044,bulón,,5/8,,1 3/4,G5,imperial,UNC,,586.71578046372,621.9187272915432,efepe,Bulon G5 UNC. 5 5/8 1 3/4
107NC00000J0050,bulón,,5/8,,2,G5,imperial,UNC,,641.151117699,679.62018476094,efepe,Bulon G5 UNC. 5 5/8 2
107NC00000J0056,bulón,,5/8,,2 1/4,G5,imperial,UNC,,708.6595083648001,751.1790788666881,efepe,Bulon G5 UNC. 5 5/8 2 1/4
107NC00000J0063,bulón,,5/8,,2 1/2,G5,imperial,UNC,,762.2375961948,807.971851966488,efepe,Bulon G5 UNC. 5 5/8 2 1/2
107NC00000J0070,bulón,,5/8,,2 3/4,G5,imperial,UNC,,830.96042351808,880.8180489291648,efepe,Bulon G5 UNC. 5 5/8 2 3/4
107NC00000J0076,bulón,,5/8,,3,G5,imperial,UNC,,892.3438704662153,945.8845026941882,efepe,Bulon G5 UNC. 5 5/8 3
107NC00000J0082,bulón,,5/8,,3 1/4,G5,imperial,UNC,,953.3518834880622,1010.552996497346,efepe,Bulon G5 UNC. 5 5/8 3 1/4
107NC00000J0090,bulón,,5/8,,3 1/2,G5,imperial,UNC,,1098.27936306456,1164.1761248484338,efepe,Bulon G5 UNC. 5 5/8 3 1/2
107NC00000J0100,bulón,,5/8,,4,G5,imperial,UNC,,1230.65295872988,1304.492136253673,efepe,Bulon G5 UNC. 5 5/8 4
107NC00000J0110,bulón,,5/8,,4 1/2,G5,imperial,UNC,,1363.3286037770345,1445.1283200036564,efepe,Bulon G5 UNC. 5 5/8 4 1/2
107NC00000J0125,bulón,,5/8,,5,G5,imperial,UNC,,1495.394712935763,1585.1183957119088,efepe,Bulon G5 UNC. 5 5/8 5
107NC00000J0140,bulón,,5/8,,5 1/2,G5,imperial,UNC,,1628.1380841927423,1725.8263692443068,efepe,Bulon G5 UNC. 5 5/8 5 1/2
107NC00000J0155,bulón,,5/8,,6,G5,imperial,UNC,,1760.2041933514713,1865.81644495256,efepe,Bulon G5 UNC. 5 5/8 6
107NC00000J0175,bulón,,5/8,,7,G5,imperial,UNC,,2160.2685013056,2289.8846113839363,efepe,Bulon G5 UNC. 5 5/8 7
107NC00000J0200,bulón,,5/8,,8,G5,imperial,UNC,,2560.38966122004,2714.0130408932428,efepe,Bulon G5 UNC. 5 5/8 8
107NC00000J0225,bulón,,5/8,,9,G5,imperial,UNC,,2856.7920609247208,3028.199584580204,efepe,Bulon G5 UNC. 5 5/8 9
107NC00000J0250,bulón,,5/8,,10,G5,imperial,UNC,,2522.070904385454,2673.3951586485814,efepe,Bulon G5 UNC. 5 5/8 10
107NC00000J0275,bulón,,5/8,,11,G5,imperial,UNC,,3407.7945801508968,3612.2622549599514,efepe,Bulon G5 UNC. 5 5/8 11
107NC00000J0300,bulón,,5/8,,12,G5,imperial,UNC,,3710.709653942085,3933.3522331786103,efepe,Bulon G5 UNC. 5 5/8 12
107NC00000K0025,bulón,,3/4,,1,G5,imperial,UNC,,582.9139923004915,617.888831838521,efepe,Bulon G5 UNC. 5 3/4 1
107NC00000K0032,bulón,,3/4,,1 1/4,G5,imperial,UNC,,806.1716282153998,854.5419259083237,efepe,Bulon G5 UNC. 5 3/4 1 1/4
107NC00000K0038,bulón,,3/4,,1 1/2,G5,imperial,UNC,,841.8189159849601,892.3280509440577,efepe,Bulon G5 UNC. 5 3/4 1 1/2
107NC00000K0044,bulón,,3/4,,1 3/4,G5,imperial,UNC,,934.97335135872,991.0717524402432,efepe,Bulon G5 UNC. 5 3/4 1 3/4
107NC00000K0050,bulón,,3/4,,2,G5,imperial,UNC,,986.83694037816,1046.0471568008495,efepe,Bulon G5 UNC. 5 3/4 2
107NC00000K0056,bulón,,3/4,,2 1/4,G5,imperial,UNC,,1084.99199728272,1150.0915171196832,efepe,Bulon G5 UNC. 5 3/4 2 1/4
107NC00000K0063,bulón,,3/4,,2 1/2,G5,imperial,UNC,,1161.5729441544,1231.267320803664,efepe,Bulon G5 UNC. 5 3/4 2 1/2
107NC00000K0070,bulón,,3/4,,2 3/4,G5,imperial,UNC,,1262.44262417568,1338.189181626221,efepe,Bulon G5 UNC. 5 3/4 2 3/4
107NC00000K0076,bulón,,3/4,,3,G5,imperial,UNC,,1349.8106260638,1430.799263627628,efepe,Bulon G5 UNC. 5 3/4 3
107NC00000K0082,bulón,,3/4,,3 1/4,G5,imperial,UNC,,1468.61110614552,1556.727772514251,efepe,Bulon G5 UNC. 5 3/4 3 1/4
107NC00000K0090,bulón,,3/4,,3 1/2,G5,imperial,UNC,,1511.11638915732,1601.7833725067594,efepe,Bulon G5 UNC. 5 3/4 3 1/2
107NC00000K0100,bulón,,3/4,,4,G5,imperial,UNC,,1702.9259435887202,1805.1015002040435,efepe,Bulon G5 UNC. 5 3/4 4
107NC00000K0110,bulón,,3/4,,4 1/2,G5,imperial,UNC,,1861.08845886288,1972.7537663946528,efepe,Bulon G5 UNC. 5 3/4 4 1/2
107NC00000K0125,bulón,,3/4,,5,G5,imperial,UNC,,2057.398572672,2180.84248703232,efepe,Bulon G5 UNC. 5 3/4 5
107NC00000K0140,bulón,,3/4,,5 1/2,G5,imperial,UNC,,2228.952805451101,2362.6899737781678,efepe,Bulon G5 UNC. 5 3/4 5 1/2
107NC00000K0155,bulón,,3/4,,6,G5,imperial,UNC,,2384.9392829394,2528.035639915764,efepe,Bulon G5 UNC. 5 3/4 6
107NC00000K0175,bulón,,3/4,,7,G5,imperial,UNC,,3198.2546561988,3390.149935570728,efepe,Bulon G5 UNC. 5 3/4 7
107NC00000K0200,bulón,,3/4,,8,G5,imperial,UNC,,3606.9124781507994,3823.3272268398464,efepe,Bulon G5 UNC. 5 3/4 8
107NC00000K0225,bulón,,3/4,,9,G5,imperial,UNC,,4016.0774995272063,4257.042149498839,efepe,Bulon G5 UNC. 5 3/4 9
107NC00000K0250,bulón,,3/4,,10,G5,imperial,UNC,,4424.880235600464,4690.373049736492,efepe,Bulon G5 UNC. 5 3/4 10
107NC00000K0275,bulón,,3/4,,11,G5,imperial,UNC,,4963.308653140412,5261.107172328836,efepe,Bulon G5 UNC. 5 3/4 11
107NC00000K0300,bulón,,3/4,,12,G5,imperial,UNC,,5267.628307785518,5583.686006252648,efepe,Bulon G5 UNC. 5 3/4 12
107NC00000L0050,bulón,,7/8,,2,G5,imperial,UNC,,1587.26871132636,1682.5048340059416,efepe,Bulon G5 UNC. 5 7/8 2
107NC00000L0056,bulón,,7/8,,2 1/4,G5,imperial,UNC,,1705.6296971278512,1807.9674789555224,efepe,Bulon G5 UNC. 5 7/8 2 1/4
107NC00000L0063,bulón,,7/8,,2 1/2,G5,imperial,UNC,,1836.989866341068,1947.209258321532,efepe,Bulon G5 UNC. 5 7/8 2 1/2
107NC00000L0070,bulón,,7/8,,2 3/4,G5,imperial,UNC,,1574.680028443427,1669.160830150033,efepe,Bulon G5 UNC. 5 7/8 2 3/4
107NC00000L0076,bulón,,7/8,,3,G5,imperial,UNC,,2080.4014317136803,2205.2255176165013,efepe,Bulon G5 UNC. 5 7/8 3
107NC00000L0082,bulón,,7/8,,3 1/4,G5,imperial,UNC,,2214.620878921015,2347.498131656276,efepe,Bulon G5 UNC. 5 7/8 3 1/4
107NC00000L0090,bulón,,7/8,,3 1/2,G5,imperial,UNC,,2340.0279381803925,2480.429614471216,efepe,Bulon G5 UNC. 5 7/8 3 1/2
107NC00000L0100,bulón,,7/8,,4,G5,imperial,UNC,,2600.332320643103,2756.352259881689,efepe,Bulon G5 UNC. 5 7/8 4
107NC00000L0110,bulón,,7/8,,4 1/2,G5,imperial,UNC,,2860.6367031058103,3032.274905292159,efepe,Bulon G5 UNC. 5 7/8 4 1/2
107NC00000L0125,bulón,,7/8,,5,G5,imperial,UNC,,3152.60612536764,3341.762492889698,efepe,Bulon G5 UNC. 5 7/8 5
107NC00000L0140,bulón,,7/8,,5 1/2,G5,imperial,UNC,,2732.486942812673,2896.4361593814333,efepe,Bulon G5 UNC. 5 7/8 5 1/2
107NC00000L0155,bulón,,7/8,,6,G5,imperial,UNC,,3678.611231664044,3899.3279055638864,efepe,Bulon G5 UNC. 5 7/8 6
107NC00000L0175,bulón,,7/8,,7,G5,imperial,UNC,,4203.931435478291,4456.1673216069885,efepe,Bulon G5 UNC. 5 7/8 7
107NC00000L0200,bulón,,7/8,,8,G5,imperial,UNC,,4729.936541774696,5013.732734281178,efepe,Bulon G5 UNC. 5 7/8 8
107NC00000L0225,bulón,,7/8,,9,G5,imperial,UNC,,5311.896837917264,5630.6106481923,efepe,Bulon G5 UNC. 5 7/8 9
107NC00000L0250,bulón,,7/8,,10,G5,imperial,UNC,,5843.197180462971,6193.78901129075,efepe,Bulon G5 UNC. 5 7/8 10
107NC00000L0275,bulón,,7/8,,11,G5,imperial,UNC,,5430.5035325677445,5756.333744521809,efepe,Bulon G5 UNC. 5 7/8 11
107NC00000L0300,bulón,,7/8,,12,G5,imperial,UNC,,7353.914023194479,7795.148864586148,efepe,Bulon G5 UNC. 5 7/8 12
107NC00000M0050,bulón,,5,,5 1 2,G5,imperial,UNC,,2219.415936,2352.58089216,efepe,Bulon G5 UNC. 5 1 2
107NC00000M0056,bulón,,1,,2 1/4,G5,imperial,UNC,,2954.5974648,3131.873312688,efepe,Bulon G5 UNC. 5 1 2 1/4
107NC00000M0063,bulón,,1,,2 1/2,G5,imperial,UNC,,2982.340164,3161.28057384,efepe,Bulon G5 UNC. 5 1 2 1/2
107NC00000M0070,bulón,,1,,2 3/4,G5,imperial,UNC,,2413.6148304,2558.431720224,efepe,Bulon G5 UNC. 5 1 2 3/4
107NC00000M0076,bulón,,5,,5 1 3,G5,imperial,UNC,,3121.0536600000005,3308.3168796000004,efepe,Bulon G5 UNC. 5 1 3
107NC00000M0082,bulón,,1,,3 1/4,G5,imperial,UNC,,3407.70926088888,3612.171816542213,efepe,Bulon G5 UNC. 5 1 3 1/4
