codigo,tipo,forma,diametro,paso,largo,grado,sistema,sistema_rosca,acabado,precio_granel,precio_fraccionado,proveedor,descripcion
1010000000E0050,bulón,redonda,5/16,,2,,imperial,,,129.96737324928003,137.76541564423684,efepe,Bulon Cab. Redonda 5/16 2
1010000000E0056,bulón,redonda,5/16,,2 1/4,,imperial,,,136.55355770448,144.7467711667488,efepe,Bulon Cab. Redonda 5/16 2 1/4
1010000000E0063,bulón,redonda,5/16,,2 1/2,,imperial,,,156.75119003376005,166.15626143578564,efepe,Bulon Cab. Redonda 5/16 2 1/2
1010000000E0070,bulón,redonda,5/16,,2 3/4,,imperial,,,156.16575141552,165.5356965004512,efepe,Bulon Cab. Redonda 5/16 2 3/4
1010000000E0076,bulón,redonda,5/16,,3,,imperial,,,167.43544481663997,177.48157150563836,efepe,Bulon Cab. Redonda 5/16 3
1010000000E0082,bulón,redonda,5/16,,3 1/4,,imperial,,,178.5587785632,189.272305276992,efepe,Bulon Cab. Redonda 5/16 3 1/4
1010000000E0090,bulón,redonda,5/16,,3 1/2,,imperial,,,189.82847196432,201.2181802821792,efepe,Bulon Cab. Redonda 5/16 3 1/2
1010000000E0100,bulón,redonda,5/16,,4,,imperial,,,212.14831928472,224.8772184418032,efepe,Bulon Cab. Redonda 5/16 4
1010000000E0110,bulón,redonda,5/16,,4 1/2,,imperial,,,233.29728936864,247.2951267307584,efepe,Bulon Cab. Redonda 5/16 4 1/2
1010000000E0125,bulón,redonda,5/16,,5,,imperial,,,235.05360522336,249.1568215367616,efepe,Bulon Cab. Redonda 5/16 5
1010000000E0140,bulón,redonda,5/16,,5 1/2,,imperial,,,279.32740072776005,296.08704477142567,efepe,Bulon Cab. Redonda 5/16 5 1/2
1010000000E0155,bulón,redonda,5/16,,6,,imperial,,,326.30884984152,345.8873808320111,efepe,Bulon Cab. Redonda 5/16 6
1010000000E0175,bulón,redonda,5/16,,7,,imperial,,,346.57966199808004,367.3744417179648,efepe,Bulon Cab. Redonda 5/16 7
1010000000E0200,bulón,redonda,5/16,,8,,imperial,,,389.3166811296001,412.6756819973761,efepe,Bulon Cab. Redonda 5/16 8
1010000000E0225,bulón,redonda,5/16,,9,,imperial,,,437.1587250121728,463.3882485129032,efepe,Bulon Cab. Redonda 5/16 9
1010000000E0250,bulón,redonda,5/16,,10,,imperial,,,620.41857567984,657.6436902206304,efepe,Bulon Cab. Redonda 5/16 10
1010000000F0025,bulón,redonda,3/8,,1,,imperial,,,122.42985103944,129.7756421018064,efepe,Bulon Cab. Redonda 3/8 1
1010000000F0032,bulón,redonda,3/8,,1 1/4,,imperial,,,140.94434734128004,149.40100818175685,efepe,Bulon Cab. Redonda 3/8 1 1/4
1010000000F0038,bulón,redonda,3/8,,1 1/2,,imperial,,,157.04390934287997,166.46654390345276,efepe,Bulon Cab. Redonda 3/8 1 1/2
1010000000F0044,bulón,redonda,3/8,,1 3/4,,imperial,,,179.61029452800005,190.38691219968,efepe,Bulon Cab. Redonda 3/8 1 3/4
1010000000F0050,bulón,redonda,3/8,,2,,imperial,,,185.21814284568,196.3312314164208,efepe,Bulon Cab. Redonda 3/8 2
1010000000F0056,bulón,redonda,3/8,,2 1/4,,imperial,,,200.95180571088,213.0089140535328,efepe,Bulon Cab. Redonda 3/8 2 1/4
1010000000F0063,bulón,redonda,3/8,,2 1/2,,imperial,,,210.9067914776632,223.561198966323,efepe,Bulon Cab. Redonda 3/8 2 1/2
1010000000F0070,bulón,redonda,3/8,,2 3/4,,imperial,,,232.3794642653177,246.3222321212368,efepe,Bulon Cab. Redonda 3/8 2 3/4
1010000000F0076,bulón,redonda,3/8,,3,,imperial,,,248.00643465192,262.88682073103524,efepe,Bulon Cab. Redonda 3/8 3
1010000000F0082,bulón,redonda,3/8,,3 1/4,,imperial,,,263.8132773444,279.642073985064,efepe,Bulon Cab. Redonda 3/8 3 1/4
1010000000F0090,bulón,redonda,3/8,,3 1/2,,imperial,,,278.01016383672004,294.69077366692323,efepe,Bulon Cab. Redonda 3/8 3 1/2
1010000000F0100,bulón,redonda,3/8,,4,,imperial,,,310.8679062854399,329.5199806625663,efepe,Bulon Cab. Redonda 3/8 4
1010000000F0110,bulón,redonda,3/8,,4 1/2,,imperial,,,349.21413578016006,370.1669839269697,efepe,Bulon Cab. Redonda 3/8 4 1/2
1010000000F0125,bulón,redonda,3/8,,5,,imperial,,,373.65619809168,396.07556997718086,efepe,Bulon Cab. Redonda 3/8 5
1010000000F0140,bulón,redonda,3/8,,5 1/2,,imperial,,,401.0254534944,425.086980704064,efepe,Bulon Cab. Redonda 3/8 5 1/2
1010000000F0155,bulón,redonda,3/8,,6,,imperial,,,445.2992489988,472.017203938728,efepe,Bulon Cab. Redonda 3/8 6
1010000000F0175,bulón,redonda,3/8,,7,,imperial,,,496.6714877493601,526.4717770143217,efepe,Bulon Cab. Redonda 3/8 7
1010000000F0200,bulón,redonda,3/8,,8,,imperial,,,559.0938804192001,592.6395132443521,efepe,Bulon Cab. Redonda 3/8 8
1010000000F0225,bulón,redonda,3/8,,9,,imperial,,,624.8825451439201,662.3754978525553,efepe,Bulon Cab. Redonda 3/8 9
1010000000F0250,bulón,redonda,3/8,,10,,imperial,,,687.5976571228799,728.8535165502527,efepe,Bulon Cab. Redonda 3/8 10
1010000000G0038,bulón,redonda,7/16,,1 1/2,,imperial,,,209.51384550263995,222.0846762327984,efepe,Bulon Cab. Redonda 7/16 1 1/2
1010000000G0050,bulón,redonda,7/16,,2,,imperial,,,252.5741496611937,267.7285986408653,efepe,Bulon Cab. Redonda 7/16 2
1010000000G0056,bulón,redonda,7/16,,2 1/4,,imperial,,,296.90774238357534,314.7222069265899,efepe,Bulon Cab. Redonda 7/16 2 1/4
1010000000G0063,bulón,redonda,7/16,,2 1/2,,imperial,,,307.7157676878103,326.1787137490789,efepe,Bulon Cab. Redonda 7/16 2 1/2
1010000000G0070,bulón,redonda,7/16,,2 3/4,,imperial,,,317.6565582986849,336.715951796606,efepe,Bulon Cab. Redonda 7/16 2 3/4
1010000000G0076,bulón,redonda,7/16,,3,,imperial,,,270.90950498031964,287.16407527913884,efepe,Bulon Cab. Redonda 7/16 3
1010000000G0090,bulón,redonda,7/16,,3 1/2,,imperial,,,383.3177344651891,406.3167985331005,efepe,Bulon Cab. Redonda 7/16 3 1/2
1010000000G0100,bulón,redonda,7/16,,4,,imperial,,,425.2783803186184,450.7950831377355,efepe,Bulon Cab. Redonda 7/16 4
1010000000G0110,bulón,redonda,7/16,,4 1/2,,imperial,,,469.90135680550657,498.095438213837,efepe,Bulon Cab. Redonda 7/16 4 1/2
1010000000G0125,bulón,redonda,7/16,,5,,imperial,,,511.91987941183726,542.6350721765475,efepe,Bulon Cab. Redonda 7/16 5
1010000000G0140,bulón,redonda,7/16,,5 1/2,,imperial,,,554.8494504369598,588.1404174631774,efepe,Bulon Cab. Redonda 7/16 5 1/2
1010000000G0155,bulón,redonda,7/16,,6,,imperial,,,598.53780732312,634.4500757625071,efepe,Bulon Cab. Redonda 7/16 6
1010000000G0175,bulón,redonda,7/16,,7,,imperial,,,682.5715431801274,723.525835770935,efepe,Bulon Cab. Redonda 7/16 7
1010000000G0250,bulón,redonda,7/16,,10,,imperial,,,934.3255039087652,990.385034143291,efepe,Bulon Cab. Redonda 7/16 10
1010000000G0275,bulón,redonda,7/16,,11,,imperial,,,1018.1856163445806,1079.2767533252554,efepe,Bulon Cab. Redonda 7/16 11
1010000000H0038,bulón,redonda,1/2,,1 1/2,,imperial,,,306.6234763032,325.020884881392,efepe,Bulon Cab. Redonda 1/2 1 1/2
1010000000H0050,bulón,redonda,1/2,,2,,imperial,,,426.49203338784,452.0815553911104,efepe,Bulon Cab. Redonda 1/2 2
1010000000H0063,bulón,redonda,1/2,,2 1/2,,imperial,,,437.02992851616006,463.25172422712967,efepe,Bulon Cab. Redonda 1/2 2 1/2
1010000000H0070,bulón,redonda,1/2,,2 3/4,,imperial,,,467.7490528934138,495.81399606701865,efepe,Bulon Cab. Redonda 1/2 2 3/4
1010000000H0076,bulón,redonda,1/2,,3,,imperial,,,498.4681772706679,528.376267906908,efepe,Bulon Cab. Redonda 1/2 3
1010000000H0090,bulón,redonda,1/2,,3 1/2,,imperial,,,559.9064260251755,593.500811586686,efepe,Bulon Cab. Redonda 1/2 3 1/2
1010000000H0100,bulón,redonda,1/2,,4,,imperial,,,606.3680488420799,642.7501317726047,efepe,Bulon Cab. Redonda 1/2 4
1010000000H0110,bulón,redonda,1/2,,4 1/2,,imperial,,,666.2291475571202,706.2028964105474,efepe,Bulon Cab. Redonda 1/2 4 1/2
1010000000H0125,bulón,redonda,1/2,,5,,imperial,,,785.4390861962399,832.5654313680143,efepe,Bulon Cab. Redonda 1/2 5
1010000000H0140,bulón,redonda,1/2,,5 1/2,,imperial,,,786.1708844690402,833.3411375371826,efepe,Bulon Cab. Redonda 1/2 5 1/2
1010000000H0155,bulón,redonda,1/2,,6,,imperial,,,846.1229698068096,896.8903479952181,efepe,Bulon Cab. Redonda 1/2 6
1010000000H0175,bulón,redonda,1/2,,7,,imperial,,,1049.32554336792,1112.2850759699952,efepe,Bulon Cab. Redonda 1/2 7
1010000000H0200,bulón,redonda,1/2,,8,,imperial,,,1179.568787862445,1250.342915134192,efepe,Bulon Cab. Redonda 1/2 8
1020000000C0019,bulón,redonda,3/16,,3/4,,imperial,,,49.05398099052,51.99721984995119,efepe,Bulon Cab. Redonda con Tuerca 3/16 3/4
1020000000D0019,bulón,redonda,1/4,,3/4,,imperial,,,67.54498057944001,71.59767941420641,efepe,Bulon Cab. Redonda con Tuerca 1/4 3/4
1020000000D0025,bulón,redonda,1/4,,1,,imperial,,,74.13116503463999,78.57903493671839,efepe,Bulon Cab. Redonda con Tuerca 1/4 1
1020000000D0032,bulón,redonda,1/4,,1 1/4,,imperial,,,81.01006879896,85.87067292689761,efepe,Bulon Cab. Redonda con Tuerca 1/4 1 1/4
1020000000D0038,bulón,redonda,1/4,,1 1/2,,imperial,,,87.88897256328,93.1623109170768,efepe,Bulon Cab. Redonda con Tuerca 1/4 1 1/2
1020000000D0044,bulón,redonda,1/4,,1 3/4,,imperial,,,94.7153838745703,100.39830690704451,efepe,Bulon Cab. Redonda con Tuerca 1/4 1 3/4
1020000000D0050,bulón,redonda,1/4,,2,,imperial,,,101.60167598683684,107.69777654604704,efepe,Bulon Cab. Redonda con Tuerca 1/4 2
1020000000D0056,bulón,redonda,1/4,,2 1/4,,imperial,,,108.4879680991034,114.9972461850496,efepe,Bulon Cab. Redonda con Tuerca 1/4 2 1/4
1020000000D0063,bulón,redonda,1/4,,2 1/2,,imperial,,,115.37426021136991,122.29671582405211,efepe,Bulon Cab. Redonda con Tuerca 1/4 2 1/2
1020000000D0070,bulón,redonda,1/4,,2 3/4,,imperial,,,122.20067152266024,129.53271181401985,efepe,Bulon Cab. Redonda con Tuerca 1/4 2 3/4
1020000000D0076,bulón,redonda,1/4,,3,,imperial,,,129.23557497648,136.9897094750688,efepe,Bulon Cab. Redonda con Tuerca 1/4 3
1020000000D0082,bulón,redonda,1/4,,3 1/4,,imperial,,,134.94360150432,143.0402175945792,efepe,Bulon Cab. Redonda con Tuerca 1/4 3 1/4
1020000000D0090,bulón,redonda,1/4,,3 1/2,,imperial,,,142.3356418983133,150.8757804122121,efepe,Bulon Cab. Redonda con Tuerca 1/4 3 1/2
1020000000D0100,bulón,redonda,1/4,,4,,imperial,,,155.98707133560734,165.34629561574377,efepe,Bulon Cab. Redonda con Tuerca 1/4 4
1020000000D0110,bulón,redonda,1/4,,4 1/2,,imperial,,,162.84259266874628,172.61314822887107,efepe,Bulon Cab. Redonda con Tuerca 1/4 4 1/2
1020000000D0125,bulón,redonda,1/4,,5,,imperial,,,183.3154673364,194.314395376584,efepe,Bulon Cab. Redonda con Tuerca 1/4 5
1020000000D0140,bulón,redonda,1/4,,5 1/2,,imperial,,,198.02461261968,209.9060893768608,efepe,Bulon Cab. Redonda con Tuerca 1/4 5 1/2
1020000000D0155,bulón,redonda,1/4,,6,,imperial,,,211.70924032104,224.41179474030235,efepe,Bulon Cab. Redonda con Tuerca 1/4 6
1020000000E0025,bulón,redonda,5/16,,1,,imperial,,,115.6241271024,122.561574728544,efepe,Bulon Cab. Redonda con Tuerca 5/16 1
1020000000E0032,bulón,redonda,5/16,,1 1/4,,imperial,,,128.72331618552002,136.4467151566512,efepe,Bulon Cab. Redonda con Tuerca 5/16 1 1/4
1020000000E0038,bulón,redonda,5/16,,1 1/2,,imperial,,,140.11962305893655,148.52680044247273,efepe,Bulon Cab. Redonda con Tuerca 5/16 1 1/2
1020000000E0044,bulón,redonda,5/16,,1 3/4,,imperial,,,149.2868476512,158.244058510272,efepe,Bulon Cab. Redonda con Tuerca 5/16 1 3/4
1020000000E0050,bulón,redonda,5/16,,2,,imperial,,,167.87452378032,177.9469952071392,efepe,Bulon Cab. Redonda con Tuerca 5/16 2
1020000000E0056,bulón,redonda,5/16,,2 1/4,,imperial,,,174.46070823552,184.9283507296512,efepe,Bulon Cab. Redonda con Tuerca 5/16 2 1/4
1020000000E0063,bulón,redonda,5/16,,2 1/2,,imperial,,,194.65834056480008,206.33784099868805,efepe,Bulon Cab. Redonda con Tuerca 5/16 2 1/2
1020000000E0070,bulón,redonda,5/16,,2 3/4,,imperial,,,194.07290194656,205.71727606335364,efepe,Bulon Cab. Redonda con Tuerca 5/16 2 3/4
1020000000E0076,bulón,redonda,5/16,,3,,imperial,,,205.34259534768,217.6631510685408,efepe,Bulon Cab. Redonda con Tuerca 5/16 3
1020000000E0082,bulón,redonda,5/16,,3 1/4,,imperial,,,216.46592909424,229.4538848398944,efepe,Bulon Cab. Redonda con Tuerca 5/16 3 1/4
1020000000E0090,bulón,redonda,5/16,,3 1/2,,imperial,,,227.73562249536005,241.3997598450817,efepe,Bulon Cab. Redonda con Tuerca 5/16 3 1/2
1020000000E0100,bulón,redonda,5/16,,4,,imperial,,,250.05546981576,265.0587980047056,efepe,Bulon Cab. Redonda con Tuerca 5/16 4
1020000000E0110,bulón,redonda,5/16,,4 1/2,,imperial,,,271.20443989968,287.47670629366075,efepe,Bulon Cab. Redonda con Tuerca 5/16 4 1/2
1020000000E0125,bulón,redonda,5/16,,5,,imperial,,,272.9607557544,289.338401099664,efepe,Bulon Cab. Redonda con Tuerca 5/16 5
1020000000E0140,bulón,redonda,5/16,,5 1/2,,imperial,,,317.2345512588001,336.2686243343281,efepe,Bulon Cab. Redonda con Tuerca 5/16 5 1/2
1020000000E0155,bulón,redonda,5/16,,6,,imperial,,,364.21600037256,386.0689603949136,efepe,Bulon Cab. Redonda con Tuerca 5/16 6
1020000000E0175,bulón,redonda,5/16,,7,,imperial,,,384.48681252912,407.5560212808672,efepe,Bulon Cab. Redonda con Tuerca 5/16 7
1020000000E0200,bulón,redonda,5/16,,8,,imperial,,,427.22383166064014,452.8572615602786,efepe,Bulon Cab. Redonda con Tuerca 5/16 8
1020000000E0225,bulón,redonda,5/16,,9,,imperial,,,475.0658755432128,503.5698280758056,efepe,Bulon Cab. Redonda con Tuerca 5/16 9
1020000000E0250,bulón,redonda,5/16,,10,,imperial,,,658.3257262108801,697.8252697835329,efepe,Bulon Cab. Redonda con Tuerca 5/16 10
1020000000F0025,bulón,redonda,3/8,,1,,imperial,,,187.7062569732,198.968632391592,efepe,Bulon Cab. Redonda con Tuerca 3/8 1
1020000000F0032,bulón,redonda,3/8,,1 1/4,,imperial,,,206.22075327504,218.5939984715424,efepe,Bulon Cab. Redonda con Tuerca 3/8 1 1/4
1020000000F0038,bulón,redonda,3/8,,1 1/2,,imperial,,,222.32031527664,235.6595341932384,efepe,Bulon Cab. Redonda con Tuerca 3/8 1 1/2
1020000000F0044,bulón,redonda,3/8,,1 3/4,,imperial,,,244.88670046176,259.5799024894656,efepe,Bulon Cab. Redonda con Tuerca 3/8 1 3/4
1020000000F0050,bulón,redonda,3/8,,2,,imperial,,,250.49454877943992,265.52422170620633,efepe,Bulon Cab. Redonda con Tuerca 3/8 2
1020000000F0056,bulón,redonda,3/8,,2 1/4,,imperial,,,266.22821164464,282.2019043433184,efepe,Bulon Cab. Redonda con Tuerca 3/8 2 1/4
1020000000F0063,bulón,redonda,3/8,,2 1/2,,imperial,,,276.1831974114232,292.7541892561086,efepe,Bulon Cab. Redonda con Tuerca 3/8 2 1/2
1020000000F0070,bulón,redonda,3/8,,2 3/4,,imperial,,,297.65587019907764,315.5152224110223,efepe,Bulon Cab. Redonda con Tuerca 3/8 2 3/4
1020000000F0076,bulón,redonda,3/8,,3,,imperial,,,313.28284058568005,332.07981102082084,efepe,Bulon Cab. Redonda con Tuerca 3/8 3
1020000000F0082,bulón,redonda,3/8,,3 1/4,,imperial,,,329.08968327815995,348.8350642748496,efepe,Bulon Cab. Redonda con Tuerca 3/8 3 1/4
1020000000F0090,bulón,redonda,3/8,,3 1/2,,imperial,,,343.28656977048,363.8837639567088,efepe,Bulon Cab. Redonda con Tuerca 3/8 3 1/2
1020000000F0100,bulón,redonda,3/8,,4,,imperial,,,376.1443122192,398.712970952352,efepe,Bulon Cab. Redonda con Tuerca 3/8 4
1020000000F0110,bulón,redonda,3/8,,4 1/2,,imperial,,,414.49054171392,439.3599742167552,efepe,Bulon Cab. Redonda con Tuerca 3/8 4 1/2
1020000000F0125,bulón,redonda,3/8,,5,,imperial,,,438.93260402544,465.2685602669664,efepe,Bulon Cab. Redonda con Tuerca 3/8 5
1020000000F0140,bulón,redonda,3/8,,5 1/2,,imperial,,,466.30185942816,494.2799709938496,efepe,Bulon Cab. Redonda con Tuerca 3/8 5 1/2
1020000000F0155,bulón,redonda,3/8,,6,,imperial,,,510.5756549325599,541.2101942285135,efepe,Bulon Cab. Redonda con Tuerca 3/8 6
1020000000F0175,bulón,redonda,3/8,,7,,imperial,,,561.9478936831201,595.6647673041074,efepe,Bulon Cab. Redonda con Tuerca 3/8 7
1020000000F0200,bulón,redonda,3/8,,8,,imperial,,,624.3702863529601,661.8325035341377,efepe,Bulon Cab. Redonda con Tuerca 3/8 8
1020000000F0225,bulón,redonda,3/8,,9,,imperial,,,690.1589510776801,731.5684881423408,efepe,Bulon Cab. Redonda con Tuerca 3/8 9
1020000000F0250,bulón,redonda,3/8,,10,,imperial,,,752.8740630566399,798.0465068400383,efepe,Bulon Cab. Redonda con Tuerca 3/8 10
1020000000G0038,bulón,redonda,7/16,,1 1/2,,imperial,,,303.47674373016,321.6853483539696,efepe,Bulon Cab. Redonda con Tuerca 7/16 1 1/2
1020000000G0050,bulón,redonda,7/16,,2,,imperial,,,346.53704788871363,367.32927076203646,efepe,Bulon Cab. Redonda con Tuerca 7/16 2
1020000000G0056,bulón,redonda,7/16,,2 1/4,,imperial,,,390.8706406110954,414.3228790477611,efepe,Bulon Cab. Redonda con Tuerca 7/16 2 1/4
1020000000G0063,bulón,redonda,7/16,,2 1/2,,imperial,,,401.6786659153303,425.7793858702501,efepe,Bulon Cab. Redonda con Tuerca 7/16 2 1/2
1020000000G0070,bulón,redonda,7/16,,2 3/4,,imperial,,,411.6194565262049,436.3166239177772,efepe,Bulon Cab. Redonda con Tuerca 7/16 2 3/4
1020000000G0076,bulón,redonda,7/16,,3,,imperial,,,432.5997794529196,458.5557662200947,efepe,Bulon Cab. Redonda con Tuerca 7/16 3
1020000000G0090,bulón,redonda,7/16,,3 1/2,,imperial,,,477.2806326927091,505.91747065427165,efepe,Bulon Cab. Redonda con Tuerca 7/16 3 1/2
1020000000G0100,bulón,redonda,7/16,,4,,imperial,,,519.2412785461385,550.3957552589068,efepe,Bulon Cab. Redonda con Tuerca 7/16 4
1020000000G0110,bulón,redonda,7/16,,4 1/2,,imperial,,,563.8642550330267,597.6961103350083,efepe,Bulon Cab. Redonda con Tuerca 7/16 4 1/2
1020000000G0125,bulón,redonda,7/16,,5,,imperial,,,605.8827776393572,642.2357442977186,efepe,Bulon Cab. Redonda con Tuerca 7/16 5
1020000000G0140,bulón,redonda,7/16,,5 1/2,,imperial,,,648.8123486644798,687.7410895843486,efepe,Bulon Cab. Redonda con Tuerca 7/16 5 1/2
1020000000G0155,bulón,redonda,7/16,,6,,imperial,,,692.50070555064,734.0507478836784,efepe,Bulon Cab. Redonda con Tuerca 7/16 6
1020000000G0175,bulón,redonda,7/16,,7,,imperial,,,776.5344414076474,823.1265078921062,efepe,Bulon Cab. Redonda con Tuerca 7/16 7
1020000000G0250,bulón,redonda,7/16,,10,,imperial,,,1028.288402136285,1089.985706264462,efepe,Bulon Cab. Redonda con Tuerca 7/16 10
1020000000G0275,bulón,redonda,7/16,,11,,imperial,,,1112.1485145721006,1178.8774254464263,efepe,Bulon Cab. Redonda con Tuerca 7/16 11
1020000000H0038,bulón,redonda,1/2,,1 1/2,,imperial,,,400.58637453072,424.6215570025632,efepe,Bulon Cab. Redonda con Tuerca 1/2 1 1/2
1020000000H0050,bulón,redonda,1/2,,2,,imperial,,,520.45493161536,551.6822275122817,efepe,Bulon Cab. Redonda con Tuerca 1/2 2
1020000000H0063,bulón,redonda,1/2,,2 1/2,,imperial,,,530.9928267436801,562.8523963483009,efepe,Bulon Cab. Redonda con Tuerca 1/2 2 1/2
1020000000H0070,bulón,redonda,1/2,,2 3/4,,imperial,,,561.7119511209339,595.4146681881899,efepe,Bulon Cab. Redonda con Tuerca 1/2 2 3/4
1020000000H0076,bulón,redonda,1/2,,3,,imperial,,,592.4310754981879,627.9769400280791,efepe,Bulon Cab. Redonda con Tuerca 1/2 3
1020000000H0090,bulón,redonda,1/2,,3 1/2,,imperial,,,653.8693242526955,693.1014837078573,efepe,Bulon Cab. Redonda con Tuerca 1/2 3 1/2
1020000000H0100,bulón,redonda,1/2,,4,,imperial,,,700.3309470695999,742.350803893776,efepe,Bulon Cab. Redonda con Tuerca 1/2 4
1020000000H0110,bulón,redonda,1/2,,4 1/2,,imperial,,,760.1920457846402,805.8035685317186,efepe,Bulon Cab. Redonda con Tuerca 1/2 4 1/2
1020000000H0125,bulón,redonda,1/2,,5,,imperial,,,879.40198442376,932.1661034891856,efepe,Bulon Cab. Redonda con Tuerca 1/2 5
1020000000H0140,bulón,redonda,1/2,,5 1/2,,imperial,,,880.13378269656,932.9418096583536,efepe,Bulon Cab. Redonda con Tuerca 1/2 5 1/2
1020000000H0155,bulón,redonda,1/2,,6,,imperial,,,940.0858680343296,996.4910201163892,efepe,Bulon Cab. Redonda con Tuerca 1/2 6
1020000000H0175,bulón,redonda,1/2,,7,,imperial,,,1143.28844159544,1211.8857480911663,efepe,Bulon Cab. Redonda con Tuerca 1/2 7
1020000000H0200,bulón,redonda,1/2,,8,,imperial,,,1273.5316860899654,1349.9435872553634,efepe,Bulon Cab. Redonda con Tuerca 1/2 8
107NC00000D0012,bulón,,1/4,,1/2,G5,imperial,UNC,,39.36203519244,41.7237573039864,efepe,Bulon G5 UNC. 5 1/4 1/2
107NC00000D0016,bulón,,1/4,,5/8,G5,imperial,UNC,,43.54012831342525,46.15253601223076,efepe,Bulon G5 UNC. 5 1/4 5/8
107NC00000D0019,bulón,,1/4,,3/4,G5,imperial,UNC,,47.64877944348,50.50770621008879,efepe,Bulon G5 UNC. 5 1/4 3/4
107NC00000D0022,bulón,,1/4,,7/8,G5,imperial,UNC,,48.07740414612001,50.96204839488721,efepe,Bulon G5 UNC. 5 1/4 7/8
107NC00000D0025,bulón,,1/4,,1,G5,imperial,UNC,,52.8637133256,56.035536125136005,efepe,Bulon G5 UNC. 5 1/4 1
107NC00000D0032,bulón,,1/4,,1 1/4,G5,imperial,UNC,,68.86570222416,72.9976443576096,efepe,Bulon G5 UNC. 5 1/4 1 1/4
107NC00000D0038,bulón,,1/4,,1 1/2,G5,imperial,UNC,,80.47720450797915,85.3058367784579,efepe,Bulon G5 UNC. 5 1/4 1 1/2
107NC00000D0044,bulón,,1/4,,1 3/4,G5,imperial,UNC,,91.7235652105461,97.22697912317886,efepe,Bulon G5 UNC. 5 1/4 1 3/4
107NC00000D0050,bulón,,1/4,,2,G5,imperial,UNC,,103.33506749436523,109.53517154402716,efepe,Bulon G5 UNC. 5 1/4 2
107NC00000D0056,bulón,,1/4,,2 1/4,G5,imperial,UNC,,91.72356521054613,97.2269791231789,efepe,Bulon G5 UNC. 5 1/4 2 1/4
107NC00000D0063,bulón,,1/4,,2 1/2,G5,imperial,UNC,,126.19293048075134,133.7645063095964,efepe,Bulon G5 UNC. 5 1/4 2 1/2
107NC00000D0070,bulón,,1/4,,2 3/4,G5,imperial,UNC,,137.4392911833183,145.6856486543174,efepe,Bulon G5 UNC. 5 1/4 2 3/4
107NC00000D0076,bulón,,1/4,,3,G5,imperial,UNC,,119.1822121207096,126.33314484795216,efepe,Bulon G5 UNC. 5 1/4 3
107NC00000D0082,bulón,,1/4,,3 1/4,G5,imperial,UNC,,128.23772333576352,135.93198673590933,efepe,Bulon G5 UNC. 5 1/4 3 1/4
107NC00000D0090,bulón,,1/4,,3 1/2,G5,imperial,UNC,,171.90865645352352,182.2231758407349,efepe,Bulon G5 UNC. 5 1/4 3 1/2
107NC00000D0100,bulón,,1/4,,4,G5,imperial,UNC,,211.88347800504,224.59648668534243,efepe,Bulon G5 UNC. 5 1/4 4
107NC00000D0110,bulón,,1/4,,4 1/2,G5,imperial,UNC,,236.7501928965201,250.9552044703113,efepe,Bulon G5 UNC. 5 1/4 4 1/2
107NC00000D0125,bulón,,1/4,,5,G5,imperial,UNC,,261.6169077880002,277.3139222552802,efepe,Bulon G5 UNC. 5 1/4 5
107NC00000D0140,bulón,,1/4,,5 1/2,G5,imperial,UNC,,229.18689814358436,242.9381120321994,efepe,Bulon G5 UNC. 5 1/4 5 1/2
107NC00000D0155,bulón,,1/4,,6,G5,imperial,UNC,,249.08027005676843,264.02508626017453,efepe,Bulon G5 UNC. 5 1/4 6
107NC00000E0012,bulón,,5/16,,1/2,G5,imperial,UNC,,77.67955776,82.3403312256,efepe,Bulon G5 UNC. 5 5/16 1/2
107NC00000E0016,bulón,,5/16,,5/8,G5,imperial,UNC,,63.80820815999999,67.63670064959999,efepe,Bulon G5 UNC. 5 5/16 5/8
107NC00000E0019,bulón,,5/16,,3/4,G5,imperial,UNC,,80.45382767999999,85.28105734079999,efepe,Bulon G5 UNC. 5 5/16 3/4
107NC00000E0022,bulón,,5/16,,7/8,G5,imperial,UNC,,64.9611254929748,68.85879302255329,efepe,Bulon G5 UNC. 5 5/16 7/8
107NC00000E0025,bulón,,5/16,,1,G5,imperial,UNC,,80.367131745,85.18915964969999,efepe,Bulon G5 UNC. 5 5/16 1
107NC00000E0032,bulón,,5/16,,1 1/4,G5,imperial,UNC,,102.71734378800002,108.88038441528002,efepe,Bulon G5 UNC. 5 5/16 1 1/4
107NC00000E0038,bulón,,5/16,,1 1/2,G5,imperial,UNC,,117.65748087468,124.7169297271608,efepe,Bulon G5 UNC. 5 5/16 1 1/2
107NC00000E0044,bulón,,5/16,,1 3/4,G5,imperial,UNC,,125.15841317088,132.66791796113282,efepe,Bulon G5 UNC. 5 5/16 1 3/4
107NC00000E0050,bulón,,5/16,,2,G5,imperial,UNC,,150.09008337443998,159.0954883769064,efepe,Bulon G5 UNC. 5 5/16 2
107NC00000E0056,bulón,,5/16,,2 1/4,G5,imperial,UNC,,166.07404718055582,176.03849001138917,efepe,Bulon G5 UNC. 5 5/16 2 1/4
107NC00000E0063,bulón,,5/16,,2 1/2,G5,imperial,UNC,,188.0808830441235,199.3657360267709,efepe,Bulon G5 UNC. 5 5/16 2 1/2
107NC00000E0070,bulón,,5/16,,2 3/4,G5,imperial,UNC,,204.56960360201143,216.84377981813213,efepe,Bulon G5 UNC. 5 5/16 2 3/4
