codigo,tipo,forma,diametro,paso,largo,grado,sistema,sistema_rosca,acabado,descripcion
BHG8MA10050CCF,bulón,hexagonal,M10,1.50,,10.9,métrico,,fosforado,"BULON HEXAGONAL (10.9) M10-1,50-50 FOSFATIZADO CON CUELLO"
14,otro,,,,,,imperial,NC,,DIFERENCIA EN PRECIO CON IVA
TPJCG2G06032Z,tornillo,,1/4,2,1,G2,imperial,,,TOR.PARKER C/FIJ.COMB.G2 N°6 X 1 1/4Z
3320,tarugo,,,,,,otro,,,Tarugos PY 6  C/T Bolsa x 1000 unid.
PACG10NC095110F,prisionero,allen,3/8,4,1/2,G10,imperial,NC,fosforado,PRIS ALLEN C/CIL.G10 3/8-NC-4 1/2 FOSF
TJPG2MA04010Z,tornillo,phillips,,04,,,imperial,NC,zinc,TORNILLO C/FIJADORA PHIL. M04-0.7-10 ZINC
TJPG2MA03020Z,tornillo,phillips,,03,,,imperial,NC,zinc,TORNILLO C/FIJADORA PHIL. M03-0.5-20 ZINC
INTERES,otro,,,,,,otro,,,INTERESES POR MORA
PACIMA08016,prisionero,allen,,,,,otro,,acero_inox,PRISIONERO ALLEN C/CIL. INOXIDABLE M 8-1.25-16
ABRAZ32,otro,,,,,,otro,,,ABRAZADERA CAÑO DE ESCAPE TIPO U 32
ABRAZ44,otro,,,,,,otro,,,ABRAZADERA CAÑO DE ESCAPE TIPO U 44
CPP050,otro,,,,,,otro,,,"CLAVOS PUNTA PARIS 2"""
CPP063,otro,,1/2,2,,,imperial,,,"CLAVOS PUNTA PARIS 2 1/2"""
CPP076,otro,,,,,,otro,,,"CLAVOS PUNTA PARIS 3"""
15,otro,,,,,,otro,,,cajas de carton corrugado
PASG10NC065016F,prisionero,allen,1/4,10,,G10,imperial,UNC,fosforado,PRIS.ALLEN S/CABEZA G10 1/4-UNC-5/8 FOSF
ADUANA,otro,,,,,,otro,,,GASTOS DE IMPORTACION
GTONOGRAV,otro,,,,,,otro,,,GASTOS NO GRAVADOS
TUTHCG2MA14D,tornillo,hexagonal,M14,2,,G2,métrico,,dicro,TCA .HEX.TORN CONTRAT. G2 M14-2 DICRO
AP125A095Z,arandela,plana,3/8,125,,,imperial,NC,zinc,ARANDELA PLANA DIN125A 3/8 ZINC
PITON8ABS/TZ,otro,,,8,,,imperial,NC,zinc,PITON ABIERTO SIN TOPE #8 ZINCADO
BMG5MA08025D,bulón,,M08,1.25,,8.8,métrico,,dicro,"BULON MOLETEADO (8,8) M08-1,25-25 DICRO"
BCRTG2WH095140,bulón,,3/8,5,1/2,G2,imperial,NC,zinc,"BUL. C/RED. C/ CUAD. G2 3/8-WH- 5,1/2 ZINC CON TUERCA"
BCRTG2WH079090,bulón,,5/16,3,1/2,G2,imperial,NC,zinc,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 3,1/2 ZINC CON TUERCA"
3313,tarugo,,,,,,otro,,,Tarugos PY 4 Bolsa x 1000 unid.
3314,tarugo,,,,,,otro,,,Tarugos PY 5 Bolsa x 1000 unid.
3315,tarugo,,,,,,otro,,,Tarugos PY 6 Bolsa x 1000 unid.
3326,tarugo,,,,,,otro,,,Tarugos PY 7 Bolsa x 1000 unid.
3316,tarugo,,,,,,otro,,,Tarugos PY 8 Bolsa x 1000 unid.
3317,tarugo,,,,,,otro,,,Tarugos PY 10 Bolsa x 500 unid.
3318,tarugo,,,,,,otro,,,Tarugos PY 12 Bolsa x 100 unid.
3319,tarugo,,,,,,otro,,,Tarugos PY 14 Bolsa x 100 unid.
3427,tarugo,,,,,,otro,,,Tarugos PY 4 Caja x 4000 (10 cajas de cartulina x 400 )
3428,tarugo,,,,,,otro,,,Tarugos PY 5 Caja x 4000 (20 cajas de cartulina x 200 )
3429,tarugo,,,,,,otro,,,Tarugos PY 6 Caja x 4000 (20 cajas de cartulina x 200 )
3435,tarugo,,,,,,otro,,,Tarugos PY 7 Caja x 2000 (10 cajas de cartulina x 200 )
3430,tarugo,,,,,,otro,,,Tarugos PY 8 Caja x 2000 (20 cajas de cartulina x 100 )
3431,tarugo,,,,,,otro,,,Tarugos PY 10 Caja x 1000 (20 cajas de cartulina x 50 )
3432,tarugo,,,,,,otro,,,Tarugos PY 12 Caja x 250   (10 cajas de cartulina x 25 )
3433,tarugo,,,,,,otro,,,Tarugos PY 14 Caja x 200   (10 cajas de cartulina x 20 )
3532,tarugo,,,,,,otro,,,Tarugos PY 5 Caja x 7000 (35 Bolsitas x 200 unid.)
3533,tarugo,,,,,,otro,,,Tarugos PY 6 Caja x 5000 (25 Bolsitas x 200 unid.)
3536,tarugo,,,,,,otro,,,Tarugos PY 10 Caja x 1000 (20 Bolsitas x 50 unid.)
3537,tarugo,,,,,,otro,,,Tarugos PY 12 Caja x 500   (20 Bolsitas x 25 unid.)
8314,tarugo,,,,,,otro,,,Tarugos PY 5 MAXI - POTE x 2000
8315,tarugo,,,,,,otro,,,Tarugos PY 6 MAXI - POTE x 1000
8316,tarugo,,,,,,otro,,,Tarugos PY 8 MAXI - POTE x 500
8317,tarugo,,,,,,otro,,,Tarugos PY 10 MAXI - POTE x 250
3387,tarugo,,,,,,otro,,,Tarugos Hyperfix 10x85 mm
3388,tarugo,,,,,,otro,,,Tarugos Hyperfix 10x105 mm
3389,tarugo,,,,,,otro,,,Tarugos Hyperfix 10x125 mm
3487,tornillo,,,,,,otro,,,Tarugos Hyperfix con Tornillo Tirafondo  10x85 mm Caja x 200 (10 cajas de cartulina x 20+20 )
3488,tornillo,,,,,,otro,,,Tarugos Hyperfix con Tornillo Tirafondo  10x105 mm Caja x 200 (10 cajas de cartulina x 20+20 )
3489,tornillo,,,,,,otro,,,Tarugos Hyperfix con Tornillo Tirafondo  10x125 mm Caja x 100 (10 cajas de cartulina x 10+10 )
3201,tornillo,,,,,,otro,,,PROPER - Colector de Polvo para Taladro  en cajas de 25 unidades
3233,tarugo,,,,,,otro,,,Tarugos ESPYGA 5 Bolsa x 1000 unid.
3234,tarugo,,,,,,otro,,,Tarugos ESPYGA 6 Bolsa x 1000 unid.
3236,tarugo,,,,,,otro,,,Tarugos ESPYGA 10 Bolsa x 250 unid.
3237,tarugo,,,,,,otro,,,Tarugos ESPYGA 12 Bolsa x 100 unid.
3238,tarugo,,,,,,otro,,,Tarugos ESPYGA 14 Bolsa x 50 unid.
3240,tarugo,,,,,,otro,,,Tarugos ESPYGA 5 Caja x 2000 (10 cajas de cartulina x 200 )
3241,tarugo,,,,,,otro,,,Tarugos ESPYGA 6 Caja x 2000 (20 cajas de cartulina x 100 )
3242,tarugo,,,,,,otro,,,Tarugos ESPYGA 8 Caja x 1000 (20 cajas de cartulina x 50 )
3243,tarugo,,,,,,otro,,,Tarugos ESPYGA 10 Caja x 500   (20 cajas de cartulina x 25 )
3244,tarugo,,,,,,otro,,,Tarugos ESPYGA 12 Caja x 200   (10 cajas de cartulina x 20 )
3245,tarugo,,,,,,otro,,,Tarugos ESPYGA 14 Caja x 100   (10 cajas de cartulina x 10 )
3540,tarugo,,,,,,otro,,,Tarugos ESPYGA 5 Caja x 3000 (15 Bolsitas x 200 unid.)
3541,tarugo,,,,,,otro,,,Tarugos ESPYGA 6 Caja x 3000 (30 Bolsitas x 100 unid.)
3542,tarugo,,,,,,otro,,,Tarugos ESPYGA 8 Caja x 1500 (30 Bolsitas x 50 unid.)
3543,tarugo,,,,,,otro,,,Tarugos ESPYGA 10 Caja x 750   (30 Bolsitas x 25 unid.)
3544,tarugo,,,,,,otro,,,Tarugos ESPYGA 12 Caja x 600   (30 Bolsitas x 20 unid.)
3545,tarugo,,,,,,otro,,,Tarugos ESPYGA 14 Caja x 300   (30 Bolsitas x 10 unid.)
3328,tarugo,,,,,,otro,,,Tarugos PY 4  C/T Bolsa x 1000 unid.
3325,tarugo,,,,,,otro,,,Tarugos PY 5  C/T Bolsa x 1000 unid.
3321,tarugo,,,,,,otro,,,Tarugos PY 8  C/T Bolsa x 500 unid.
3322,tarugo,,,,,,otro,,,Tarugos PY 10 C/T Bolsa x 500 unid.
3323,tarugo,,,,,,otro,,,Tarugos PY 12 C/T Bolsa x 100 unid.
3438,tarugo,,,,,,otro,,,Tarugos PY 4  C/T Caja x 2000 (10 cajas de cartulina x 200 )
3439,tarugo,,,,,,otro,,,Tarugos PY 5  C/T Caja x 3000 (20 cajas de cartulina x 150 )
3440,tarugo,,,,,,otro,,,Tarugos PY 6  C/T Caja x 2000 (20 cajas de cartulina x 100 )
3441,tarugo,,,,,,otro,,,Tarugos PY 8  C/T Caja x 1000 (20 cajas de cartulina x 50 )
3442,tarugo,,,,,,otro,,,Tarugos PY 10 C/T Caja x 800   (20 cajas de cartulina x 40 )
3443,tarugo,,,,,,otro,,,Tarugos PY 12 C/T Caja x 250   (10 cajas de cartulina x 25 )
3550,tarugo,,,,,,otro,,,Tarugos PY 6  C/T Caja x 3000 (30 Bolsitas x 100 unid.)
3551,tarugo,,,,,,otro,,,Tarugos PY 8  C/T Caja x 1000 (20 Bolsitas x 50 unid.)
3131,tornillo,,,,,,otro,,,Tarugos PY 5  C/T C/CLAVO-TORNILLO Caja x 2000 (20 cajas de cartulina x 100+100 )
3132,tornillo,,,,,,otro,,,Tarugos PY 6  C/T C/CLAVO-TORNILLO Caja x 1000 (20 cajas de cartulina x 50+50 )
3133,tornillo,,,,,,otro,,,Tarugos PY 8  C/T C/CLAVO-TORNILLO Caja x 500 (20 cajas de cartulina x 25+25 )
3134,tornillo,,,,,,otro,,,Tarugos PY 10 C/T C/CLAVO-TORNILLO Caja x 400   (20 cajas de cartulina x 20+20)
3370,tarugo,,,,,,otro,,,Tarugos PY PLUS 6 x 40 mm Bolsa x 100 unidades
3371,tarugo,,,,,,otro,,,Tarugos PY PLUS 6 x 60 mm Bolsa x 100 unidades
3372,tarugo,,,,,,otro,,,Tarugos PY PLUS 6 x 80 mm Bolsa x 100 unidades
3374,tarugo,,,,,,otro,,,Tarugos PY PLUS 8 x 60 mm Bolsa x 100 unidades
3375,tarugo,,,,,,otro,,,Tarugos PY PLUS 8 x 80 mm Bolsa x 100 unidades
3376,tarugo,,,,,,otro,,,Tarugos PY PLUS 8 x 100 mm Bolsa x 100 unidades
3471,tornillo,,,,,,otro,,,Tarugos PY PLUS 6 x 60 mm C/ CLAVO-TORNILLO Caja x 250 (10 cajas de cartulina x 25 )
3472,tornillo,,,,,,otro,,,Tarugos PY PLUS 6 x 80 mm C/ CLAVO-TORNILLO Caja x 250 (10 cajas de cartulina x 25 )
3474,tornillo,,,,,,otro,,,Tarugos PY PLUS 8 x 60 mm C/ CLAVO-TORNILLO Caja x 250 (10 cajas de cartulina x 25 )
3385,tarugo,,,,,,otro,,,Tarugos PY Espyral para Placa de Yeso Bolsa de 250 unidades
3585,tarugo,,,,,,otro,,,Tarugos PY Espyral para Placa de Yeso Caja x 1500 (30 Bolsitas x 50 unid.)
3151,tornillo,,,,,,otro,,,Tarugos PY Espyral con TORNILLO p/ Placa de Yeso Caja x 500 (10 cajas de cartulina x 50 )
3161,tarugo,,,,,,otro,,,Tarugos PYCK 8 S-10 Bolsa x 250 unidades
3162,tarugo,,,,,,otro,,,Tarugos PYCK 8 M-20 Bolsa x 250 unidades
3163,tarugo,,,,,,otro,,,Tarugos PYCK 8 L-30 Bolsa x 250 unidades
3171,tornillo,,,,,,otro,,,Tarugos PYCK 8 S-10 CON TORNILLO Caja x 500 (10 cajas de cartulina x 50 )
3172,tornillo,,,,,,otro,,,Tarugos PYCK 8 M-20 CON TORNILLO Caja x 250 (10 cajas de cartulina x 25 )
3173,tornillo,,,,,,otro,,,Tarugos PYCK 8 L-30 CON TORNILLO Caja x 250 (10 cajas de cartulina x 25 )
3380,tarugo,,,,,,otro,,,Tarugos Colpy 6  Bolsa x 250 unidades
3381,tarugo,,,,,,otro,,,"Tarugos Colpy 8 ""corto"" Bolsa x 250 unidades"
3382,tarugo,,,,,,otro,,,"Tarugos Colpy 8 ""largo"" Bolsa x 250 unidades"
3383,tarugo,,,,,,otro,,,Tarugos Colpy 8 S Bolsa x 250 unidades
3386,tarugo,,,,,,otro,,,Tarugos Colpy 8 Cerrado Bolsa x 250 unidades
3280,tornillo,,,,,,otro,,,Tarugos Colpy 6 para paredes macizas con Clavo-Tornillo Caja x 250 (10 cajas de cartulina x 25 )
3281,tornillo,,,,,,otro,,,"Tarugos Colpy 8 ""corto"" para paredes macizas  con Clavo-Tornillo Caja x 250 (10 cajas de cartulina x 25 )"
3282,tornillo,,,,,,otro,,,"Tarugos Colpy 8 ""largo"" para paredes macizas  con Clavo-Tornillo Caja x 250 (10 cajas de cartulina x 25 )"
3286,tornillo,,,,,,otro,,,Tarugos Colpy 8 Cerrado para paredes macizas  con Clavo-Tornillo Caja x 250 (10 cajas de cartulina x 25 )
3283,tornillo,,,,,,otro,,,Tarugos Colpy 8 S para paredes huecas CON TORNILLOS Caja x 250 (10 cajas de cartulina x 25 )
3294,otro,,,,,,otro,,,Grampa CLAMPY 19-25 Bolsa x 25 unidades
3295,otro,,,,,,otro,,,Grampa CLAMPY 25-32 Bolsa x 25 unidades
3296,otro,,,,,,otro,,,Grampa CLAMPY 32-40 Bolsa x 25 unidades
3556,otro,,,,,,otro,,,Grampa CLAMPY 19-25 Bolsa x 25 unidades Anti UV
3557,otro,,,,,,otro,,,Grampa CLAMPY 25-32 Bolsa x 25 unidades Anti UV
3558,otro,,,,,,otro,,,Grampa CLAMPY 32-40 Bolsa x 25 unidades Anti UV
3844,tornillo,,,,,,otro,,,Tarugos Syntor FIT PY 8 Bolsa x 100 unidades
3831,tornillo,,,,,,otro,,,Tarugos Syntor Clavo PY 6 Bolsa x 100 unidades
3832,tornillo,,,,,,otro,,,Tarugos Syntor Clavo PY 8 Bolsa x 100 unidades
3837,tornillo,,,,,,otro,,,Tarugos Syntor Precinto PY 6 Bolsa x 100 unidades
3838,tornillo,,,,,,otro,,,Tarugos Syntor Precinto PY 8 Bolsa x 100 unidades
3839,tornillo,,,,,,otro,,,Tarugos Syntor Precinto PY 6 Bolsa x 100 unidades Negro Anti UV
3840,tornillo,,,,,,otro,,,Tarugos Syntor Precinto PY 8 Bolsa x 100 unidades Negro Anti UV
3841,tornillo,,,6,100,,imperial,NC,,Tarugos Syntor Gancho PY 6 Bolsa x 100 unidades
3842,tornillo,,,8,100,,imperial,NC,,Tarugos Syntor Gancho PY 8 Bolsa x 100 unidades
3847,tornillo,,1/2,1,100,,imperial,,,"Tarugos Syntor Grampa Ø 1/2""  PY 6 Bolsa x 100 unidades"
3848,tornillo,,1/2,1,100,,imperial,,,"Tarugos Syntor Grampa Ø 1/2""  PY 8 Bolsa x 100 unidades"
3849,tornillo,,5/8,5,100,,imperial,,,"Tarugos Syntor Grampa Ø 5/8""  PY 8 Bolsa x 100 unidades"
3850,tornillo,,3/4,3,100,,imperial,,,"Tarugos Syntor Grampa Ø 3/4""  PY 8 Bolsa x 100 unidades"
3855,tornillo,,1/2,1,100,,imperial,,,"Tarugos Syntor Grampa Ø 1/2""  PY 6 Bolsa x 100 unidades Anti UV"
3856,tornillo,,1/2,1,100,,imperial,,,"Tarugos Syntor Grampa Ø 1/2""  PY 8 Bolsa x 100 unidades Anti UV"
3857,tornillo,,5/8,5,100,,imperial,,,"Tarugos Syntor Grampa Ø 5/8""  PY 8 Bolsa x 100 unidades Anti UV"
3858,tornillo,,3/4,3,100,,imperial,,,"Tarugos Syntor Grampa Ø 3/4""  PY 8 Bolsa x 100 unidades Anti UV"
3111,tarugo,,,,,,otro,,,Tarugos PY 6 Univ. Bolsa de polietileno x 1000
3112,tarugo,,,,,,otro,,,Tarugos PY 8 Univ. Bolsa de polietileno x 500
3113,tarugo,,,,,,otro,,,Tarugos PY 10 Univ. Bolsa de polietileno x 250
3121,tarugo,,,,,,otro,,,Tarugos PY 6 Univ. Caja x 2000 (20 cajas de cartulina x 100 )
3122,tarugo,,,,,,otro,,,Tarugos PY 8 Univ. Caja x 1000 (20 cajas de cartulina x 50 )
3123,tarugo,,,,,,otro,,,Tarugos PY 10 Univ. Caja x 250   (10 cajas de cartulina x 25 )
3141,tarugo,,,,,,otro,,,Tarugos PY 6 Univ. Caja x 1000 (20 cajas de cartulina x 50 )
3142,tarugo,,,,,,otro,,,Tarugos PY 8 Univ. Caja x 500   (20 cajas de cartulina x 25 )
3143,tarugo,,,,,,otro,,,Tarugos PY 10 Univ. Caja x 200   (10 cajas de cartulina x 20 )
3330,tarugo,,,,,,otro,,,Tarugos PY 5 P/Pre. Bolsa de polietileno x 1000
3331,tarugo,,,,,,otro,,,Tarugos PY 6 P/Pre. Bolsa de polietileno x 1000
3332,tarugo,,,,,,otro,,,Tarugos PY 8 P/Pre. Bolsa de polietileno x 500
3334,tarugo,,,,,,otro,,,Tarugos PY 10 P/Pr. Bolsa de polietileno x 200
3333,tarugo,,,,,,otro,,,Tarugos PY 14 P/Pr. Bolsa de polietileno x 50
3450,tarugo,,,,,,otro,,,Tarugos PY 5 P/Pre. Caja x 2000 (20 cajas de cartulina x 100 )
3451,tarugo,,,,,,otro,,,Tarugos PY 6 P/Pre. Caja x 2000 (20 cajas de cartulina x 100 )
3452,tarugo,,,,,,otro,,,Tarugos PY 8 P/Pre. Caja x 1000 (20 cajas de cartulina x 50 )
3453,tarugo,,,,,,otro,,,Tarugos PY 10 P/Pr. Caja x 500   (20 cajas de cartulina x 25 )
4314,otro,,,,,,otro,,,"Precintos de Nylon 3,6 x 140 mm Bolsa X 100 unid."
4320,otro,,,,,,otro,,,"Precintos de Nylon 3,6 x 200 mm Bolsa X 100 unid."
4420,otro,,,,,4.8,otro,,,"Precintos de Nylon 4,8 x 200 mm Bolsa X 100 unid."
4430,otro,,,,,4.8,otro,,,"Precintos de Nylon 4,8 x 300 mm Bolsa X 100 unid."
4736,otro,,,,,,otro,,,"Precintos de Nylon 7,6 x 365 mm Bolsa X 100 unid."
6410,arandela,,,,,,otro,,,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades
4010,otro,,,9,100,,imperial,NC,,Abrazadera de Encastre Regulable 9-11 Bolsa x 100 unid.
4011,otro,,,11,100,,imperial,NC,,Abrazadera de Encastre Regulable 11-13 Bolsa x 100 unid.
4012,otro,,,13,100,,imperial,NC,,Abrazadera de Encastre Regulable 13-15 Bolsa x 100 unid.
4013,otro,,,15,100,,imperial,NC,,Abrazadera de Encastre Regulable 15-17 Bolsa x 100 unid.
4014,otro,,,17,100,,imperial,NC,,Abrazadera de Encastre Regulable 17-19 Bolsa x 100 unid.
4015,otro,,,19,100,,imperial,NC,,Abrazadera de Encastre Regulable 19-21 Bolsa x 100 unid.
4016,otro,,,21,100,,imperial,NC,,Abrazadera de Encastre Regulable 21-23 Bolsa x 100 unid.
4017,otro,,,23,100,,imperial,NC,,Abrazadera de Encastre Regulable 23-25 Bolsa x 100 unid.
4018,otro,,,25,100,,imperial,NC,,Abrazadera de Encastre Regulable 25-27 Bolsa x 100 unid.
4019,otro,,,27,100,,imperial,NC,,Abrazadera de Encastre Regulable 27-29 Bolsa x 100 unid.
4020,otro,,,29,100,,imperial,NC,,Abrazadera de Encastre Regulable 29-31 Bolsa x 100 unid.
4021,otro,,,31,100,,imperial,NC,,Abrazadera de Encastre Regulable 31-33 Bolsa x 100 unid.
4022,otro,,,33,100,,imperial,NC,,Abrazadera de Encastre Regulable 33-35 Bolsa x 100 unid.
4023,otro,,,35,100,,imperial,NC,,Abrazadera de Encastre Regulable 35-38 Bolsa x 100 unid.
4024,otro,,,38,50,,imperial,NC,,Abrazadera de Encastre Regulable 38-41 Bolsa x 50 unid.
4025,otro,,,41,50,,imperial,NC,,Abrazadera de Encastre Regulable 41-44 Bolsa x 50 unid.
4026,otro,,,44,50,,imperial,NC,,Abrazadera de Encastre Regulable 44-47 Bolsa x 50 unid.
4027,otro,,,47,50,,imperial,NC,,Abrazadera de Encastre Regulable 47-50 Bolsa x 50 unid.
4028,otro,,,50,50,,imperial,NC,,Abrazadera de Encastre Regulable 50-54 Bolsa x 50 unid.
4029,otro,,,54,50,,imperial,NC,,Abrazadera de Encastre Regulable 54-58 Bolsa x 50 unid.
4030,otro,,,58,50,,imperial,NC,,Abrazadera de Encastre Regulable 58-62 Bolsa x 50 unid.
4031,otro,,,62,50,,imperial,NC,,Abrazadera de Encastre Regulable 62-66 Bolsa x 50 unid.
4032,otro,,,,,,otro,,,Pinza Profesional para cierre y apertura
3931,tornillo,,,,,,otro,,,Tarugos PY 5 con Tornillos Caja x 1000 (10 Bolsitas x 100+100 unid.)
3932,tornillo,,,,,,otro,,,Tarugos PY 6 con Tornillos Caja x 1000 (10 Bolsitas x 100+100 unid.)
3934,tornillo,,,,,,otro,,,Tarugos PY 8 con Tornillos Caja x 500 (10 Bolsitas x 50+50 unid.)
3935,tornillo,,,,,,otro,,,Tarugos PY 10 con Tornillos Caja x 250 (10 Bolsitas x 25+25 unid.)
3940,tornillo,,,,,,otro,,,Tarugos ESPYGA 5 con Tornillos Caja x 1000 (10 Bolsitas x 100+100 unid.)
3941,tornillo,,,,,,otro,,,Tarugos ESPYGA 6 con Tornillos Caja x 1000 (10 Bolsitas x 100+100 unid.)
3942,tornillo,,,,,,otro,,,Tarugos ESPYGA 8 con Tornillos Caja x 500 (10 Bolsitas x 50+50 unid.)
3943,tornillo,,,,,,otro,,,Tarugos ESPYGA 10 con Tornillos Caja x 250 (10 Bolsitas x 25+25 unid.)
3950,tornillo,,,,,,otro,,,Tarugos PY 6  C/T con Tornillos Caja x 1000 (10 Bolsitas x 100+100 unid.)
3951,tornillo,,,,,,otro,,,Tarugos PY 8  C/T con Tornillos Caja x 500 (10 Bolsitas x 50+50 unid.)
3960,tornillo,,,,,,otro,,,Tarugos PY Espyral con Tornillos Caja x 500 (10 Bolsitas x 50+50 unid.)
3961,tornillo,,,,,,otro,,,Tarugos PYCK 8 S-10 con Tornillos Caja x 500 (10 Bolsitas x 50+50 unid.)
7031,tornillo,,,,,,otro,,,"Caja con 6 APYLABLES de 4 Módulos con Tornillos  (75 Tarugos PY 5,  50 Tarugos PY 6,  25 Tarugos PY 8,  15 Tarugos PY 10)"
7032,tornillo,,,,,,otro,,,"Caja con 6 APYLABLES de 4 Módulos con Tornillos (30 Tarugos PY 5 + Tornillos, 20 Tarugos PY 6 + Tornillos, 12 Tarugos PY 8 + Tornillos, 10 Tarugos PY 10 + Tornillos)"
7036,tornillo,,,,,,otro,,,"Caja con 6 APYLABLES de 4 Módulos con Tornillos (50 Tarugos ESPYGA 5, 30 Tarugos ESPYGA 6, 20 Tarugos ESPYGA 8, 10 Tarugos ESPYGA 10)"
7034,tornillo,,,,,,otro,,,"Caja con 6 APYLABLES de 3 Módulos (10 Tarugos Espyga PY 8 + Tornillos, 5 Tarugos Espyga PY 10 + Tornillos, 10 Espyral + Tornillos)"
7033,tornillo,,,,,,otro,,,"Caja con 6 APYLABLES de 3 Módulos (20 Tarugos PY 6 U + Tornillos, 10 Tarugos PY 8 U + Tornillos, 10 Espyral + Tornillos)"
7035,otro,,,,,75,otro,,,"Caja con 6 APYLABLES de 3 Módulos (75 Grampyta PY 8, 50 Grampyta PY 6 Coaxil, 50 Grampyta PY 8 Coaxil)"
3100,otro,,,,,,otro,,,Envase EXPENDEDOR Transparente Nº 1  Contiene: 1000 PY 5 - 1000 PY 6 - 500 PY 8
3101,otro,,,,,,otro,,,Envase EXPENDEDOR Transparente Nº 2  Contiene: 1000 PY 6 - 500 PY 8 - 250 PY 10
6427,tarugo,,,,,,otro,,,Tarugos en POTES TRANSPARENTES PY 4 Caja x 3000 (12 Potes Transp. X 250)
6428,tarugo,,,,,,otro,,,Tarugos en POTES TRANSPARENTES PY 5 Caja x 3600 (18 Potes Transp. X 200)
6429,tarugo,,,,,,otro,,,Tarugos en POTES TRANSPARENTES PY 6 Caja x 1800 (18 Potes Transp. X 100)
6430,tarugo,,,,,,otro,,,Tarugos en POTES TRANSPARENTES PY 8 Caja x 900   (18 Potes Transp. X 50)
6431,tarugo,,,,,,otro,,,Tarugos en POTES TRANSPARENTES PY 10 Caja x 450   (18 Potes Transp. X 25)
6300,tornillo,,,,,,otro,,,Tarugos en POTES TRANSPARENTE PY 4 c/Tornillo Caja x 1200 (12 Potes Transp. X 100)
6301,tornillo,,,,,,otro,,,Tarugos en POTES TRANSPARENTE PY 5 c/Tornillo Caja x 1800 (18 Potes Transp. X 100)
6302,tornillo,,,,,,otro,,,Tarugos en POTES TRANSPARENTE PY 6 c/Tornillo Caja x 1350 (18 Potes Transp. X 75)
6303,tornillo,,,,,,otro,,,Tarugos en POTES TRANSPARENTE PY 8 c/Tornillo Caja x 720   (18 Potes Transp. X 40)
6040,tornillo,,,,,,otro,,,Tarugos en POTES TRANSPARENTE ESPYGA 5 c/Tornillo Caja x 540 (18 Potes Transp. X 30)
6041,tornillo,,,,,,otro,,,Tarugos en POTES TRANSPARENTE ESPYGA 6 c/Tornillo Caja x 450 (18 Potes Transp. X 25)
6042,tornillo,,,,,,otro,,,Tarugos en POTES TRANSPARENTE ESPYGA 8 c/Tornillo Caja x 450 (18 Potes Transp. X 25)
6043,tornillo,,,,,,otro,,,Tarugos en POTES TRANSPARENTE ESPYGA 10 c/Tornillo Caja x 270 (18 Potes Transp. X 15)
6439,tarugo,,,,,,otro,,,Tarugos en POTES TRANSPARENTE PY 5  C/T Caja x 2700 (18 Potes Transp. X 150)
6440,tarugo,,,,,,otro,,,Tarugos en POTES TRANSPARENTE PY 6  C/T Caja x 1800 (18 Potes Transp. X 100)
6441,tarugo,,,,,,otro,,,Tarugos en POTES TRANSPARENTE PY 8  C/T Caja x 900   (18 Potes Transp. X 50)
6442,tarugo,,,,,,otro,,,Tarugos en POTES TRANSPARENTE PY 10 C/T Caja x 450   (18 Potes Transp. X 25)
6450,tarugo,,,,,,otro,,,Tarugos en POTES TRANSPARENTE PY 5 P/PRECINTOS  Caja x 450 (18 Potes Transp. X 25)
6451,tarugo,,,,,,otro,,,Tarugos en POTES TRANSPARENTE PY 6 P/PRECINTOS  Caja x 450 (18 Potes Transp. X 25)
6452,tarugo,,,,,,otro,,,Tarugos en POTES TRANSPARENTE PY 8 P/PRECINTOS  Caja x 450 (18 Potes Transp. X 25)
6141,tornillo,,,,,,otro,,,Tarugos en POTES TRANSPARENTE PY 6 Universal con Tornillo Caja x 900 (18 Potes Transp. X 50)
6142,tornillo,,,,,,otro,,,Tarugos en POTES TRANSPARENTE PY 8 Universal con Tornillo Caja x 450 (18 Potes Transp. X 25)
6143,tornillo,,,,,,otro,,,Tarugos en POTES TRANSPARENTE PY 10 Universal con Tornillo Caja x 270 (18 Potes Transp. X 15)
3805,tornillo,,,,,,otro,,,Tarugos en POTES TRANSPARENTE PY  Espyral con Tornillo Caja x 240 (12 Potes Transp. X 20)
678,otro,,,5,750,,imperial,NC,,Grampyta PY 5  Bolsa x 750 (15 bolsitas x 50 unid) BLANCA
680,otro,,,8,750,,imperial,NC,,Grampyta PY 8  Bolsa x 750 (15 bolsitas x 50 unid) BLANCA
682,otro,,,10,750,,imperial,NC,,Grampyta PY 10 Bolsa x 750 (15 bolsitas x 50 unid) BLANCA
684,otro,,,6,750,,imperial,NC,,Grampyta Coaxil PY6 Bolsa x 750 (15 bolsitas x 50 unid) BLANCA
686,otro,,,8,750,,imperial,NC,,Grampyta Coaxil PY8 Bolsa x 750 (15 bolsitas x 50 unid) BLANCA
688,otro,,,10,300,,imperial,NC,,Grampyta PY Ø 10 Bolsa x 300 (15 bolsitas x 20 unid) BLANCA
679,otro,,,,,,otro,,,Grampyta PY 5  Bolsa x 750 (15 bolsitas x 50 unid) GRIS
681,otro,,,,,,otro,,,Grampyta PY 8  Bolsa x 750 (15 bolsitas x 50 unid) GRIS
