codigo,tipo,forma,diametro,paso,largo,grado,sistema,sistema_rosca,acabado,descripcion
BHG5MA20045D,bulón,hexagonal,M20,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-2,5-45 DICRO"
BHG5MA20050D,bulón,hexagonal,M20,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-2,5-50 DICRO"
BHG5MA20055D,bulón,hexagonal,M20,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-2,5-55 DICRO"
BHG5MA20060D,bulón,hexagonal,M20,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-2,5-60 DICRO"
BHG5MA20065D,bulón,hexagonal,M20,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-2,5-65 DICRO"
BHG5MA20070D,bulón,hexagonal,M20,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-2,5-70 DICRO"
BHG5MA20075D,bulón,hexagonal,M20,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-2,5-75 DICRO"
BHG5MA20080D,bulón,hexagonal,M20,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-2,5-80 DICRO"
BHG5MA20085D,bulón,hexagonal,M20,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-2,5-85 DICRO"
BHG5MA20090D,bulón,hexagonal,M20,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-2,5-90 DICRO"
BHG5MA20100D,bulón,hexagonal,M20,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-2,5-100 DICRO"
BHG5MA20110D,bulón,hexagonal,M20,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-2,5-110 DICRO"
BHG5MA20120D,bulón,hexagonal,M20,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-2,5-120 DICRO"
BHG5MA20130D,bulón,hexagonal,M20,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-2,5-130 DICRO"
BHG5MA20140D,bulón,hexagonal,M20,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-2,5-140 DICRO"
BHG5MA20150D,bulón,hexagonal,M20,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-2,5-150 DICRO"
BHG5MA20160D,bulón,hexagonal,M20,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-2,5-160 DICRO"
BHG5MA20170D,bulón,hexagonal,M20,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-2,5-170 DICRO"
BHG5MA20180D,bulón,hexagonal,M20,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-2,5-180 DICRO"
BHG5MA20190D,bulón,hexagonal,M20,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-2,5-190 DICRO"
BHG5MA20200D,bulón,hexagonal,M20,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-2,5-200 DICRO"
BHG5MA22070D,bulón,hexagonal,M22,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M22-2,5-70 DICRO"
BHG5MA22080D,bulón,hexagonal,M22,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M22-2,5-80 DICRO"
BHG5MA22090D,bulón,hexagonal,M22,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M22-2,5-90 DICRO"
BHG5MA22100D,bulón,hexagonal,M22,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M22-2,5-100 DICRO"
BHG5MA22110D,bulón,hexagonal,M22,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M22-2,5-110 DICRO"
BHG5MA22120D,bulón,hexagonal,M22,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M22-2,5-120 DICRO"
BHG5MA22130D,bulón,hexagonal,M22,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M22-2,5-130 DICRO"
BHG5MA22140D,bulón,hexagonal,M22,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M22-2,5-140 DICRO"
BHG5MA22150D,bulón,hexagonal,M22,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M22-2,5-150 DICRO"
BHG5MA22160D,bulón,hexagonal,M22,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M22-2,5-160 DICRO"
BHG5MA22170D,bulón,hexagonal,M22,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M22-2,5-170 DICRO"
BHG5MA22180D,bulón,hexagonal,M22,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M22-2,5-180 DICRO"
BHG5MA22190D,bulón,hexagonal,M22,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M22-2,5-190 DICRO"
BHG5MA22200D,bulón,hexagonal,M22,2.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M22-2,5-200 DICRO"
BHG5MA24050D,bulón,hexagonal,M24,3,,8.8,métrico,,dicro,BULON HEXAGONAL (8.8) M24-3-50 DICRO
BHG5MA24055D,bulón,hexagonal,M24,3,,8.8,métrico,,dicro,BULON HEXAGONAL (8.8) M24-3-55 DICRO
BHG5MA24060D,bulón,hexagonal,M24,3,,8.8,métrico,,dicro,BULON HEXAGONAL (8.8) M24-3-60 DICRO
BHG5MA24065D,bulón,hexagonal,M24,3,,8.8,métrico,,dicro,BULON HEXAGONAL (8.8) M24-3-65 DICRO
BHG5MA24070D,bulón,hexagonal,M24,3,,8.8,métrico,,dicro,BULON HEXAGONAL (8.8) M24-3-70 DICRO
BHG5MA24075D,bulón,hexagonal,M24,3,,8.8,métrico,,dicro,BULON HEXAGONAL (8.8) M24-3-75 DICRO
BHG5MA24080D,bulón,hexagonal,M24,3,,8.8,métrico,,dicro,BULON HEXAGONAL (8.8) M24-3-80 DICRO
BHG5MA24090D,bulón,hexagonal,M24,3,,8.8,métrico,,dicro,BULON HEXAGONAL (8.8) M24-3-90 DICRO
BHG5MA24100D,bulón,hexagonal,M24,3,,8.8,métrico,,dicro,BULON HEXAGONAL (8.8) M24-3-100 DICRO
BHG5MA24110D,bulón,hexagonal,M24,3,,8.8,métrico,,dicro,BULON HEXAGONAL (8.8) M24-3-110 DICRO
BHG5MA24120D,bulón,hexagonal,M24,3,,8.8,métrico,,dicro,BULON HEXAGONAL (8.8) M24-3-120 DICRO
BHG5MA24130D,bulón,hexagonal,M24,3,,8.8,métrico,,dicro,BULON HEXAGONAL (8.8) M24-3-130 DICRO
BHG5MA24140D,bulón,hexagonal,M24,3,,8.8,métrico,,dicro,BULON HEXAGONAL (8.8) M24-3-140 DICRO
BHG5MA24150D,bulón,hexagonal,M24,3,,8.8,métrico,,dicro,BULON HEXAGONAL (8.8) M24-3-150 DICRO
BHG5MA24160D,bulón,hexagonal,M24,3,,8.8,métrico,,dicro,BULON HEXAGONAL (8.8) M24-3-160 DICRO
BHG5MA24170D,bulón,hexagonal,M24,3,,8.8,métrico,,dicro,BULON HEXAGONAL (8.8) M24-3-170 DICRO
BHG5MA24180D,bulón,hexagonal,M24,3,,8.8,métrico,,dicro,BULON HEXAGONAL (8.8) M24-3-180 DICRO
BHG5MA24190D,bulón,hexagonal,M24,3,,8.8,métrico,,dicro,BULON HEXAGONAL (8.8) M24-3-190 DICRO
BHG5MA24200D,bulón,hexagonal,M24,3,,8.8,métrico,,dicro,BULON HEXAGONAL (8.8) M24-3-200 DICRO
BHG5MB10020D,bulón,hexagonal,M10,1.25,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M10-1,25-20 DICRO"
BHG5MB10025D,bulón,hexagonal,M10,1.25,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M10-1,25-25 DICRO"
BHG5MB10030D,bulón,hexagonal,M10,1.25,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M10-1,25-30 DICRO"
BHG5MB10035D,bulón,hexagonal,M10,1.25,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M10-1,25-35 DICRO"
BHG5MB10040D,bulón,hexagonal,M10,1.25,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M10-1,25-40 DICRO"
BHG5MB10045D,bulón,hexagonal,M10,1.25,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M10-1,25-45 DICRO"
BHG5MB10050D,bulón,hexagonal,M10,1.25,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M10-1,25-50 DICRO"
BHG5MB10055D,bulón,hexagonal,M10,1.25,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M10-1,25-55 DICRO"
BHG5MB10060D,bulón,hexagonal,M10,1.25,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M10-1,25-60 DICRO"
BHG5MB10070D,bulón,hexagonal,M10,1.25,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M10-1,25-70 DICRO"
BHG5MB10080D,bulón,hexagonal,M10,1.25,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M10-1,25-80 DICRO"
BHG5MB10090D,bulón,hexagonal,M10,1.25,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M10-1,25-90 DICRO"
BHG5MB10100D,bulón,hexagonal,M10,1.25,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M10-1,25-100 DICRO"
BHG5MB10105D,bulón,hexagonal,M10,1.25,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M10-1,25-105 DICRO"
BHG5MB10110D,bulón,hexagonal,M10,1.25,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M10-1,25-110 DICRO"
BHG5MB10120D,bulón,hexagonal,M10,1.25,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M10-1,25-120 DICRO"
BHG5MB12020D,bulón,hexagonal,M12,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M12-1,5-20 DICRO"
BHG5MB12025D,bulón,hexagonal,M12,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M12-1,5-25 DICRO"
BHG5MB12030D,bulón,hexagonal,M12,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M12-1,5-30 DICRO"
BHG5MB12035D,bulón,hexagonal,M12,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M12-1,5-35 DICRO"
BHG5MB12040D,bulón,hexagonal,M12,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M12-1,5-40 DICRO"
BHG5MB12045D,bulón,hexagonal,M12,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M12-1,5-45 DICRO"
BHG5MB12050D,bulón,hexagonal,M12,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M12-1,5-50 DICRO"
BHG5MB12055D,bulón,hexagonal,M12,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M12-1,5-55 DICRO"
BHG5MB12060D,bulón,hexagonal,M12,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M12-1,5-60 DICRO"
BHG5MB12065D,bulón,hexagonal,M12,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M12-1,5-65 DICRO"
BHG5MB12070D,bulón,hexagonal,M12,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M12-1,5-70 DICRO"
BHG5MB12075D,bulón,hexagonal,M12,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M12-1,5-75 DICRO"
BHG5MB12080D,bulón,hexagonal,M12,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M12-1,5-80 DICRO"
BHG5MB12090D,bulón,hexagonal,M12,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M12-1,5-90 DICRO"
BHG5MB12100D,bulón,hexagonal,M12,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M12-1,5-100 DICRO"
BHG5MB12110D,bulón,hexagonal,M12,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M12-1,5-110 DICRO"
BHG5MB12120D,bulón,hexagonal,M12,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M12-1,5-120 DICRO"
BHG5MB12130D,bulón,hexagonal,M12,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M12-1,5-130 DICRO"
BHG5MB12140D,bulón,hexagonal,M12,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M12-1,5-140 DICRO"
BHG5MB12150D,bulón,hexagonal,M12,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M12-1,5-150 DICRO"
BHG5MB12085D,bulón,hexagonal,M12,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M12-1,5-85 DICRO"
BHG5MB12095D,bulón,hexagonal,M12,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M12-1,5-95 DICRO"
BHG5MB14025D,bulón,hexagonal,M14,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M14-1,5-25 DICRO"
BHG5MB14030D,bulón,hexagonal,M14,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M14-1,5-30 DICRO"
BHG5MB14035D,bulón,hexagonal,M14,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M14-1,5-35 DICRO"
BHG5MB14040D,bulón,hexagonal,M14,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M14-1,5-40 DICRO"
BHG5MB14045D,bulón,hexagonal,M14,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M14-1,5-45 DICRO"
BHG5MB14050D,bulón,hexagonal,M14,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M14-1,5-50 DICRO"
BHG5MB14055D,bulón,hexagonal,M14,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M14-1,5-55 DICRO"
BHG5MB14060D,bulón,hexagonal,M14,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M14-1,5-60 DICRO"
BHG5MB14065D,bulón,hexagonal,M14,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M14-1,5-65 DICRO"
BHG5MB14070D,bulón,hexagonal,M14,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M14-1,5-70 DICRO"
BHG5MB14075D,bulón,hexagonal,M14,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M14-1,5-75 DICRO"
BHG5MB14080D,bulón,hexagonal,M14,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M14-1,5-80 DICRO"
BHG5MB14085D,bulón,hexagonal,M14,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M14-1,5-85 DICRO"
BHG5MB14090D,bulón,hexagonal,M14,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M14-1,5-90 DICRO"
BHG5MB14095D,bulón,hexagonal,M14,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M14-1,5-95 DICRO"
BHG5MB14100D,bulón,hexagonal,M14,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M14-1,5-100 DICRO"
BHG5MB14110D,bulón,hexagonal,M14,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M14-1,5-110 DICRO"
BHG5MB14120D,bulón,hexagonal,M14,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M14-1,5-120 DICRO"
BHG5MB14130D,bulón,hexagonal,M14,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M14-1,5-130 DICRO"
BHG5MB14140D,bulón,hexagonal,M14,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M14-1,5-140 DICRO"
BHG5MB14150D,bulón,hexagonal,M14,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M14-1,5-150 DICRO"
BHG5MB16025D,bulón,hexagonal,M16,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M16-1,5-25 DICRO"
BHG5MB16030D,bulón,hexagonal,M16,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M16-1,5-30 DICRO"
BHG5MB16035D,bulón,hexagonal,M16,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M16-1,5-35 DICRO"
BHG5MB16040D,bulón,hexagonal,M16,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M16-1,5-40 DICRO"
BHG5MB16045D,bulón,hexagonal,M16,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M16-1,5-45 DICRO"
BHG5MB16050D,bulón,hexagonal,M16,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M16-1,5-50 DICRO"
BHG5MB16055D,bulón,hexagonal,M16,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M16-1,5-55 DICRO"
BHG5MB16060D,bulón,hexagonal,M16,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M16-1,5-60 DICRO"
BHG5MB16065D,bulón,hexagonal,M16,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M16-1,5-65 DICRO"
BHG5MB16070D,bulón,hexagonal,M16,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M16-1,5-70 DICRO"
BHG5MB16075D,bulón,hexagonal,M16,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M16-1,5-75 DICRO"
BHG5MB16080D,bulón,hexagonal,M16,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M16-1,5-80 DICRO"
BHG5MB16085D,bulón,hexagonal,M16,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M16-1,5-85 DICRO"
BHG5MB16090D,bulón,hexagonal,M16,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M16-1,5-90 DICRO"
BHG5MB16100D,bulón,hexagonal,M16,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M16-1,5-100 DICRO"
BHG5MB16105D,bulón,hexagonal,M16,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M16-1,5-105 DICRO"
BHG5MB16110D,bulón,hexagonal,M16,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M16-1,5-110 DICRO"
BHG5MB16120D,bulón,hexagonal,M16,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M16-1,5-120 DICRO"
BHG5MB16130D,bulón,hexagonal,M16,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M16-1,5-130 DICRO"
BHG5MB16140D,bulón,hexagonal,M16,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M16-1,5-140 DICRO"
BHG5MB16150D,bulón,hexagonal,M16,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M16-1,5-150 DICRO"
BHG5MB18025D,bulón,hexagonal,M18,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M18-1,5-25 DICRO"
BHG5MB18030D,bulón,hexagonal,M18,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M18-1,5-30 DICRO"
BHG5MB18035D,bulón,hexagonal,M18,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M18-1,5-35 DICRO"
BHG5MB18040D,bulón,hexagonal,M18,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M18-1,5-40 DICRO"
BHG5MB18045D,bulón,hexagonal,M18,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M18-1,5-45 DICRO"
BHG5MB18050D,bulón,hexagonal,M18,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M18-1,5-50 DICRO"
BHG5MB18055D,bulón,hexagonal,M18,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M18-1,5-55 DICRO"
BHG5MB18060D,bulón,hexagonal,M18,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M18-1,5-60 DICRO"
BHG5MB18065D,bulón,hexagonal,M18,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M18-1,5-65 DICRO"
BHG5MB18070D,bulón,hexagonal,M18,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M18-1,5-70 DICRO"
BHG5MB18075D,bulón,hexagonal,M18,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M18-1,5-75 DICRO"
BHG5MB18080D,bulón,hexagonal,M18,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M18-1,5-80 DICRO"
BHG5MB18090D,bulón,hexagonal,M18,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M18-1,5-90 DICRO"
BHG5MB18100D,bulón,hexagonal,M18,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M18-1,5-100 DICRO"
BHG5MB18110D,bulón,hexagonal,M18,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M18-1,5-110 DICRO"
BHG5MB18120D,bulón,hexagonal,M18,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M18-1,5-120 DICRO"
BHG5MB18130D,bulón,hexagonal,M18,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M18-1,5-130 DICRO"
BHG5MB18140D,bulón,hexagonal,M18,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M18-1,5-140 DICRO"
BHG5MB18150D,bulón,hexagonal,M18,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M18-1,5-150 DICRO"
BHG5MB20030D,bulón,hexagonal,M20,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-1,5-30 DICRO"
BHG5MB20035D,bulón,hexagonal,M20,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-1,5-35 DICRO"
BHG5MB20040D,bulón,hexagonal,M20,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-1,5-40 DICRO"
BHG5MB20045D,bulón,hexagonal,M20,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-1,5-45 DICRO"
BHG5MB20050D,bulón,hexagonal,M20,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-1,5-50 DICRO"
BHG5MB20055D,bulón,hexagonal,M20,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-1,5-55 DICRO"
BHG5MB20060D,bulón,hexagonal,M20,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-1,5-60 DICRO"
BHG5MB20065D,bulón,hexagonal,M20,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-1,5-65 DICRO"
BHG5MB20070D,bulón,hexagonal,M20,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-1,5-70 DICRO"
BHG5MB20075D,bulón,hexagonal,M20,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-1,5-75 DICRO"
BHG5MB20080D,bulón,hexagonal,M20,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-1,5-80 DICRO"
BHG5MB20090D,bulón,hexagonal,M20,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-1,5-90 DICRO"
BHG5MB20100D,bulón,hexagonal,M20,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-1,5-100 DICRO"
BHG5MB20110D,bulón,hexagonal,M20,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-1,5-110 DICRO"
BHG5MB20120D,bulón,hexagonal,M20,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-1,5-120 DICRO"
BHG5MB20130D,bulón,hexagonal,M20,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-1,5-130 DICRO"
BHG5MB20140D,bulón,hexagonal,M20,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-1,5-140 DICRO"
BHG5MB20150D,bulón,hexagonal,M20,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M20-1,5-150 DICRO"
BHG5MB22050D,bulón,hexagonal,M22,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M22-1,5-50 DICRO"
BHG5MB22055D,bulón,hexagonal,M22,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M22-1,5-55 DICRO"
BHG5MB22060D,bulón,hexagonal,M22,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M22-1,5-60 DICRO"
BHG5MB22065D,bulón,hexagonal,M22,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M22-1,5-65 DICRO"
BHG5MB22070D,bulón,hexagonal,M22,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M22-1,5-70 DICRO"
BHG5MB22080D,bulón,hexagonal,M22,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M22-1,5-80 DICRO"
BHG5MB22090D,bulón,hexagonal,M22,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M22-1,5-90 DICRO"
BHG5MB22100D,bulón,hexagonal,M22,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M22-1,5-100 DICRO"
BHG5MB22110D,bulón,hexagonal,M22,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M22-1,5-110 DICRO"
BHG5MB22120D,bulón,hexagonal,M22,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M22-1,5-120 DICRO"
BHG5MB22130D,bulón,hexagonal,M22,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M22-1,5-130 DICRO"
BHG5MB22140D,bulón,hexagonal,M22,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M22-1,5-140 DICRO"
BHG5MB22150D,bulón,hexagonal,M22,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M22-1,5-150 DICRO"
BHG5MB22160D,bulón,hexagonal,M22,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M22-1,5-160 DICRO"
BHG5MB22170D,bulón,hexagonal,M22,1.5,,8.8,métrico,,dicro,"BULON HEXAGONAL (8.8) M22-1,5-170 DICRO"
BHG5MB24050D,bulón,hexagonal,M24,2,,8.8,métrico,,dicro,BULON HEXAGONAL (8.8) M24-2-50 DICRO
BHG5MB24055D,bulón,hexagonal,M24,2,,8.8,métrico,,dicro,BULON HEXAGONAL (8.8) M24-2-55 DICRO
BHG5MB24060D,bulón,hexagonal,M24,2,,8.8,métrico,,dicro,BULON HEXAGONAL (8.8) M24-2-60 DICRO
BHG5MB24065D,bulón,hexagonal,M24,2,,8.8,métrico,,dicro,BULON HEXAGONAL (8.8) M24-2-65 DICRO
BHG5MB24070D,bulón,hexagonal,M24,2,,8.8,métrico,,dicro,BULON HEXAGONAL (8.8) M24-2-70 DICRO
BHG5MB24080D,bulón,hexagonal,M24,2,,8.8,métrico,,dicro,BULON HEXAGONAL (8.8) M24-2-80 DICRO
BHG5MB24100D,bulón,hexagonal,M24,2,,8.8,métrico,,dicro,BULON HEXAGONAL (8.8) M24-2-100 DICRO
