codigo,tipo,forma,diametro,paso,largo,grado,sistema,sistema_rosca,acabado,precio_unitario,proveedor,descripcion
HEX-00--1--316--134--RT--1--1,bulón,hexagonal,3/16,,1 3/4,G2,imperial,UNC,zinc,40.8544,borroni,BU HEX G2 UNC - 3/16  x 1 3/4 RT ZA
HEX-00--1--316--200--RT--1--1,bulón,hexagonal,3/16,,2,G2,imperial,UNC,zinc,46.42,borroni,BU HEX G2 UNC - 3/16  x 2 RT ZA
HEX-00--1--316--304--RT--1--1,bulón,hexagonal,3/16,,3/4,G2,imperial,UNC,zinc,23.2549,borroni,BU HEX G2 UNC - 3/16  x 3/4 RT ZA
HEX-00--1--316--508--RT--1--1,bulón,hexagonal,3/16,,5/8,G2,imperial,UNC,zinc,21.8405,borroni,BU HEX G2 UNC - 3/16  x 5/8 RT ZA
HEX-00--1--316--708--RT--1--1,bulón,hexagonal,3/16,,7/8,G2,imperial,UNC,zinc,26.0002,borroni,BU HEX G2 UNC - 3/16  x 7/8 RT ZA
HEX-00--1--508--112--RT--2--2,bulón,hexagonal,5/8,,1 1/2,,imperial,,,1168.921,borroni,BU HEX - A/325 - 5/8 x 1 1/2 RT ZD
HEX-00--1--508--134--RT--2--2,bulón,hexagonal,5/8,,1 3/4,,imperial,,,1290.526,borroni,BU HEX - A/325 - 5/8 x 1 3/4 RT ZD
HEX-00--1--508--200--RT--2--2,bulón,hexagonal,5/8,,2,,imperial,,,1406.6173,borroni,BU HEX - A/325 - 5/8 x 2 RT ZD
HEX-00--1--508--212--RP--2--2,bulón,hexagonal,5/8,,2 1/2,,imperial,,,1643.8197,borroni,BU HEX - A/325 - 5/8 x 2 1/2 RP ZD
HEX-00--1--508--214--RP--2--2,bulón,hexagonal,5/8,,2 1/4,,imperial,,,1540.3074,borroni,BU HEX - A/325 - 5/8 x 2 1/4 RP ZD
HEX-00--1--508--234--RP--2--2,bulón,hexagonal,5/8,,2 3/4,,imperial,,,1765.4415,borroni,BU HEX - A/325 - 5/8 x 2 3/4 RP ZD
HEX-00--1--508--300--RP--2--2,bulón,hexagonal,5/8,,3,,imperial,,,1887.5604,borroni,BU HEX - A/325 - 5/8 x 3 RP ZD
HEX-00--1--508--312--RP--2--2,bulón,hexagonal,5/8,,3 1/2,,imperial,,,2124.76,borroni,BU HEX - A/325 - 5/8 x 3 1/2 RP ZD
HEX-00--1--708--200--RT--2--2,bulón,hexagonal,7/8,,2,,imperial,,,3117.2827,borroni,BU HEX - A/325 - 7/8 x 2 RT ZD
HEX-00--1--708--212--RP--2--2,bulón,hexagonal,7/8,,2 1/2,,imperial,,,3580.1364,borroni,BU HEX - A/325 - 7/8 x 2 1/2 RP ZD
HEX-00--1--708--214--RP--2--2,bulón,hexagonal,7/8,,2 1/4,,imperial,,,3336.4002,borroni,BU HEX - A/325 - 7/8 x 2 1/4 RP ZD
HEX-00--1--708--234--RP--2--2,bulón,hexagonal,7/8,,2 3/4,,imperial,,,3823.877,borroni,BU HEX - A/325 - 7/8 x 2 3/4 RP ZD
HEX-00--1--708--300--RP--2--2,bulón,hexagonal,7/8,,3,,imperial,,,4054.519,borroni,BU HEX - A/325 - 7/8 x 3 RP ZD
HEX-00--1--708--312--RP--2--2,bulón,hexagonal,7/8,,3 1/2,,imperial,,,4505.3148,borroni,BU HEX - A/325 - 7/8 x 3 1/2 RP ZD
HEX-00--1--708--400--RP--2--2,bulón,hexagonal,7/8,,4,,imperial,,,5004.3367,borroni,BU HEX - A/325 - 7/8 x 4 RP ZD
HEX-00--1--708--412--RP--2--2,bulón,hexagonal,7/8,,4 1/2,,imperial,,,5430.4868,borroni,BU HEX - A/325 - 7/8 x 4 1/2 RP ZD
HEX-00--1--708--500--RP--2--2,bulón,hexagonal,7/8,,5,,imperial,,,5917.459,borroni,BU HEX - A/325 - 7/8 x 5 RP ZD
HEX-G2--1--100--200--RT--1--2,bulón,hexagonal,1,,2,G2,imperial,UNC,zinc,2438.1154,borroni,BU HEX G2 UNC - 1 x 2 RT ZA
HEX-G2--1--100--212--RP--1--2,bulón,hexagonal,1,,2 1/2,G2,imperial,UNC,zinc,2714.3012,borroni,BU HEX G2 UNC - 1 x 2 1/2 RP ZA
HEX-G2--1--100--212--RP--3--2,bulón,hexagonal,1,,2 1/2,G2,imperial,UNC,natural,2477.2646,borroni,BU HEX G2 UNC - 1 x 2 1/2 RP NAT
HEX-G2--1--100--212--RT--1--2,bulón,hexagonal,1,,2 1/2,G2,imperial,UNC,zinc,2714.3012,borroni,BU HEX G2 UNC - 1 x 2 1/2 RT ZA
HEX-G2--1--100--212--RT--3--2,bulón,hexagonal,1,,2 1/2,G2,imperial,UNC,natural,2477.2646,borroni,BU HEX G2 UNC - 1 x 2 1/2 RT NAT
HEX-G2--1--100--214--RP--1--2,bulón,hexagonal,1,,2 1/4,G2,imperial,UNC,zinc,2598.3833,borroni,BU HEX G2 UNC - 1 x 2 1/4 RP ZA
HEX-G2--1--100--214--RT--1--2,bulón,hexagonal,1,,2 1/4,G2,imperial,UNC,zinc,2598.3833,borroni,BU HEX G2 UNC - 1 x 2 1/4 RT ZA
HEX-G2--1--100--234--RP--1--2,bulón,hexagonal,1,,2 3/4,G2,imperial,UNC,zinc,2805.0304,borroni,BU HEX G2 UNC - 1 x 2 3/4 RP ZA
HEX-G2--1--100--234--RP--3--2,bulón,hexagonal,1,,2 3/4,G2,imperial,UNC,natural,2594.6338,borroni,BU HEX G2 UNC - 1 x 2 3/4 RP NAT
HEX-G2--1--100--234--RT--1--2,bulón,hexagonal,1,,2 3/4,G2,imperial,UNC,zinc,2805.0304,borroni,BU HEX G2 UNC - 1 x 2 3/4 RT ZA
HEX-G2--1--100--234--RT--3--2,bulón,hexagonal,1,,2 3/4,G2,imperial,UNC,natural,2594.6338,borroni,BU HEX G2 UNC - 1 x 2 3/4 RT NAT
HEX-G2--1--100--300--RP--1--2,bulón,hexagonal,1,,3,G2,imperial,UNC,zinc,3083.876,borroni,BU HEX G2 UNC - 1 x 3 RP ZA
HEX-G2--1--100--300--RP--3--2,bulón,hexagonal,1,,3,G2,imperial,UNC,natural,2672.5362,borroni,BU HEX G2 UNC - 1 x 3 RP NAT
HEX-G2--1--100--300--RT--1--2,bulón,hexagonal,1,,3,G2,imperial,UNC,zinc,3083.876,borroni,BU HEX G2 UNC - 1 x 3 RT ZA
HEX-G2--1--100--300--RT--3--2,bulón,hexagonal,1,,3,G2,imperial,UNC,natural,2672.5362,borroni,BU HEX G2 UNC - 1 x 3 RT NAT
HEX-G2--1--100--312--RP--1--2,bulón,hexagonal,1,,3 1/2,G2,imperial,UNC,zinc,3515.5784,borroni,BU HEX G2 UNC - 1 x 3 1/2 RP ZA
HEX-G2--1--100--312--RP--3--2,bulón,hexagonal,1,,3 1/2,G2,imperial,UNC,natural,2999.6117,borroni,BU HEX G2 UNC - 1 x 3 1/2 RP NAT
HEX-G2--1--100--314--RP--1--2,bulón,hexagonal,1,,3 1/4,G2,imperial,UNC,zinc,3427.4179,borroni,BU HEX G2 UNC - 1 x 3 1/4 RP ZA
HEX-G2--1--100--314--RP--3--2,bulón,hexagonal,1,,3 1/4,G2,imperial,UNC,natural,2933.914,borroni,BU HEX G2 UNC - 1 x 3 1/4 RP NAT
HEX-G2--1--100--400--RP--1--2,bulón,hexagonal,1,,4,G2,imperial,UNC,zinc,3829.8559,borroni,BU HEX G2 UNC - 1 x 4 RP ZA
HEX-G2--1--100--400--RP--3--2,bulón,hexagonal,1,,4,G2,imperial,UNC,natural,3264.2462,borroni,BU HEX G2 UNC - 1 x 4 RP NAT
HEX-G2--1--100--412--RP--1--2,bulón,hexagonal,1,,4 1/2,G2,imperial,UNC,zinc,4121.4827,borroni,BU HEX G2 UNC - 1 x 4 1/2 RP ZA
HEX-G2--1--100--412--RP--3--2,bulón,hexagonal,1,,4 1/2,G2,imperial,UNC,natural,3560.4519,borroni,BU HEX G2 UNC - 1 x 4 1/2 RP NAT
HEX-G2--1--100--500--RP--1--2,bulón,hexagonal,1,,5,G2,imperial,UNC,zinc,4481.719,borroni,BU HEX G2 UNC - 1 x 5 RP ZA
HEX-G2--1--100--500--RP--3--2,bulón,hexagonal,1,,5,G2,imperial,UNC,natural,3899.4954,borroni,BU HEX G2 UNC - 1 x 5 RP NAT
HEX-G2--1--102--100--RT--1--1,bulón,hexagonal,1/2,,1,G2,imperial,UNC,zinc,283.195,borroni,BU HEX G2 UNC - 1/2 x 1 RT ZA
HEX-G2--1--102--100--RT--3--1,bulón,hexagonal,1/2,,1,G2,imperial,UNC,natural,260.0628,borroni,BU HEX G2 UNC - 1/2 x 1 RT NAT
HEX-G2--1--102--112--RT--1--1,bulón,hexagonal,1/2,,1 1/2,G2,imperial,UNC,zinc,367.2671,borroni,BU HEX G2 UNC - 1/2 x 1 1/2 RT ZA
HEX-G2--1--102--112--RT--3--1,bulón,hexagonal,1/2,,1 1/2,G2,imperial,UNC,natural,337.2794,borroni,BU HEX G2 UNC - 1/2 x 1 1/2 RT NAT
HEX-G2--1--102--114--RT--1--1,bulón,hexagonal,1/2,,1 1/4,G2,imperial,UNC,zinc,314.1744,borroni,BU HEX G2 UNC - 1/2 x 1 1/4 RT ZA
HEX-G2--1--102--114--RT--3--1,bulón,hexagonal,1/2,,1 1/4,G2,imperial,UNC,natural,288.519,borroni,BU HEX G2 UNC - 1/2 x 1 1/4 RT NAT
HEX-G2--1--102--134--RT--1--1,bulón,hexagonal,1/2,,1 3/4,G2,imperial,UNC,zinc,395.2916,borroni,BU HEX G2 UNC - 1/2 x 1 3/4 RT ZA
HEX-G2--1--102--134--RT--3--1,bulón,hexagonal,1/2,,1 3/4,G2,imperial,UNC,natural,363.0144,borroni,BU HEX G2 UNC - 1/2 x 1 3/4 RT NAT
HEX-G2--1--102--200--RP--1--1,bulón,hexagonal,1/2,,2,G2,imperial,UNC,zinc,435.1198,borroni,BU HEX G2 UNC - 1/2 x 2 RP ZA
HEX-G2--1--102--200--RP--3--1,bulón,hexagonal,1/2,,2,G2,imperial,UNC,natural,399.5875,borroni,BU HEX G2 UNC - 1/2 x 2 RP NAT
HEX-G2--1--102--200--RT--1--1,bulón,hexagonal,1/2,,2,G2,imperial,UNC,zinc,435.1198,borroni,BU HEX G2 UNC - 1/2 x 2 RT ZA
HEX-G2--1--102--200--RT--3--1,bulón,hexagonal,1/2,,2,G2,imperial,UNC,natural,399.5875,borroni,BU HEX G2 UNC - 1/2 x 2 RT NAT
HEX-G2--1--102--212--RP--1--1,bulón,hexagonal,1/2,,2 1/2,G2,imperial,UNC,zinc,523.6197,borroni,BU HEX G2 UNC - 1/2 x 2 1/2 RP ZA
HEX-G2--1--102--212--RP--3--1,bulón,hexagonal,1/2,,2 1/2,G2,imperial,UNC,natural,480.8685,borroni,BU HEX G2 UNC - 1/2 x 2 1/2 RP NAT
HEX-G2--1--102--214--RP--1--1,bulón,hexagonal,1/2,,2 1/4,G2,imperial,UNC,zinc,488.2258,borroni,BU HEX G2 UNC - 1/2 x 2 1/4 RP ZA
HEX-G2--1--102--214--RP--3--1,bulón,hexagonal,1/2,,2 1/4,G2,imperial,UNC,natural,448.3522,borroni,BU HEX G2 UNC - 1/2 x 2 1/4 RP NAT
HEX-G2--1--102--214--RT--1--1,bulón,hexagonal,1/2,,2 1/4,G2,imperial,UNC,zinc,488.2258,borroni,BU HEX G2 UNC - 1/2 x 2 1/4 RT ZA
HEX-G2--1--102--214--RT--3--1,bulón,hexagonal,1/2,,2 1/4,G2,imperial,UNC,natural,448.3522,borroni,BU HEX G2 UNC - 1/2 x 2 1/4 RT NAT
HEX-G2--1--102--300--RP--1--1,bulón,hexagonal,1/2,,3,G2,imperial,UNC,zinc,615.0699,borroni,BU HEX G2 UNC - 1/2 x 3 RP ZA
HEX-G2--1--102--300--RP--3--1,bulón,hexagonal,1/2,,3,G2,imperial,UNC,natural,564.8444,borroni,BU HEX G2 UNC - 1/2 x 3 RP NAT
HEX-G2--1--102--300--RT--1--1,bulón,hexagonal,1/2,,3,G2,imperial,UNC,zinc,615.0699,borroni,BU HEX G2 UNC - 1/2 x 3 RT ZA
HEX-G2--1--102--304--RT--1--1,bulón,hexagonal,1/2,,3/4,G2,imperial,UNC,zinc,237.4731,borroni,BU HEX G2 UNC - 1/2 x 3/4 RT ZA
HEX-G2--1--102--304--RT--3--1,bulón,hexagonal,1/2,,3/4,G2,imperial,UNC,natural,223.2366,borroni,BU HEX G2 UNC - 1/2 x 3/4 RT NAT
HEX-G2--1--102--312--RP--1--1,bulón,hexagonal,1/2,,3 1/2,G2,imperial,UNC,zinc,716.8433,borroni,BU HEX G2 UNC - 1/2 x 3 1/2 RP ZA
HEX-G2--1--102--312--RP--3--1,bulón,hexagonal,1/2,,3 1/2,G2,imperial,UNC,natural,658.3128,borroni,BU HEX G2 UNC - 1/2 x 3 1/2 RP NAT
HEX-G2--1--102--312--RT--1--1,bulón,hexagonal,1/2,,3 1/2,G2,imperial,UNC,zinc,716.8433,borroni,BU HEX G2 UNC - 1/2 x 3 1/2 RT ZA
HEX-G2--1--102--400--RP--1--1,bulón,hexagonal,1/2,,4,G2,imperial,UNC,zinc,789.1179,borroni,BU HEX G2 UNC - 1/2 x 4 RP ZA
HEX-G2--1--102--400--RP--3--1,bulón,hexagonal,1/2,,4,G2,imperial,UNC,natural,724.6745,borroni,BU HEX G2 UNC - 1/2 x 4 RP NAT
HEX-G2--1--102--400--RT--1--1,bulón,hexagonal,1/2,,4,G2,imperial,UNC,zinc,789.1179,borroni,BU HEX G2 UNC - 1/2 x 4 RT ZA
HEX-G2--1--102--400--RT--3--1,bulón,hexagonal,1/2,,4,G2,imperial,UNC,natural,724.6745,borroni,BU HEX G2 UNC - 1/2 x 4 RT NAT
HEX-G2--1--102--412--RP--1--1,bulón,hexagonal,1/2,,4 1/2,G2,imperial,UNC,zinc,887.9435,borroni,BU HEX G2 UNC - 1/2 x 4 1/2 RP ZA
HEX-G2--1--102--412--RP--3--1,bulón,hexagonal,1/2,,4 1/2,G2,imperial,UNC,natural,815.4371,borroni,BU HEX G2 UNC - 1/2 x 4 1/2 RP NAT
HEX-G2--1--102--412--RT--1--1,bulón,hexagonal,1/2,,4 1/2,G2,imperial,UNC,zinc,887.9435,borroni,BU HEX G2 UNC - 1/2 x 4 1/2 RT ZA
HEX-G2--1--102--500--RP--1--1,bulón,hexagonal,1/2,,5,G2,imperial,UNC,zinc,976.4423,borroni,BU HEX G2 UNC - 1/2 x 5 RP ZA
HEX-G2--1--102--500--RP--3--1,bulón,hexagonal,1/2,,5,G2,imperial,UNC,natural,896.7056,borroni,BU HEX G2 UNC - 1/2 x 5 RP NAT
HEX-G2--1--102--708--RT--1--1,bulón,hexagonal,1/2,,7/8,G2,imperial,UNC,zinc,254.4361,borroni,BU HEX G2 UNC - 1/2 x 7/8 RT ZA
HEX-G2--1--102--708--RT--3--1,bulón,hexagonal,1/2,,7/8,G2,imperial,UNC,natural,239.1792,borroni,BU HEX G2 UNC - 1/2 x 7/8 RT NAT
HEX-G2--1--104--100--RT--1--1,bulón,hexagonal,1/4,,1,G2,imperial,UNC,zinc,54.0784,borroni,BU HEX G2 UNC - 1/4 x 1 RT ZA
HEX-G2--1--104--100--RT--3--1,bulón,hexagonal,1/4,,1,G2,imperial,UNC,natural,51.2509,borroni,BU HEX G2 UNC - 1/4 x 1 RT NAT
HEX-G2--1--104--102--RT--1--1,bulón,hexagonal,1/4,,1/2,G2,imperial,UNC,zinc,40.6641,borroni,BU HEX G2 UNC - 1/4 x 1/2 RT ZA
HEX-G2--1--104--102--RT--3--1,bulón,hexagonal,1/4,,1/2,G2,imperial,UNC,natural,38.6717,borroni,BU HEX G2 UNC - 1/4 x 1/2 RT NAT
HEX-G2--1--104--112--RT--1--1,bulón,hexagonal,1/4,,1 1/2,G2,imperial,UNC,zinc,80.5252,borroni,BU HEX G2 UNC - 1/4 x 1 1/2 RT ZA
HEX-G2--1--104--112--RT--3--1,bulón,hexagonal,1/4,,1 1/2,G2,imperial,UNC,natural,76.3085,borroni,BU HEX G2 UNC - 1/4 x 1 1/2 RT NAT
HEX-G2--1--104--114--RT--1--1,bulón,hexagonal,1/4,,1 1/4,G2,imperial,UNC,zinc,68.7826,borroni,BU HEX G2 UNC - 1/4 x 1 1/4 RT ZA
HEX-G2--1--104--114--RT--3--1,bulón,hexagonal,1/4,,1 1/4,G2,imperial,UNC,natural,65.1901,borroni,BU HEX G2 UNC - 1/4 x 1 1/4 RT NAT
HEX-G2--1--104--134--RP--1--1,bulón,hexagonal,1/4,,1 3/4,G2,imperial,UNC,zinc,90.1755,borroni,BU HEX G2 UNC - 1/4 x 1 3/4 RP ZA
HEX-G2--1--104--134--RT--1--1,bulón,hexagonal,1/4,,1 3/4,G2,imperial,UNC,zinc,90.1755,borroni,BU HEX G2 UNC - 1/4 x 1 3/4 RT ZA
HEX-G2--1--104--134--RT--3--1,bulón,hexagonal,1/4,,1 3/4,G2,imperial,UNC,natural,85.4641,borroni,BU HEX G2 UNC - 1/4 x 1 3/4 RT NAT
HEX-G2--1--104--200--RT--1--1,bulón,hexagonal,1/4,,2,G2,imperial,UNC,zinc,102.2074,borroni,BU HEX G2 UNC - 1/4 x 2 RT ZA
HEX-G2--1--104--200--RT--3--1,bulón,hexagonal,1/4,,2,G2,imperial,UNC,natural,96.8688,borroni,BU HEX G2 UNC - 1/4 x 2 RT NAT
HEX-G2--1--104--212--RP--1--1,bulón,hexagonal,1/4,,2 1/2,G2,imperial,UNC,zinc,125.5354,borroni,BU HEX G2 UNC - 1/4 x 2 1/2 RP ZA
HEX-G2--1--104--212--RP--3--2,bulón,hexagonal,1/4,,2 1/2,G2,imperial,UNC,natural,115.443,borroni,BU HEX G2 UNC - 1/4 x 2 1/2 RP NAT
HEX-G2--1--104--214--RP--1--1,bulón,hexagonal,1/4,,2 1/4,G2,imperial,UNC,zinc,114.4043,borroni,BU HEX G2 UNC - 1/4 x 2 1/4 RP ZA
HEX-G2--1--104--214--RP--3--2,bulón,hexagonal,1/4,,2 1/4,G2,imperial,UNC,natural,108.2688,borroni,BU HEX G2 UNC - 1/4 x 2 1/4 RP NAT
HEX-G2--1--104--234--RP--1--1,bulón,hexagonal,1/4,,2 3/4,G2,imperial,UNC,zinc,137.4113,borroni,BU HEX G2 UNC - 1/4 x 2 3/4 RP ZA
HEX-G2--1--104--300--RP--1--1,bulón,hexagonal,1/4,,3,G2,imperial,UNC,zinc,147.0635,borroni,BU HEX G2 UNC - 1/4 x 3 RP ZA
HEX-G2--1--104--304--RT--1--1,bulón,hexagonal,1/4,,3/4,G2,imperial,UNC,zinc,47.5378,borroni,BU HEX G2 UNC - 1/4 x 3/4 RT ZA
HEX-G2--1--104--304--RT--3--1,bulón,hexagonal,1/4,,3/4,G2,imperial,UNC,natural,45.0557,borroni,BU HEX G2 UNC - 1/4 x 3/4 RT NAT
HEX-G2--1--104--308--RT--1--1,bulón,hexagonal,1/4,,3/8,G2,imperial,UNC,zinc,37.2853,borroni,BU HEX G2 UNC - 1/4 x 3/8 RT ZA
HEX-G2--1--104--308--RT--3--1,bulón,hexagonal,1/4,,3/8,G2,imperial,UNC,natural,35.4549,borroni,BU HEX G2 UNC - 1/4 x 3/8 RT NAT
HEX-G2--1--104--312--RP--1--1,bulón,hexagonal,1/4,,3 1/2,G2,imperial,UNC,zinc,170.0949,borroni,BU HEX G2 UNC - 1/4 x 3 1/2 RP ZA
HEX-G2--1--104--400--RP--1--1,bulón,hexagonal,1/4,,4,G2,imperial,UNC,zinc,193.1344,borroni,BU HEX G2 UNC - 1/4 x 4 RP ZA
HEX-G2--1--104--412--RP--1--1,bulón,hexagonal,1/4,,4 1/2,G2,imperial,UNC,zinc,213.1865,borroni,BU HEX G2 UNC - 1/4 x 4 1/2 RP ZA
HEX-G2--1--104--500--RP--1--1,bulón,hexagonal,1/4,,5,G2,imperial,UNC,zinc,235.4526,borroni,BU HEX G2 UNC - 1/4 x 5 RP ZA
HEX-G2--1--104--508--RT--1--1,bulón,hexagonal,1/4,,5/8,G2,imperial,UNC,zinc,42.6367,borroni,BU HEX G2 UNC - 1/4 x 5/8 RT ZA
HEX-G2--1--104--508--RT--3--1,bulón,hexagonal,1/4,,5/8,G2,imperial,UNC,natural,40.4115,borroni,BU HEX G2 UNC - 1/4 x 5/8 RT NAT
HEX-G2--1--104--708--RT--1--1,bulón,hexagonal,1/4,,7/8,G2,imperial,UNC,zinc,50.3581,borroni,BU HEX G2 UNC - 1/4 x 7/8 RT ZA
HEX-G2--1--104--708--RT--3--1,bulón,hexagonal,1/4,,7/8,G2,imperial,UNC,natural,47.7306,borroni,BU HEX G2 UNC - 1/4 x 7/8 RT NAT
HEX-G2--1--304--112--RT--1--2,bulón,hexagonal,3/4,,1 1/2,G2,imperial,UNC,zinc,968.5013,borroni,BU HEX G2 UNC - 3/4 x 1 1/2 RT ZA
HEX-G2--1--304--112--RT--3--2,bulón,hexagonal,3/4,,1 1/2,G2,imperial,UNC,natural,867.86,borroni,BU HEX G2 UNC - 3/4 x 1 1/2 RT NAT
HEX-G2--1--304--134--RT--1--2,bulón,hexagonal,3/4,,1 3/4,G2,imperial,UNC,zinc,1056.2077,borroni,BU HEX G2 UNC - 3/4 x 1 3/4 RT ZA
HEX-G2--1--304--134--RT--3--2,bulón,hexagonal,3/4,,1 3/4,G2,imperial,UNC,natural,888.177,borroni,BU HEX G2 UNC - 3/4 x 1 3/4 RT NAT
HEX-G2--1--304--200--RT--1--2,bulón,hexagonal,3/4,,2,G2,imperial,UNC,zinc,1138.9179,borroni,BU HEX G2 UNC - 3/4 x 2 RT ZA
HEX-G2--1--304--200--RT--3--2,bulón,hexagonal,3/4,,2,G2,imperial,UNC,natural,1034.5365,borroni,BU HEX G2 UNC - 3/4 x 2 RT NAT
HEX-G2--1--304--212--RP--1--2,bulón,hexagonal,3/4,,2 1/2,G2,imperial,UNC,zinc,1379.1942,borroni,BU HEX G2 UNC - 3/4 x 2 1/2 RP ZA
HEX-G2--1--304--212--RP--3--2,bulón,hexagonal,3/4,,2 1/2,G2,imperial,UNC,natural,1254.6749,borroni,BU HEX G2 UNC - 3/4 x 2 1/2 RP NAT
HEX-G2--1--304--214--RP--1--2,bulón,hexagonal,3/4,,2 1/4,G2,imperial,UNC,zinc,1276.1507,borroni,BU HEX G2 UNC - 3/4 x 2 1/4 RP ZA
HEX-G2--1--304--214--RP--3--2,bulón,hexagonal,3/4,,2 1/4,G2,imperial,UNC,natural,1144.1414,borroni,BU HEX G2 UNC - 3/4 x 2 1/4 RP NAT
HEX-G2--1--304--214--RT--3--2,bulón,hexagonal,3/4,,2 1/4,G2,imperial,UNC,natural,1144.1414,borroni,BU HEX G2 UNC - 3/4 x 2 1/4 RT NAT
HEX-G2--1--304--234--RP--1--2,bulón,hexagonal,3/4,,2 3/4,G2,imperial,UNC,zinc,1489.7384,borroni,BU HEX G2 UNC - 3/4 x 2 3/4 RP ZA
HEX-G2--1--304--234--RP--3--2,bulón,hexagonal,3/4,,2 3/4,G2,imperial,UNC,natural,1322.2916,borroni,BU HEX G2 UNC - 3/4 x 2 3/4 RP NAT
HEX-G2--1--304--300--RP--1--2,bulón,hexagonal,3/4,,3,G2,imperial,UNC,zinc,1593.3477,borroni,BU HEX G2 UNC - 3/4 x 3 RP ZA
HEX-G2--1--304--300--RP--3--2,bulón,hexagonal,3/4,,3,G2,imperial,UNC,natural,1343.1489,borroni,BU HEX G2 UNC - 3/4 x 3 RP NAT
HEX-G2--1--304--312--RP--1--2,bulón,hexagonal,3/4,,3 1/2,G2,imperial,UNC,zinc,1878.4029,borroni,BU HEX G2 UNC - 3/4 x 3 1/2 RP ZA
HEX-G2--1--304--312--RP--3--2,bulón,hexagonal,3/4,,3 1/2,G2,imperial,UNC,natural,1633.6321,borroni,BU HEX G2 UNC - 3/4 x 3 1/2 RP NAT
HEX-G2--1--304--314--RP--1--2,bulón,hexagonal,3/4,,3 1/4,G2,imperial,UNC,zinc,1762.6722,borroni,BU HEX G2 UNC - 3/4 x 3 1/4 RP ZA
HEX-G2--1--304--314--RP--3--2,bulón,hexagonal,3/4,,3 1/4,G2,imperial,UNC,natural,1533.6583,borroni,BU HEX G2 UNC - 3/4 x 3 1/4 RP NAT
HEX-G2--1--304--400--RP--1--2,bulón,hexagonal,3/4,,4,G2,imperial,UNC,zinc,1998.9238,borroni,BU HEX G2 UNC - 3/4 x 4 RP ZA
HEX-G2--1--304--400--RP--3--2,bulón,hexagonal,3/4,,4,G2,imperial,UNC,natural,1679.9834,borroni,BU HEX G2 UNC - 3/4 x 4 RP NAT
HEX-G2--1--304--412--RP--1--2,bulón,hexagonal,3/4,,4 1/2,G2,imperial,UNC,zinc,2205.1205,borroni,BU HEX G2 UNC - 3/4 x 4 1/2 RP ZA
HEX-G2--1--304--412--RP--3--2,bulón,hexagonal,3/4,,4 1/2,G2,imperial,UNC,natural,1870.5958,borroni,BU HEX G2 UNC - 3/4 x 4 1/2 RP NAT
HEX-G2--1--304--500--RP--1--2,bulón,hexagonal,3/4,,5,G2,imperial,UNC,zinc,2404.7262,borroni,BU HEX G2 UNC - 3/4 x 5 RP ZA
HEX-G2--1--304--500--RP--3--2,bulón,hexagonal,3/4,,5,G2,imperial,UNC,natural,2057.658,borroni,BU HEX G2 UNC - 3/4 x 5 RP NAT
HEX-G2--1--304--600--RP--1--2,bulón,hexagonal,3/4,,6,G2,imperial,UNC,zinc,2825.0749,borroni,BU HEX G2 UNC - 3/4 x 6 RP ZA
HEX-G2--1--308--100--RT--1--1,bulón,hexagonal,3/8,,1,G2,imperial,UNC,zinc,127.518,borroni,BU HEX G2 UNC - 3/8 x 1 RT ZA
HEX-G2--1--308--100--RT--3--1,bulón,hexagonal,3/8,,1,G2,imperial,UNC,natural,120.3569,borroni,BU HEX G2 UNC - 3/8 x 1 RT NAT
HEX-G2--1--308--102--RT--1--2,bulón,hexagonal,3/8,,1/2,G2,imperial,UNC,zinc,115.6073,borroni,BU HEX G2 UNC - 3/8 x 1/2 RT ZA
HEX-G2--1--308--102--RT--3--2,bulón,hexagonal,3/8,,1/2,G2,imperial,UNC,natural,104.493,borroni,BU HEX G2 UNC - 3/8 x 1/2 RT NAT
HEX-G2--1--308--112--RT--1--1,bulón,hexagonal,3/8,,1 1/2,G2,imperial,UNC,zinc,162.5463,borroni,BU HEX G2 UNC - 3/8 x 1 1/2 RT ZA
HEX-G2--1--308--112--RT--3--1,bulón,hexagonal,3/8,,1 1/2,G2,imperial,UNC,natural,153.417,borroni,BU HEX G2 UNC - 3/8 x 1 1/2 RT NAT
HEX-G2--1--308--114--RT--1--1,bulón,hexagonal,3/8,,1 1/4,G2,imperial,UNC,zinc,154.14,borroni,BU HEX G2 UNC - 3/8 x 1 1/4 RT ZA
HEX-G2--1--308--114--RT--3--1,bulón,hexagonal,3/8,,1 1/4,G2,imperial,UNC,natural,145.4866,borroni,BU HEX G2 UNC - 3/8 x 1 1/4 RT NAT
HEX-G2--1--308--134--RP--1--1,bulón,hexagonal,3/8,,1 3/4,G2,imperial,UNC,zinc,196.1786,borroni,BU HEX G2 UNC - 3/8 x 1 3/4 RP ZA
HEX-G2--1--308--134--RT--1--1,bulón,hexagonal,3/8,,1 3/4,G2,imperial,UNC,zinc,196.1786,borroni,BU HEX G2 UNC - 3/8 x 1 3/4 RT ZA
HEX-G2--1--308--134--RT--3--1,bulón,hexagonal,3/8,,1 3/4,G2,imperial,UNC,natural,185.1593,borroni,BU HEX G2 UNC - 3/8 x 1 3/4 RT NAT
HEX-G2--1--308--200--RT--1--1,bulón,hexagonal,3/8,,2,G2,imperial,UNC,zinc,217.9018,borroni,BU HEX G2 UNC - 3/8 x 2 RT ZA
