codigo,tipo,forma,diametro,paso,largo,grado,sistema,sistema_rosca,acabado,precio_unitario,proveedor,descripcion
HEX-G2--3--102--200--RP--3--1,bulón,hexagonal,1/2,,2,G2,imperial,BSW,natural,399.5875,borroni,BU HEX G2 BSW - 1/2 x 2 RP NAT
HEX-G2--3--102--200--RT--1--1,bulón,hexagonal,1/2,,2,G2,imperial,BSW,zinc,435.1198,borroni,BU HEX G2 BSW - 1/2 x 2  RT ZA
HEX-G2--3--102--200--RT--3--1,bulón,hexagonal,1/2,,2,G2,imperial,BSW,natural,399.5875,borroni,BU HEX G2 BSW - 1/2 x 2  RT NAT
HEX-G2--3--102--212--RP--1--1,bulón,hexagonal,1/2,,2 1/2,G2,imperial,BSW,zinc,523.6197,borroni,BU HEX G2 BSW - 1/2 x 2 1/2 RP ZA
HEX-G2--3--102--212--RP--3--1,bulón,hexagonal,1/2,,2 1/2,G2,imperial,BSW,natural,480.8685,borroni,BU HEX G2 BSW - 1/2 x 2 1/2 RP NAT
HEX-G2--3--102--212--RT--1--1,bulón,hexagonal,1/2,,2 1/2,G2,imperial,BSW,zinc,523.6197,borroni,BU HEX G2 BSW - 1/2 x 2 1/2 RT ZA
HEX-G2--3--102--214--RP--1--1,bulón,hexagonal,1/2,,2 1/4,G2,imperial,BSW,zinc,488.2258,borroni,BU HEX G2 BSW - 1/2 x 2 1/4 RP ZA
HEX-G2--3--102--214--RP--3--1,bulón,hexagonal,1/2,,2 1/4,G2,imperial,BSW,natural,448.3522,borroni,BU HEX G2 BSW - 1/2 x 2 1/4 RP NAT
HEX-G2--3--102--234--RP--1--1,bulón,hexagonal,1/2,,2 3/4,G2,imperial,BSW,zinc,583.3719,borroni,BU HEX G2 BSW - 1/2 x 2 3/4 RP ZA
HEX-G2--3--102--234--RP--3--1,bulón,hexagonal,1/2,,2 3/4,G2,imperial,BSW,natural,530.9831,borroni,BU HEX G2 BSW - 1/2 x 2 3/4 RP NAT
HEX-G2--3--102--234--RT--1--1,bulón,hexagonal,1/2,,2 3/4,G2,imperial,BSW,zinc,583.3719,borroni,BU HEX G2 BSW - 1/2 x 2 3/4 RT ZA
HEX-G2--3--102--300--RP--1--1,bulón,hexagonal,1/2,,3,G2,imperial,BSW,zinc,615.0699,borroni,BU HEX G2 BSW - 1/2 x 3 RP ZA
HEX-G2--3--102--300--RP--3--1,bulón,hexagonal,1/2,,3,G2,imperial,BSW,natural,564.8444,borroni,BU HEX G2 BSW - 1/2 x 3 RP NAT
HEX-G2--3--102--304--RT--1--1,bulón,hexagonal,1/2,,3/4,G2,imperial,BSW,zinc,237.4731,borroni,BU HEX G2 BSW - 1/2 x 3/4 RT ZA
HEX-G2--3--102--304--RT--3--1,bulón,hexagonal,1/2,,3/4,G2,imperial,BSW,natural,223.2366,borroni,BU HEX G2 BSW - 1/2 x 3/4 RT NAT
HEX-G2--3--102--312--RP--1--1,bulón,hexagonal,1/2,,3 1/2,G2,imperial,BSW,zinc,716.8433,borroni,BU HEX G2 BSW - 1/2 x 3 1/2 RP ZA
HEX-G2--3--102--312--RP--3--1,bulón,hexagonal,1/2,,3 1/2,G2,imperial,BSW,natural,658.3128,borroni,BU HEX G2 BSW - 1/2 x 3 1/2 RP NAT
HEX-G2--3--102--314--RP--1--1,bulón,hexagonal,1/2,,3 1/4,G2,imperial,BSW,zinc,693.4572,borroni,BU HEX G2 BSW - 1/2 x 3 1/4 RP ZA
HEX-G2--3--102--400--RP--1--1,bulón,hexagonal,1/2,,4,G2,imperial,BSW,zinc,789.1179,borroni,BU HEX G2 BSW - 1/2 x 4 RP ZA
HEX-G2--3--102--400--RP--3--1,bulón,hexagonal,1/2,,4,G2,imperial,BSW,natural,724.6745,borroni,BU HEX G2 BSW - 1/2 x 4 RP NAT
HEX-G2--3--102--400--RT--1--1,bulón,hexagonal,1/2,,4,G2,imperial,BSW,zinc,789.1179,borroni,BU HEX G2 BSW - 1/2 x 4 RT ZA
HEX-G2--3--102--412--RP--1--1,bulón,hexagonal,1/2,,4 1/2,G2,imperial,BSW,zinc,887.9435,borroni,BU HEX G2 BSW - 1/2 x 4 1/2 RP ZA
HEX-G2--3--102--412--RP--3--1,bulón,hexagonal,1/2,,4 1/2,G2,imperial,BSW,natural,815.4371,borroni,BU HEX G2 BSW - 1/2 x 4 1/2 RP NAT
HEX-G2--3--102--500--RP--1--1,bulón,hexagonal,1/2,,5,G2,imperial,BSW,zinc,976.4423,borroni,BU HEX G2 BSW - 1/2 x 5 RP ZA
HEX-G2--3--102--500--RP--3--1,bulón,hexagonal,1/2,,5,G2,imperial,BSW,natural,896.7056,borroni,BU HEX G2 BSW - 1/2 x 5 RP NAT
HEX-G2--3--102--600--RP--1--1,bulón,hexagonal,1/2,,6,G2,imperial,BSW,zinc,1169.0146,borroni,BU HEX G2 BSW - 1/2 x 6 RP ZA
HEX-G2--3--102--600--RP--3--1,bulón,hexagonal,1/2,,6,G2,imperial,BSW,natural,1086.5027,borroni,BU HEX G2 BSW - 1/2 x 6 RP NAT
HEX-G2--3--102--708--RT--1--1,bulón,hexagonal,1/2,,7/8,G2,imperial,BSW,zinc,254.4361,borroni,BU HEX G2 BSW - 1/2 x 7/8 RT ZA
HEX-G2--3--102--708--RT--3--1,bulón,hexagonal,1/2,,7/8,G2,imperial,BSW,natural,239.1792,borroni,BU HEX G2 BSW - 1/2 x 7/8 RT NAT
HEX-G5--0--508--134--RT--2--2,bulón,hexagonal,5/8,,1 3/4,G5,imperial,,,767.533,borroni,BU HEX G5  - 5/8 x 1 3/4 RT ZD
HEX-G5--1--100--212--RP--2--2,bulón,hexagonal,1,,2 1/2,G5,imperial,UNC,,3282.0187,borroni,BU HEX G5 UNC - 1  x 2 1/2 RP ZD
HEX-G5--1--100--300--RP--2--2,bulón,hexagonal,1,,3,G5,imperial,UNC,,3735.1809,borroni,BU HEX G5 UNC - 1  x 3 RP ZD
HEX-G5--1--100--312--RP--2--2,bulón,hexagonal,1,,3 1/2,G5,imperial,UNC,,4189.0705,borroni,BU HEX G5 UNC - 1  x 3 1/2 RP ZD
HEX-G5--1--100--400--RP--2--2,bulón,hexagonal,1,,4,G5,imperial,UNC,,4641.8412,borroni,BU HEX G5 UNC - 1  x 4 RP ZD
HEX-G5--1--100--412--RP--2--2,bulón,hexagonal,1,,4 1/2,G5,imperial,UNC,,5095.3619,borroni,BU HEX G5 UNC - 1  x 4 1/2 RP ZD
HEX-G5--1--100--500--RP--2--2,bulón,hexagonal,1,,5,G5,imperial,UNC,,5548.5085,borroni,BU HEX G5 UNC - 1  x 5 RP ZD
HEX-G5--1--100--512--RP--2--2,bulón,hexagonal,1,,5 1/2,G5,imperial,UNC,,6002.7681,borroni,BU HEX G5 UNC - 1  x 5 1/2 RP ZD
HEX-G5--1--100--600--RP--2--2,bulón,hexagonal,1,,6,G5,imperial,UNC,,6455.9193,borroni,BU HEX G5 UNC - 1  x 6 RP ZD
HEX-G5--1--102--100--RT--2--2,bulón,hexagonal,1/2,,1,G5,imperial,UNC,,381.6389,borroni,BU HEX G5 UNC - 1/2 x 1 RT ZD
HEX-G5--1--102--112--RT--2--2,bulón,hexagonal,1/2,,1 1/2,G5,imperial,UNC,,434.3708,borroni,BU HEX G5 UNC - 1/2 x 1 1/2 RT ZD
HEX-G5--1--102--114--RT--2--2,bulón,hexagonal,1/2,,1 1/4,G5,imperial,UNC,,388.0311,borroni,BU HEX G5 UNC - 1/2 x 1 1/4 RT ZD
HEX-G5--1--102--134--RT--2--2,bulón,hexagonal,1/2,,1 3/4,G5,imperial,UNC,,486.4965,borroni,BU HEX G5 UNC - 1/2 x 1 3/4 RT ZD
HEX-G5--1--102--200--RT--2--2,bulón,hexagonal,1/2,,2,G5,imperial,UNC,,530.3426,borroni,BU HEX G5 UNC - 1/2 x 2 RT ZD
HEX-G5--1--102--212--RT--2--2,bulón,hexagonal,1/2,,2 1/2,G5,imperial,UNC,,620.0783,borroni,BU HEX G5 UNC - 1/2 x 2 1/2 RP ZD
HEX-G5--1--102--214--RT--2--2,bulón,hexagonal,1/2,,2 1/4,G5,imperial,UNC,,581.6413,borroni,BU HEX G5 UNC - 1/2 x 2 1/4 RP ZD
HEX-G5--1--102--300--RT--2--2,bulón,hexagonal,1/2,,3,G5,imperial,UNC,,729.3582,borroni,BU HEX G5 UNC - 1/2 x 3 RP ZD
HEX-G5--1--102--312--RT--2--2,bulón,hexagonal,1/2,,3 1/2,G5,imperial,UNC,,830.546,borroni,BU HEX G5 UNC - 1/2 x 3 1/2 RP ZD
HEX-G5--1--102--400--RT--2--2,bulón,hexagonal,1/2,,4,G5,imperial,UNC,,932.5422,borroni,BU HEX G5 UNC - 1/2 x 4 RP ZD
HEX-G5--1--102--412--RT--2--2,bulón,hexagonal,1/2,,4 1/2,G5,imperial,UNC,,1244.481,borroni,BU HEX G5 UNC - 1/2 x 4 1/2 RP ZD
HEX-G5--1--102--500--RT--2--2,bulón,hexagonal,1/2,,5,G5,imperial,UNC,,1375.1005,borroni,BU HEX G5 UNC - 1/2 x 5 RP ZD
HEX-G5--1--104--100--RT--2--2,bulón,hexagonal,1/4,,1,G5,imperial,UNC,,67.8561,borroni,BU HEX G5 UNC - 1/4 x 1 RT ZD
HEX-G5--1--104--102--RT--2--2,bulón,hexagonal,1/4,,1/2,G5,imperial,UNC,,53.7677,borroni,BU HEX G5 UNC - 1/4 x 1/2 RT ZD
HEX-G5--1--104--112--RT--2--2,bulón,hexagonal,1/4,,1 1/2,G5,imperial,UNC,,96.9349,borroni,BU HEX G5 UNC - 1/4 x 1 1/2 RT ZD
HEX-G5--1--104--114--RT--2--2,bulón,hexagonal,1/4,,1 1/4,G5,imperial,UNC,,78.4296,borroni,BU HEX G5 UNC - 1/4 x 1 1/4 RT ZD
HEX-G5--1--104--134--RT--2--2,bulón,hexagonal,1/4,,1 3/4,G5,imperial,UNC,,111.0312,borroni,BU HEX G5 UNC - 1/4 x 1 3/4 RT ZD
HEX-G5--1--104--200--RT--2--2,bulón,hexagonal,1/4,,2,G5,imperial,UNC,,123.9986,borroni,BU HEX G5 UNC - 1/4 x 2 RT ZD
HEX-G5--1--104--212--RT--2--2,bulón,hexagonal,1/4,,2 1/2,G5,imperial,UNC,,152.4523,borroni,BU HEX G5 UNC - 1/4 x 2 1/2 RP ZD
HEX-G5--1--104--214--RT--2--2,bulón,hexagonal,1/4,,2 1/4,G5,imperial,UNC,,138.3545,borroni,BU HEX G5 UNC - 1/4 x 2 1/4 RP ZD
HEX-G5--1--104--300--RT--2--2,bulón,hexagonal,1/4,,3,G5,imperial,UNC,,179.7644,borroni,BU HEX G5 UNC - 1/4 x 3 RP ZD
HEX-G5--1--104--304--RT--2--2,bulón,hexagonal,1/4,,3/4,G5,imperial,UNC,,57.5058,borroni,BU HEX G5 UNC - 1/4 x 3/4 RT ZD
HEX-G5--1--104--508--RT--2--2,bulón,hexagonal,1/4,,5/8,G5,imperial,UNC,,52.595,borroni,BU HEX G5 UNC - 1/4 x 5/8 RT ZD
HEX-G5--1--104--708--RT--2--2,bulón,hexagonal,1/4,,7/8,G5,imperial,UNC,,63.5266,borroni,BU HEX G5 UNC - 1/4 x 7/8 RT ZD
HEX-G5--1--304--112--RT--2--2,bulón,hexagonal,3/4,,1 1/2,G5,imperial,UNC,,1101.7433,borroni,BU HEX G5 UNC - 3/4 x 1 1/2 RT ZD
HEX-G5--1--304--134--RT--2--2,bulón,hexagonal,3/4,,1 3/4,G5,imperial,UNC,,1198.3915,borroni,BU HEX G5 UNC - 3/4 x 1 3/4 RT ZD
HEX-G5--1--304--200--RT--2--2,bulón,hexagonal,3/4,,2,G5,imperial,UNC,,1304.883,borroni,BU HEX G5 UNC - 3/4 x 2 RT ZD
HEX-G5--1--304--212--RT--2--2,bulón,hexagonal,3/4,,2 1/2,G5,imperial,UNC,,1535.8811,borroni,BU HEX G5 UNC - 3/4 x 2 1/2 RP ZD
HEX-G5--1--304--214--RT--2--2,bulón,hexagonal,3/4,,2 1/4,G5,imperial,UNC,,1420.3822,borroni,BU HEX G5 UNC - 3/4 x 2 1/4 RP ZD
HEX-G5--1--304--300--RT--2--2,bulón,hexagonal,3/4,,3,G5,imperial,UNC,,1766.8837,borroni,BU HEX G5 UNC - 3/4 x 3 RP ZD
HEX-G5--1--304--312--RT--2--2,bulón,hexagonal,3/4,,3 1/2,G5,imperial,UNC,,1997.865,borroni,BU HEX G5 UNC - 3/4 x 3 1/2 RP ZD
HEX-G5--1--304--400--RT--2--2,bulón,hexagonal,3/4,,4,G5,imperial,UNC,,2229.6965,borroni,BU HEX G5 UNC - 3/4 x 4 RP ZD
HEX-G5--1--304--412--RT--2--2,bulón,hexagonal,3/4,,4 1/2,G5,imperial,UNC,,2623.1083,borroni,BU HEX G5 UNC - 3/4 x 4 1/2 RP ZD
HEX-G5--1--304--500--RT--2--2,bulón,hexagonal,3/4,,5,G5,imperial,UNC,,2894.6997,borroni,BU HEX G5 UNC - 3/4 x 5 RP ZD
HEX-G5--1--304--600--RP--2--2,bulón,hexagonal,3/4,,6,G5,imperial,UNC,,3890.7062,borroni,BU HEX G5 UNC - 3/4  x 6 RP ZD
HEX-G5--1--308--100--RT--2--2,bulón,hexagonal,3/8,,1,G5,imperial,UNC,,160.7432,borroni,BU HEX G5 UNC - 3/8 x 1 RT ZD
HEX-G5--1--308--102--RT--2--2,bulón,hexagonal,3/8,,1/2,G5,imperial,UNC,,124.0755,borroni,BU HEX G5 UNC - 3/8 x 1/2 RT ZD
HEX-G5--1--308--112--RT--2--2,bulón,hexagonal,3/8,,1 1/2,G5,imperial,UNC,,215.1032,borroni,BU HEX G5 UNC - 3/8 x 1 1/2 RT ZD
HEX-G5--1--308--114--RT--2--2,bulón,hexagonal,3/8,,1 1/4,G5,imperial,UNC,,184.5531,borroni,BU HEX G5 UNC - 3/8 x 1 1/4 RT ZD
HEX-G5--1--308--134--RT--2--2,bulón,hexagonal,3/8,,1 3/4,G5,imperial,UNC,,239.8021,borroni,BU HEX G5 UNC - 3/8 x 1 3/4 RT ZD
HEX-G5--1--308--200--RT--2--2,bulón,hexagonal,3/8,,2,G5,imperial,UNC,,273.9181,borroni,BU HEX G5 UNC - 3/8 x 2 RT ZD
HEX-G5--1--308--212--RT--2--2,bulón,hexagonal,3/8,,2 1/2,G5,imperial,UNC,,333.5755,borroni,BU HEX G5 UNC - 3/8 x 2 1/2 RP ZD
HEX-G5--1--308--214--RT--2--2,bulón,hexagonal,3/8,,2 1/4,G5,imperial,UNC,,303.3286,borroni,BU HEX G5 UNC - 3/8 x 2 1/4 RP ZD
HEX-G5--1--308--300--RT--2--2,bulón,hexagonal,3/8,,3,G5,imperial,UNC,,392.394,borroni,BU HEX G5 UNC - 3/8 x 3 RP ZD
HEX-G5--1--308--304--RT--2--2,bulón,hexagonal,3/8,,3/4,G5,imperial,UNC,,141.8746,borroni,BU HEX G5 UNC - 3/8 x 3/4 RT ZD
HEX-G5--1--308--312--RT--2--2,bulón,hexagonal,3/8,,3 1/2,G5,imperial,UNC,,451.2031,borroni,BU HEX G5 UNC - 3/8 x 3 1/2 RP ZD
HEX-G5--1--308--400--RT--2--2,bulón,hexagonal,3/8,,4,G5,imperial,UNC,,510.8684,borroni,BU HEX G5 UNC - 3/8 x 4 RP ZD
HEX-G5--1--308--412--RP--2--2,bulón,hexagonal,3/8,,4 1/2,G5,imperial,UNC,,685.2042,borroni,BU HEX G5 UNC - 3/8  x 4 1/2 RP ZD
HEX-G5--1--308--500--RP--2--2,bulón,hexagonal,3/8,,5,G5,imperial,UNC,,756.2288,borroni,BU HEX G5 UNC - 3/8  x 5 RP ZD
HEX-G5--1--308--508--RT--2--2,bulón,hexagonal,3/8,,5/8,G5,imperial,UNC,,136.5854,borroni,BU HEX G5 UNC - 3/8 x 5/8 RT ZD
HEX-G5--1--308--708--RT--2--2,bulón,hexagonal,3/8,,7/8,G5,imperial,UNC,,159.7744,borroni,BU HEX G5 UNC - 3/8 x 7/8 RT ZD
HEX-G5--1--508--112--RT--2--2,bulón,hexagonal,5/8,,1 1/2,G5,imperial,UNC,,694.6203,borroni,BU HEX G5 UNC - 5/8 x 1 1/2 RT ZD
HEX-G5--1--508--134--RT--2--2,bulón,hexagonal,5/8,,1 3/4,G5,imperial,UNC,,767.533,borroni,BU HEX G5 UNC - 5/8 x 1 3/4 RT ZD
HEX-G5--1--508--200--RT--2--2,bulón,hexagonal,5/8,,2,G5,imperial,UNC,,847.8073,borroni,BU HEX G5 UNC - 5/8 x 2 RT ZD
HEX-G5--1--508--212--RT--2--2,bulón,hexagonal,5/8,,2 1/2,G5,imperial,UNC,,1007.5381,borroni,BU HEX G5 UNC - 5/8 x 2 1/2 RP ZD
HEX-G5--1--508--214--RT--2--2,bulón,hexagonal,5/8,,2 1/4,G5,imperial,UNC,,928.0842,borroni,BU HEX G5 UNC - 5/8 x 2 1/4   RP ZD
HEX-G5--1--508--300--RT--2--2,bulón,hexagonal,5/8,,3,G5,imperial,UNC,,1168.0838,borroni,BU HEX G5 UNC - 5/8 x 3 RP ZD
HEX-G5--1--508--312--RT--2--2,bulón,hexagonal,5/8,,3 1/2,G5,imperial,UNC,,1327.8172,borroni,BU HEX G5 UNC - 5/8 x 3 1/2 RP ZD
HEX-G5--1--508--400--RT--2--2,bulón,hexagonal,5/8,,4,G5,imperial,UNC,,1488.3671,borroni,BU HEX G5 UNC - 5/8 x 4 RP ZD
HEX-G5--1--508--412--RT--2--2,bulón,hexagonal,5/8,,4 1/2,G5,imperial,UNC,,2033.9851,borroni,BU HEX G5 UNC - 5/8 x 4 1/2 RP ZD
HEX-G5--1--508--500--RT--2--2,bulón,hexagonal,5/8,,5,G5,imperial,UNC,,2231.2743,borroni,BU HEX G5 UNC - 5/8 x 5 RP ZD
HEX-G5--1--508--600--RT--2--2,bulón,hexagonal,5/8,,6,G5,imperial,UNC,,2626.4551,borroni,BU HEX G5 UNC - 5/8 x 6 RP ZD
HEX-G5--1--516--100--RT--2--2,bulón,hexagonal,5/16,,1,G5,imperial,UNC,,107.55,borroni,BU HEX G5 UNC - 5/16 x 1 RT ZD
HEX-G5--1--516--102--RT--2--2,bulón,hexagonal,5/16,,1/2,G5,imperial,UNC,,78.7237,borroni,BU HEX G5 UNC - 5/16 x 1/2 RT ZD
HEX-G5--1--516--112--RT--2--2,bulón,hexagonal,5/16,,1 1/2,G5,imperial,UNC,,148.724,borroni,BU HEX G5 UNC - 5/16 x 1 1/2 RT ZD
HEX-G5--1--516--114--RT--2--2,bulón,hexagonal,5/16,,1 1/4,G5,imperial,UNC,,124.3532,borroni,BU HEX G5 UNC - 5/16 x 1 1/4 RT ZD
HEX-G5--1--516--134--RT--2--2,bulón,hexagonal,5/16,,1 3/4,G5,imperial,UNC,,168.9824,borroni,BU HEX G5 UNC - 5/16 x 1 3/4 RT ZD
HEX-G5--1--516--200--RT--2--2,bulón,hexagonal,5/16,,2,G5,imperial,UNC,,190.0096,borroni,BU HEX G5 UNC - 5/16 x 2 RT ZD
HEX-G5--1--516--212--RT--2--2,bulón,hexagonal,5/16,,2 1/2,G5,imperial,UNC,,231.0662,borroni,BU HEX G5 UNC - 5/16 x 2 1/2 RP ZD
HEX-G5--1--516--214--RT--2--2,bulón,hexagonal,5/16,,2 1/4,G5,imperial,UNC,,210.0587,borroni,BU HEX G5 UNC - 5/16 x 2 1/4 RP ZD
HEX-G5--1--516--300--RT--2--2,bulón,hexagonal,5/16,,3,G5,imperial,UNC,,272.2295,borroni,BU HEX G5 UNC - 5/16 x 3 RP ZD
HEX-G5--1--516--304--RT--2--2,bulón,hexagonal,5/16,,3/4,G5,imperial,UNC,,91.5838,borroni,BU HEX G5 UNC - 5/16 x 3/4 RT ZD
HEX-G5--1--516--312--RT--2--2,bulón,hexagonal,5/16,,3 1/2,G5,imperial,UNC,,312.5742,borroni,BU HEX G5 UNC - 5/16 x 3 1/2 RP ZD
HEX-G5--1--516--400--RT--2--2,bulón,hexagonal,5/16,,4,G5,imperial,UNC,,353.7412,borroni,BU HEX G5 UNC - 5/16 x 4 RP ZD
HEX-G5--1--516--508--RT--2--2,bulón,hexagonal,5/16,,5/8,G5,imperial,UNC,,85.5599,borroni,BU HEX G5 UNC - 5/16 x 5/8 RT ZD
HEX-G5--1--516--708--RT--2--2,bulón,hexagonal,5/16,,7/8,G5,imperial,UNC,,100.9717,borroni,BU HEX G5 UNC - 5/16 x 7/8 RT ZD
HEX-G5--1--708--212--RP--2--2,bulón,hexagonal,7/8,,2 1/2,G5,imperial,UNC,,2430.9281,borroni,BU HEX G5 UNC - 7/8  x 2 1/2 RP ZD
HEX-G5--1--708--300--RP--2--2,bulón,hexagonal,7/8,,3,G5,imperial,UNC,,2778.1693,borroni,BU HEX G5 UNC - 7/8  x 3 RP ZD
HEX-G5--1--708--312--RP--2--2,bulón,hexagonal,7/8,,3 1/2,G5,imperial,UNC,,3125.3985,borroni,BU HEX G5 UNC - 7/8  x 3 1/2 RP ZD
HEX-G5--1--708--400--RP--2--2,bulón,hexagonal,7/8,,4,G5,imperial,UNC,,3472.9873,borroni,BU HEX G5 UNC - 7/8  x 4 RP ZD
HEX-G5--1--708--412--RP--2--2,bulón,hexagonal,7/8,,4 1/2,G5,imperial,UNC,,3837.742,borroni,BU HEX G5 UNC - 7/8  x 4 1/2 RP ZD
HEX-G5--1--708--500--RP--2--2,bulón,hexagonal,7/8,,5,G5,imperial,UNC,,4167.8141,borroni,BU HEX G5 UNC - 7/8  x 5 RP ZD
HEX-G5--1--708--512--RP--2--2,bulón,hexagonal,7/8,,5  1/2,G5,imperial,UNC,,4515.0342,borroni,BU HEX G5 UNC - 7/8  x 5  1/2 RP ZD
HEX-G5--1--708--600--RP--2--2,bulón,hexagonal,7/8,,6,G5,imperial,UNC,,4874.1968,borroni,BU HEX G5 UNC - 7/8  x 6 RP ZD
HEX-G5--3--102--100--RT--2--2,bulón,hexagonal,1/2,,1,G5,imperial,BSW,,381.6389,borroni,BU HEX G5 BSW - 1/2 x 1 RT ZD
HEX-G5--3--102--112--RT--2--2,bulón,hexagonal,1/2,,1 1/2,G5,imperial,BSW,,434.3708,borroni,BU HEX G5 BSW - 1/2 x 1 1/2 RT ZD
HEX-G5--3--102--114--RT--2--2,bulón,hexagonal,1/2,,1 1/4,G5,imperial,BSW,,388.0311,borroni,BU HEX G5 BSW - 1/2 x 1 1/4 RT ZD
HEX-G5--3--102--134--RT--2--2,bulón,hexagonal,1/2,,1 3/4,G5,imperial,BSW,,486.4965,borroni,BU HEX G5 BSW - 1/2 x 1 3/4 RT ZD
HEX-G5--3--102--200--RT--2--2,bulón,hexagonal,1/2,,2,G5,imperial,BSW,,530.3426,borroni,BU HEX G5 BSW - 1/2 x 2 RT ZD
HEX-G5--3--102--212--RT--2--2,bulón,hexagonal,1/2,,2 1/2,G5,imperial,BSW,,620.0783,borroni,BU HEX G5 BSW - 1/2 x 2 1/2 RP ZD
HEX-G5--3--102--214--RT--2--2,bulón,hexagonal,1/2,,2 1/4,G5,imperial,BSW,,581.6413,borroni,BU HEX G5 BSW - 1/2 x 2 1/4 RP ZD
HEX-G5--3--102--300--RT--2--2,bulón,hexagonal,1/2,,3,G5,imperial,BSW,,729.3582,borroni,BU HEX G5 BSW - 1/2 x 3 RP ZD
HEX-G5--3--102--312--RT--2--2,bulón,hexagonal,1/2,,3 1/2,G5,imperial,BSW,,830.546,borroni,BU HEX G5 BSW - 1/2 x 3 1/2 RP ZD
HEX-G5--3--102--400--RT--2--2,bulón,hexagonal,1/2,,4,G5,imperial,BSW,,932.5422,borroni,BU HEX G5 BSW - 1/2 x 4 RP ZD
HEX-G5--3--102--412--RT--2--2,bulón,hexagonal,1/2,,4 1/2,G5,imperial,BSW,,1244.481,borroni,BU HEX G5 BSW - 1/2 x 4 1/2 RP ZD
HEX-G5--3--102--500--RT--2--2,bulón,hexagonal,1/2,,5,G5,imperial,BSW,,1375.1005,borroni,BU HEX G5 BSW - 1/2 x 5 RP ZD
HEX-G5--3--102--600--RP--2--2,bulón,hexagonal,1/2,,6,G5,imperial,BSW,,1658.5517,borroni,BU HEX G5 BSW - 1/2 x 6 RP ZD
HEX-G5--3--102--708--RT--2--2,bulón,hexagonal,1/2,,7/8,G5,imperial,BSW,,358.5352,borroni,BU HEX G5 BSW - 1/2 x 7/8 RT ZD
HEX-G8--0--M06--010--RT--2--2,bulón,hexagonal,M6,,10,8.8,métrico,,,37.1576,borroni,"BU HEX G8,8 - M6 x 10 RT ZD"
HEX-G8--0--M06--016--RT--2--2,bulón,hexagonal,M6,,16,8.8,métrico,,,44.0665,borroni,"BU HEX G8,8 - M6 x 16 RT ZD"
HEX-G8--0--M06--020--RT--2--2,bulón,hexagonal,M6,,20,8.8,métrico,,,51.9922,borroni,"BU HEX G8,8 - M6 x 20 RT ZD"
HEX-G8--0--M06--025--RT--2--2,bulón,hexagonal,M6,,25,8.8,métrico,,,62.5694,borroni,"BU HEX G8,8 - M6 x 25 RT ZD"
HEX-G8--0--M06--030--RT--2--2,bulón,hexagonal,M6,,30,8.8,métrico,,,71.3785,borroni,"BU HEX G8,8 - M6 x 30 RT ZD"
HEX-G8--0--M06--035--RT--2--2,bulón,hexagonal,M6,,35,8.8,métrico,,,80.1857,borroni,"BU HEX G8,8 - M6 x 35 RT ZD"
HEX-G8--0--M06--040--RT--2--2,bulón,hexagonal,M6,,40,8.8,métrico,,,89.0007,borroni,"BU HEX G8,8 - M6 x 40 RT ZD"
HEX-G8--0--M06--045--RT--2--2,bulón,hexagonal,M6,,45,8.8,métrico,,,96.9349,borroni,"BU HEX G8,8 - M6 x 45 RT ZD"
HEX-G8--0--M06--050--RT--2--2,bulón,hexagonal,M6,,50,8.8,métrico,,,105.7411,borroni,"BU HEX G8,8 - M6 x 50 RT ZD"
HEX-G8--0--M06--055--RT--2--2,bulón,hexagonal,M6,,55,8.8,métrico,,,117.2028,borroni,"BU HEX G8,8 - M6 x 55 RP ZD"
HEX-G8--0--M06--060--RT--2--2,bulón,hexagonal,M6,,60,8.8,métrico,,,126.9019,borroni,"BU HEX G8,8 - M6 x 60 RP ZD"
HEX-G8--0--M08--012--RT--2--2,bulón,hexagonal,M8,,12,8.8,métrico,,,80.6136,borroni,"BU HEX G8,8 - M8 x 12 RT ZD"
HEX-G8--0--M08--016--RT--2--2,bulón,hexagonal,M8,,16,8.8,métrico,,,97.2628,borroni,"BU HEX G8,8 - M8 x 16 RT ZD"
HEX-G8--0--M08--020--RT--2--2,bulón,hexagonal,M8,,20,8.8,métrico,,,106.711,borroni,"BU HEX G8,8 - M8 x 20 RT ZD"
HEX-G8--0--M08--025--RT--2--2,bulón,hexagonal,M8,,25,8.8,métrico,,,118.4796,borroni,"BU HEX G8,8 - M8 x 25 RT ZD"
HEX-G8--0--M08--030--RT--2--2,bulón,hexagonal,M8,,30,8.8,métrico,,,140.3198,borroni,"BU HEX G8,8 - M8 x 30 RT ZD"
HEX-G8--0--M08--035--RT--2--2,bulón,hexagonal,M8,,35,8.8,métrico,,,157.121,borroni,"BU HEX G8,8 - M8 x 35 RT ZD"
HEX-G8--0--M08--040--RT--2--2,bulón,hexagonal,M8,,40,8.8,métrico,,,173.9315,borroni,"BU HEX G8,8 - M8 x 40 RT ZD"
HEX-G8--0--M08--045--RT--2--2,bulón,hexagonal,M8,,45,8.8,métrico,,,186.5328,borroni,"BU HEX G8,8 - M8 x 45 RT ZD"
HEX-G8--0--M08--050--RT--2--2,bulón,hexagonal,M8,,50,8.8,métrico,,,207.5436,borroni,"BU HEX G8,8 - M8 x 50 RT ZD"
HEX-G8--0--M08--055--RT--2--2,bulón,hexagonal,M8,,55,8.8,métrico,,,216.7844,borroni,"BU HEX G8,8 - M8 x 55 RP ZD"
