tipo_de_producto,codigo_de_producto,descripcion,unid_de_medida,cant_minimo,precio,fecha_de_vigencia,proveedor,hoja_origen
BUL,HEX-00--1--316--200--RT--1--1,BU HEX G2 UNC - 3/16  x 2 RT ZA,UN,1600,46.42,2025-09-24,borroni,FIJACIONES
BUL,HEX-00--1--316--304--RT--1--1,BU HEX G2 UNC - 3/16  x 3/4 RT ZA,UN,4000,23.2549,2025-09-24,borroni,FIJACIONES
BUL,HEX-00--1--316--508--RT--1--1,BU HEX G2 UNC - 3/16  x 5/8 RT ZA,UN,4000,21.8405,2025-09-24,borroni,FIJACIONES
BUL,HEX-00--1--316--708--RT--1--1,BU HEX G2 UNC - 3/16  x 7/8 RT ZA,UN,3200,26.0002,2025-09-24,borroni,FIJACIONES
BUL,HEX-00--1--508--112--RT--2--2,BU HEX - A/325 - 5/8 x 1 1/2 RT ZD,UN,160,1168.921,2025-09-24,borroni,FIJACIONES
BUL,HEX-00--1--508--134--RT--2--2,BU HEX - A/325 - 5/8 x 1 3/4 RT ZD,UN,150,1290.526,2025-09-24,borroni,FIJACIONES
BUL,HEX-00--1--508--200--RT--2--2,BU HEX - A/325 - 5/8 x 2 RT ZD,UN,140,1406.6173,2025-09-24,borroni,FIJACIONES
BUL,HEX-00--1--508--212--RP--2--2,BU HEX - A/325 - 5/8 x 2 1/2 RP ZD,UN,110,1643.8197,2025-09-24,borroni,FIJACIONES
BUL,HEX-00--1--508--214--RP--2--2,BU HEX - A/325 - 5/8 x 2 1/4 RP ZD,UN,120,1540.3074,2025-09-24,borroni,FIJACIONES
BUL,HEX-00--1--508--234--RP--2--2,BU HEX - A/325 - 5/8 x 2 3/4 RP ZD,UN,100,1765.4415,2025-09-24,borroni,FIJACIONES
BUL,HEX-00--1--508--300--RP--2--2,BU HEX - A/325 - 5/8 x 3 RP ZD,UN,90,1887.5604,2025-09-24,borroni,FIJACIONES
BUL,HEX-00--1--508--312--RP--2--2,BU HEX - A/325 - 5/8 x 3 1/2 RP ZD,UN,75,2124.76,2025-09-24,borroni,FIJACIONES
BUL,HEX-00--1--708--200--RT--2--2,BU HEX - A/325 - 7/8 x 2 RT ZD,UN,60,3117.2827,2025-09-24,borroni,FIJACIONES
BUL,HEX-00--1--708--212--RP--2--2,BU HEX - A/325 - 7/8 x 2 1/2 RP ZD,UN,50,3580.1364,2025-09-24,borroni,FIJACIONES
BUL,HEX-00--1--708--214--RP--2--2,BU HEX - A/325 - 7/8 x 2 1/4 RP ZD,UN,50,3336.4002,2025-09-24,borroni,FIJACIONES
BUL,HEX-00--1--708--234--RP--2--2,BU HEX - A/325 - 7/8 x 2 3/4 RP ZD,UN,45,3823.877,2025-09-24,borroni,FIJACIONES
BUL,HEX-00--1--708--300--RP--2--2,BU HEX - A/325 - 7/8 x 3 RP ZD,UN,45,4054.519,2025-09-24,borroni,FIJACIONES
BUL,HEX-00--1--708--312--RP--2--2,BU HEX - A/325 - 7/8 x 3 1/2 RP ZD,UN,40,4505.3148,2025-09-24,borroni,FIJACIONES
BUL,HEX-00--1--708--400--RP--2--2,BU HEX - A/325 - 7/8 x 4 RP ZD,UN,35,5004.3367,2025-09-24,borroni,FIJACIONES
BUL,HEX-00--1--708--412--RP--2--2,BU HEX - A/325 - 7/8 x 4 1/2 RP ZD,UN,30,5430.4868,2025-09-24,borroni,FIJACIONES
BUL,HEX-00--1--708--500--RP--2--2,BU HEX - A/325 - 7/8 x 5 RP ZD,UN,30,5917.459,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--100--200--RT--1--2,BU HEX G2 UNC - 1 x 2 RT ZA,UN,75,2438.1154,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--100--212--RP--1--2,BU HEX G2 UNC - 1 x 2 1/2 RP ZA,UN,65,2714.3012,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--100--212--RP--3--2,BU HEX G2 UNC - 1 x 2 1/2 RP NAT,UN,65,2477.2646,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--100--212--RT--1--2,BU HEX G2 UNC - 1 x 2 1/2 RT ZA,UN,65,2714.3012,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--100--212--RT--3--2,BU HEX G2 UNC - 1 x 2 1/2 RT NAT,UN,65,2477.2646,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--100--214--RP--1--2,BU HEX G2 UNC - 1 x 2 1/4 RP ZA,UN,70,2598.3833,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--100--214--RT--1--2,BU HEX G2 UNC - 1 x 2 1/4 RT ZA,UN,70,2598.3833,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--100--234--RP--1--2,BU HEX G2 UNC - 1 x 2 3/4 RP ZA,UN,60,2805.0304,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--100--234--RP--3--2,BU HEX G2 UNC - 1 x 2 3/4 RP NAT,UN,60,2594.6338,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--100--234--RT--1--2,BU HEX G2 UNC - 1 x 2 3/4 RT ZA,UN,60,2805.0304,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--100--234--RT--3--2,BU HEX G2 UNC - 1 x 2 3/4 RT NAT,UN,60,2594.6338,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--100--300--RP--1--2,BU HEX G2 UNC - 1 x 3 RP ZA,UN,42,3083.876,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--100--300--RP--3--2,BU HEX G2 UNC - 1 x 3 RP NAT,UN,42,2672.5362,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--100--300--RT--1--2,BU HEX G2 UNC - 1 x 3 RT ZA,UN,42,3083.876,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--100--300--RT--3--2,BU HEX G2 UNC - 1 x 3 RT NAT,UN,42,2672.5362,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--100--312--RP--1--2,BU HEX G2 UNC - 1 x 3 1/2 RP ZA,UN,50,3515.5784,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--100--312--RP--3--2,BU HEX G2 UNC - 1 x 3 1/2 RP NAT,UN,50,2999.6117,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--100--314--RP--1--2,BU HEX G2 UNC - 1 x 3 1/4 RP ZA,UN,50,3427.4179,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--100--314--RP--3--2,BU HEX G2 UNC - 1 x 3 1/4 RP NAT,UN,50,2933.914,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--100--400--RP--1--2,BU HEX G2 UNC - 1 x 4 RP ZA,UN,45,3829.8559,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--100--400--RP--3--2,BU HEX G2 UNC - 1 x 4 RP NAT,UN,45,3264.2462,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--100--412--RP--1--2,BU HEX G2 UNC - 1 x 4 1/2 RP ZA,UN,40,4121.4827,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--100--412--RP--3--2,BU HEX G2 UNC - 1 x 4 1/2 RP NAT,UN,40,3560.4519,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--100--500--RP--1--2,BU HEX G2 UNC - 1 x 5 RP ZA,UN,35,4481.719,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--100--500--RP--3--2,BU HEX G2 UNC - 1 x 5 RP NAT,UN,30,3899.4954,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--100--RT--1--1,BU HEX G2 UNC - 1/2 x 1 RT ZA,UN,700,283.195,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--100--RT--3--1,BU HEX G2 UNC - 1/2 x 1 RT NAT,UN,700,260.0628,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--112--RT--1--1,BU HEX G2 UNC - 1/2 x 1 1/2 RT ZA,UN,500,367.2671,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--112--RT--3--1,BU HEX G2 UNC - 1/2 x 1 1/2 RT NAT,UN,500,337.2794,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--114--RT--1--1,BU HEX G2 UNC - 1/2 x 1 1/4 RT ZA,UN,600,314.1744,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--114--RT--3--1,BU HEX G2 UNC - 1/2 x 1 1/4 RT NAT,UN,600,288.519,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--134--RT--1--1,BU HEX G2 UNC - 1/2 x 1 3/4 RT ZA,UN,400,395.2916,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--134--RT--3--1,BU HEX G2 UNC - 1/2 x 1 3/4 RT NAT,UN,400,363.0144,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--200--RP--1--1,BU HEX G2 UNC - 1/2 x 2 RP ZA,UN,400,435.1198,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--200--RP--3--1,BU HEX G2 UNC - 1/2 x 2 RP NAT,UN,400,399.5875,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--200--RT--1--1,BU HEX G2 UNC - 1/2 x 2 RT ZA,UN,400,435.1198,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--200--RT--3--1,BU HEX G2 UNC - 1/2 x 2 RT NAT,UN,400,399.5875,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--212--RP--1--1,BU HEX G2 UNC - 1/2 x 2 1/2 RP ZA,UN,300,523.6197,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--212--RP--3--1,BU HEX G2 UNC - 1/2 x 2 1/2 RP NAT,UN,300,480.8685,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--214--RP--1--1,BU HEX G2 UNC - 1/2 x 2 1/4 RP ZA,UN,350,488.2258,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--214--RP--3--1,BU HEX G2 UNC - 1/2 x 2 1/4 RP NAT,UN,350,448.3522,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--214--RT--1--1,BU HEX G2 UNC - 1/2 x 2 1/4 RT ZA,UN,350,488.2258,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--214--RT--3--1,BU HEX G2 UNC - 1/2 x 2 1/4 RT NAT,UN,350,448.3522,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--300--RP--1--1,BU HEX G2 UNC - 1/2 x 3 RP ZA,UN,250,615.0699,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--300--RP--3--1,BU HEX G2 UNC - 1/2 x 3 RP NAT,UN,250,564.8444,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--300--RT--1--1,BU HEX G2 UNC - 1/2 x 3 RT ZA,UN,250,615.0699,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--304--RT--1--1,BU HEX G2 UNC - 1/2 x 3/4 RT ZA,UN,800,237.4731,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--304--RT--3--1,BU HEX G2 UNC - 1/2 x 3/4 RT NAT,UN,800,223.2366,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--312--RP--1--1,BU HEX G2 UNC - 1/2 x 3 1/2 RP ZA,UN,200,716.8433,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--312--RP--3--1,BU HEX G2 UNC - 1/2 x 3 1/2 RP NAT,UN,200,658.3128,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--312--RT--1--1,BU HEX G2 UNC - 1/2 x 3 1/2 RT ZA,UN,200,716.8433,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--400--RP--1--1,BU HEX G2 UNC - 1/2 x 4 RP ZA,UN,200,789.1179,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--400--RP--3--1,BU HEX G2 UNC - 1/2 x 4 RP NAT,UN,200,724.6745,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--400--RT--1--1,BU HEX G2 UNC - 1/2 x 4 RT ZA,UN,200,789.1179,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--400--RT--3--1,BU HEX G2 UNC - 1/2 x 4 RT NAT,UN,200,724.6745,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--412--RP--1--1,BU HEX G2 UNC - 1/2 x 4 1/2 RP ZA,UN,160,887.9435,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--412--RP--3--1,BU HEX G2 UNC - 1/2 x 4 1/2 RP NAT,UN,160,815.4371,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--412--RT--1--1,BU HEX G2 UNC - 1/2 x 4 1/2 RT ZA,UN,160,887.9435,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--500--RP--1--1,BU HEX G2 UNC - 1/2 x 5 RP ZA,UN,150,976.4423,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--500--RP--3--1,BU HEX G2 UNC - 1/2 x 5 RP NAT,UN,150,896.7056,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--708--RT--1--1,BU HEX G2 UNC - 1/2 x 7/8 RT ZA,UN,700,254.4361,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--102--708--RT--3--1,BU HEX G2 UNC - 1/2 x 7/8 RT NAT,UN,700,239.1792,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--104--100--RT--1--1,BU HEX G2 UNC - 1/4 x 1 RT ZA,UN,2800,54.0784,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--104--100--RT--3--1,BU HEX G2 UNC - 1/4 x 1 RT NAT,UN,2800,51.2509,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--104--102--RT--1--1,BU HEX G2 UNC - 1/4 x 1/2 RT ZA,UN,4500,40.6641,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--104--102--RT--3--1,BU HEX G2 UNC - 1/4 x 1/2 RT NAT,UN,4500,38.6717,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--104--112--RT--1--1,BU HEX G2 UNC - 1/4 x 1 1/2 RT ZA,UN,2000,80.5252,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--104--112--RT--3--1,BU HEX G2 UNC - 1/4 x 1 1/2 RT NAT,UN,2000,76.3085,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--104--114--RT--1--1,BU HEX G2 UNC - 1/4 x 1 1/4 RT ZA,UN,2000,68.7826,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--104--114--RT--3--1,BU HEX G2 UNC - 1/4 x 1 1/4 RT NAT,UN,2000,65.1901,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--104--134--RP--1--1,BU HEX G2 UNC - 1/4 x 1 3/4 RP ZA,UN,1500,90.1755,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--104--134--RT--1--1,BU HEX G2 UNC - 1/4 x 1 3/4 RT ZA,UN,1500,90.1755,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--104--134--RT--3--1,BU HEX G2 UNC - 1/4 x 1 3/4 RT NAT,UN,1500,85.4641,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--104--200--RT--1--1,BU HEX G2 UNC - 1/4 x 2 RT ZA,UN,1500,102.2074,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--104--200--RT--3--1,BU HEX G2 UNC - 1/4 x 2 RT NAT,UN,1500,96.8688,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--104--212--RP--1--1,BU HEX G2 UNC - 1/4 x 2 1/2 RP ZA,UN,800,125.5354,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--104--212--RP--3--2,BU HEX G2 UNC - 1/4 x 2 1/2 RP NAT,UN,800,115.443,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--104--214--RP--1--1,BU HEX G2 UNC - 1/4 x 2 1/4 RP ZA,UN,800,114.4043,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--104--214--RP--3--2,BU HEX G2 UNC - 1/4 x 2 1/4 RP NAT,UN,800,108.2688,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--104--234--RP--1--1,BU HEX G2 UNC - 1/4 x 2 3/4 RP ZA,UN,800,137.4113,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--104--300--RP--1--1,BU HEX G2 UNC - 1/4 x 3 RP ZA,UN,400,147.0635,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--104--304--RT--1--1,BU HEX G2 UNC - 1/4 x 3/4 RT ZA,UN,3500,47.5378,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--104--304--RT--3--1,BU HEX G2 UNC - 1/4 x 3/4 RT NAT,UN,3500,45.0557,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--104--308--RT--1--1,BU HEX G2 UNC - 1/4 x 3/8 RT ZA,UN,4700,37.2853,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--104--308--RT--3--1,BU HEX G2 UNC - 1/4 x 3/8 RT NAT,UN,4700,35.4549,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--104--312--RP--1--1,BU HEX G2 UNC - 1/4 x 3 1/2 RP ZA,UN,400,170.0949,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--104--400--RP--1--1,BU HEX G2 UNC - 1/4 x 4 RP ZA,UN,400,193.1344,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--104--412--RP--1--1,BU HEX G2 UNC - 1/4 x 4 1/2 RP ZA,UN,400,213.1865,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--104--500--RP--1--1,BU HEX G2 UNC - 1/4 x 5 RP ZA,UN,400,235.4526,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--104--508--RT--1--1,BU HEX G2 UNC - 1/4 x 5/8 RT ZA,UN,4500,42.6367,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--104--508--RT--3--1,BU HEX G2 UNC - 1/4 x 5/8 RT NAT,UN,4500,40.4115,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--104--708--RT--1--1,BU HEX G2 UNC - 1/4 x 7/8 RT ZA,UN,3000,50.3581,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--104--708--RT--3--1,BU HEX G2 UNC - 1/4 x 7/8 RT NAT,UN,3000,47.7306,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--304--112--RT--1--2,BU HEX G2 UNC - 3/4 x 1 1/2 RT ZA,UN,100,968.5013,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--304--112--RT--3--2,BU HEX G2 UNC - 3/4 x 1 1/2 RT NAT,UN,100,867.86,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--304--134--RT--1--2,BU HEX G2 UNC - 3/4 x 1 3/4 RT ZA,UN,100,1056.2077,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--304--134--RT--3--2,BU HEX G2 UNC - 3/4 x 1 3/4 RT NAT,UN,100,888.177,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--304--200--RT--1--2,BU HEX G2 UNC - 3/4 x 2 RT ZA,UN,100,1138.9179,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--304--200--RT--3--2,BU HEX G2 UNC - 3/4 x 2 RT NAT,UN,100,1034.5365,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--304--212--RP--1--2,BU HEX G2 UNC - 3/4 x 2 1/2 RP ZA,UN,100,1379.1942,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--304--212--RP--3--2,BU HEX G2 UNC - 3/4 x 2 1/2 RP NAT,UN,100,1254.6749,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--304--214--RP--1--2,BU HEX G2 UNC - 3/4 x 2 1/4 RP ZA,UN,100,1276.1507,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--304--214--RP--3--2,BU HEX G2 UNC - 3/4 x 2 1/4 RP NAT,UN,100,1144.1414,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--304--214--RT--3--2,BU HEX G2 UNC - 3/4 x 2 1/4 RT NAT,UN,100,1144.1414,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--304--234--RP--1--2,BU HEX G2 UNC - 3/4 x 2 3/4 RP ZA,UN,100,1489.7384,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--304--234--RP--3--2,BU HEX G2 UNC - 3/4 x 2 3/4 RP NAT,UN,100,1322.2916,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--304--300--RP--1--2,BU HEX G2 UNC - 3/4 x 3 RP ZA,UN,80,1593.3477,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--304--300--RP--3--2,BU HEX G2 UNC - 3/4 x 3 RP NAT,UN,80,1343.1489,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--304--312--RP--1--2,BU HEX G2 UNC - 3/4 x 3 1/2 RP ZA,UN,80,1878.4029,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--304--312--RP--3--2,BU HEX G2 UNC - 3/4 x 3 1/2 RP NAT,UN,80,1633.6321,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--304--314--RP--1--2,BU HEX G2 UNC - 3/4 x 3 1/4 RP ZA,UN,80,1762.6722,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--304--314--RP--3--2,BU HEX G2 UNC - 3/4 x 3 1/4 RP NAT,UN,80,1533.6583,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--304--400--RP--1--2,BU HEX G2 UNC - 3/4 x 4 RP ZA,UN,80,1998.9238,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--304--400--RP--3--2,BU HEX G2 UNC - 3/4 x 4 RP NAT,UN,80,1679.9834,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--304--412--RP--1--2,BU HEX G2 UNC - 3/4 x 4 1/2 RP ZA,UN,80,2205.1205,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--304--412--RP--3--2,BU HEX G2 UNC - 3/4 x 4 1/2 RP NAT,UN,80,1870.5958,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--304--500--RP--1--2,BU HEX G2 UNC - 3/4 x 5 RP ZA,UN,80,2404.7262,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--304--500--RP--3--2,BU HEX G2 UNC - 3/4 x 5 RP NAT,UN,80,2057.658,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--304--600--RP--1--2,BU HEX G2 UNC - 3/4 x 6 RP ZA,UN,80,2825.0749,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--100--RT--1--1,BU HEX G2 UNC - 3/8 x 1 RT ZA,UN,1300,127.518,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--100--RT--3--1,BU HEX G2 UNC - 3/8 x 1 RT NAT,UN,1300,120.3569,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--102--RT--1--2,BU HEX G2 UNC - 3/8 x 1/2 RT ZA,UN,2000,115.6073,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--102--RT--3--2,BU HEX G2 UNC - 3/8 x 1/2 RT NAT,UN,2000,104.493,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--112--RT--1--1,BU HEX G2 UNC - 3/8 x 1 1/2 RT ZA,UN,900,162.5463,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--112--RT--3--1,BU HEX G2 UNC - 3/8 x 1 1/2 RT NAT,UN,900,153.417,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--114--RT--1--1,BU HEX G2 UNC - 3/8 x 1 1/4 RT ZA,UN,1000,154.14,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--114--RT--3--1,BU HEX G2 UNC - 3/8 x 1 1/4 RT NAT,UN,1000,145.4866,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--134--RP--1--1,BU HEX G2 UNC - 3/8 x 1 3/4 RP ZA,UN,750,196.1786,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--134--RT--1--1,BU HEX G2 UNC - 3/8 x 1 3/4 RT ZA,UN,750,196.1786,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--134--RT--3--1,BU HEX G2 UNC - 3/8 x 1 3/4 RT NAT,UN,750,185.1593,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--200--RT--1--1,BU HEX G2 UNC - 3/8 x 2 RT ZA,UN,700,217.9018,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--200--RT--3--1,BU HEX G2 UNC - 3/8 x 2 RT NAT,UN,700,205.6537,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--212--RP--1--1,BU HEX G2 UNC - 3/8 x 2 1/2 RP ZA,UN,500,266.9414,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--212--RP--3--1,BU HEX G2 UNC - 3/8 x 2 1/2 RP NAT,UN,500,251.9462,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--214--RP--1--1,BU HEX G2 UNC - 3/8 x 2 1/4 RP ZA,UN,600,245.9253,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--214--RP--2--1,BU HEX G2 UNC - 3/8 x 2 1/4 RP ZD,UN,600,245.9253,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--214--RP--3--1,BU HEX G2 UNC - 3/8 x 2 1/4 RP NAT,UN,600,232.107,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--234--RP--1--1,BU HEX G2 UNC - 3/8 x 2 3/4 RP ZA,UN,500,295.6645,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--234--RP--3--1,BU HEX G2 UNC - 3/8 x 2 3/4 RP NAT,UN,500,279.0603,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--234--RT--1--1,BU HEX G2 UNC - 3/8 x 2 3/4 RT ZA,UN,500,295.6645,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--300--RP--1--1,BU HEX G2 UNC - 3/8 x 3 RP ZA,UN,450,315.2766,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--300--RP--3--1,BU HEX G2 UNC - 3/8 x 3 RP NAT,UN,450,297.5726,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--304--RT--1--1,BU HEX G2 UNC - 3/8 x 3/4 RT ZA,UN,1500,113.4877,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--304--RT--3--1,BU HEX G2 UNC - 3/8 x 3/4 RT NAT,UN,1500,107.2897,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--312--RP--1--1,BU HEX G2 UNC - 3/8 x 3 1/2 RP ZA,UN,300,360.1347,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--312--RP--3--1,BU HEX G2 UNC - 3/8 x 3 1/2 RP NAT,UN,300,311.4583,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--312--RT--3--1,BU HEX G2 UNC - 3/8 x 3 1/2 RT NAT,UN,300,311.4583,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--400--RP--1--1,BU HEX G2 UNC - 3/8 x 4 RP ZA,UN,400,421.7629,2025-09-24,borroni,FIJACIONES
