tipo_de_producto,codigo_de_producto,descripcion,unid_de_medida,cant_minimo,precio,fecha_de_vigencia,proveedor,hoja_origen
BUL,HEX-G2--1--308--412--RP--1--1,BU HEX G2 UNC - 3/8 x 4 1/2 RP ZA,UN,400,469.4891,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--500--RP--1--1,BU HEX G2 UNC - 3/8 x 5 RP ZA,UN,400,518.454,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--508--RT--1--1,BU HEX G2 UNC - 3/8 x 5/8 RT ZA,UN,2000,99.4494,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--508--RT--3--1,BU HEX G2 UNC - 3/8 x 5/8 RT NAT,UN,2000,94.0045,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--600--RP--1--1,BU HEX G2 UNC - 3/8 x 6 RP ZA,UN,200,615.1851,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--708--RT--1--1,BU HEX G2 UNC - 3/8 x 7/8 RT ZA,UN,1500,117.9981,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--308--708--RT--3--1,BU HEX G2 UNC - 3/8 x 7/8 RT NAT,UN,1500,111.3593,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--508--100--RT--1--2,BU HEX G2 UNC - 5/8 x 1  RT ZA,UN,400,498.6212,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--508--104--RT--1--2,BU HEX G2 UNC - 5/8 x 1 1/4  RT ZA,UN,400,556.1107,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--508--112--RT--1--2,BU HEX G2 UNC - 5/8 x 1 1/2 RT ZA,UN,200,612.909,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--508--112--RT--3--2,BU HEX G2 UNC - 5/8 x 1 1/2 RT NAT,UN,200,563.585,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--508--134--RT--1--2,BU HEX G2 UNC - 5/8 x 1 3/4 RT ZA,UN,200,671.9921,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--508--134--RT--3--2,BU HEX G2 UNC - 5/8 x 1 3/4 RT NAT,UN,200,600.1935,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--508--200--RT--1--2,BU HEX G2 UNC - 5/8 x 2 RT ZA,UN,200,727.9941,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--508--200--RT--3--2,BU HEX G2 UNC - 5/8 x 2 RT NAT,UN,200,721.1054,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--508--212--RP--1--2,BU HEX G2 UNC - 5/8 x 2 1/2 RP ZA,UN,200,936.7008,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--508--212--RP--3--2,BU HEX G2 UNC - 5/8 x 2 1/2 RP NAT,UN,200,841.8821,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--508--214--RP--1--2,BU HEX G2 UNC - 5/8 x 2 1/4 RP ZA,UN,200,828.9988,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--508--214--RP--3--2,BU HEX G2 UNC - 5/8 x 2 1/4 RP NAT,UN,200,785.8112,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--508--234--RP--1--2,BU HEX G2 UNC - 5/8 x 2 3/4 RP ZA,UN,200,969.8716,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--508--234--RP--3--2,BU HEX G2 UNC - 5/8 x 2 3/4 RP NAT,UN,200,852.7426,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--508--300--RP--1--2,BU HEX G2 UNC - 5/8 x 3 RP ZA,UN,80,1040.0778,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--508--300--RP--3--2,BU HEX G2 UNC - 5/8 x 3 RP NAT,UN,80,909.3229,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--508--312--RP--1--2,BU HEX G2 UNC - 5/8 x 3 1/2 RP ZA,UN,80,1180.0372,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--508--312--RP--3--2,BU HEX G2 UNC - 5/8 x 3 1/2 RP NAT,UN,80,1069.9312,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--508--314--RP--1--2,BU HEX G2 UNC - 5/8 x 3 1/4 RP ZA,UN,80,1121.7001,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--508--314--RP--3--2,BU HEX G2 UNC - 5/8 x 3 1/4 RP NAT,UN,80,1016.6522,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--508--400--RP--1--2,BU HEX G2 UNC - 5/8 x 4 RP ZA,UN,80,1327.7275,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--508--400--RP--3--2,BU HEX G2 UNC - 5/8 x 4 RP NAT,UN,80,1144.2332,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--508--400--RT--3--2,BU HEX G2 UNC - 5/8 x 4 RT NAT,UN,80,1144.2332,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--508--412--RP--1--2,BU HEX G2 UNC - 5/8 x 4 1/2 RP ZA,UN,80,1467.8101,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--508--412--RP--3--2,BU HEX G2 UNC - 5/8 x 4 1/2 RP NAT,UN,80,1314.2731,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--508--500--RP--1--2,BU HEX G2 UNC - 5/8 x 5 RP ZA,UN,80,1609.4734,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--508--500--RP--3--2,BU HEX G2 UNC - 5/8 x 5 RP NAT,UN,80,1417.1317,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--508--600--RP--1--2,BU HEX G2 UNC - 5/8 x 6 RP ZA,UN,80,1893.4931,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--516--100--RT--1--1,BU HEX G2 UNC - 5/16 x 1 RT ZA,UN,2000,87.1598,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--516--100--RT--3--1,BU HEX G2 UNC - 5/16 x 1 RT NAT,UN,2000,82.2661,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--516--102--RT--1--1,BU HEX G2 UNC - 5/16 x 1/2 RT ZA,UN,2700,64.4597,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--516--102--RT--3--2,BU HEX G2 UNC - 5/16 x 1/2 RT NAT,UN,2700,61.5356,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--516--112--RT--1--1,BU HEX G2 UNC - 5/16 x 1 1/2 RT ZA,UN,1300,115.4684,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--516--112--RT--3--1,BU HEX G2 UNC - 5/16 x 1 1/2 RT NAT,UN,1300,108.9862,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--516--114--RT--1--1,BU HEX G2 UNC - 5/16 x 1 1/4 RT ZA,UN,1500,101.1719,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--516--114--RT--3--1,BU HEX G2 UNC - 5/16 x 1 1/4 RT NAT,UN,1500,95.4926,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--516--134--RT--1--1,BU HEX G2 UNC - 5/16 x 1 3/4 RT ZA,UN,1100,135.9235,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--516--134--RT--3--1,BU HEX G2 UNC - 5/16 x 1 3/4 RT NAT,UN,1100,128.2919,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--516--200--RP--3--1,BU HEX G2 UNC - 5/16 x 2 RP NAT,UN,1000,140.9926,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--516--200--RT--1--1,BU HEX G2 UNC - 5/16 x 2 RT ZA,UN,1000,149.3741,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--516--200--RT--3--1,BU HEX G2 UNC - 5/16 x 2 RT NAT,UN,1000,140.9926,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--516--212--RP--1--1,BU HEX G2 UNC - 5/16 x 2 1/2 RP ZA,UN,700,184.132,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--516--212--RP--3--1,BU HEX G2 UNC - 5/16 x 2 1/2 RP NAT,UN,700,173.7942,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--516--214--RP--1--1,BU HEX G2 UNC - 5/16 x 2 1/4 RP ZA,UN,800,166.1955,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--516--214--RP--3--1,BU HEX G2 UNC - 5/16 x 2 1/4 RP NAT,UN,800,156.861,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--516--234--RP--3--1,BU HEX G2 UNC - 5/16 x 2 3/4 RP NAT,UN,600,193.0635,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--516--234--RT--1--1,BU HEX G2 UNC - 5/16 x 2 3/4 RP ZA,UN,400,210.231,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--516--300--RP--1--1,BU HEX G2 UNC - 5/16 x 3 RP ZA,UN,400,225.5908,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--516--300--RP--3--2,BU HEX G2 UNC - 5/16 x 3 RP NAT,UN,400,209.6102,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--516--304--RT--1--1,BU HEX G2 UNC - 5/16 x 3/4 RT ZA,UN,2500,73.426,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--516--304--RT--3--1,BU HEX G2 UNC - 5/16 x 3/4 RT NAT,UN,2500,69.3096,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--516--312--RP--1--1,BU HEX G2 UNC - 5/16 x 3 1/2 RP ZA,UN,400,257.8469,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--516--400--RP--1--1,BU HEX G2 UNC - 5/16 x 4 RP ZA,UN,400,290.7759,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--516--412--RP--1--1,BU HEX G2 UNC - 5/16 x 4  1/2RP ZA,UN,400,324.4122,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--516--500--RP--1--1,BU HEX G2 UNC - 5/16 x 5 RP ZA,UN,400,358.0158,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--516--508--RT--1--1,BU HEX G2 UNC - 5/16 x 5/8 RT ZA,UN,2500,66.2846,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--516--508--RT--2--1,BU HEX G2 UNC - 5/16 x 5/8 RT ZD,UN,2500,66.2846,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--516--508--RT--3--1,BU HEX G2 UNC - 5/16 x 5/8 RT NAT,UN,2500,62.5655,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--516--708--RT--1--1,BU HEX G2 UNC - 5/16 x 7/8 RT ZA,UN,2000,79.1717,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--516--708--RT--3--1,BU HEX G2 UNC - 5/16 x 7/8 RT NAT,UN,2000,74.7181,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--708--112--RT--1--2,BU HEX G2 UNC - 7/8 x 1 1/2 RT ZA,UN,130,1530.4422,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--708--134--RT--1--2,BU HEX G2 UNC - 7/8 x 1 3/4 RT ZA,UN,120,1641.429,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--708--200--RT--1--2,BU HEX G2 UNC - 7/8 x 2 RT ZA,UN,110,1749.5409,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--708--212--RP--1--2,BU HEX G2 UNC - 7/8 x 2 1/2 RP ZA,UN,90,2075.0543,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--708--212--RP--3--2,BU HEX G2 UNC - 7/8 x 2 1/2 RP NAT,UN,90,1890.7373,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--708--212--RT--3--2,BU HEX G2 UNC - 7/8 x 2 1/2 RT NAT,UN,90,1890.7373,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--708--214--RP--1--2,BU HEX G2 UNC - 7/8 x 2 1/4 RP ZA,UN,100,2081.8484,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--708--214--RT--1--2,BU HEX G2 UNC - 7/8 x 2 1/4 RT ZA,UN,100,2081.8484,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--708--234--RP--1--2,BU HEX G2 UNC - 7/8 x 2 3/4 RP ZA,UN,85,2115.6462,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--708--234--RP--3--2,BU HEX G2 UNC - 7/8 x 2 3/4 RP NAT,UN,85,1937.996,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--708--300--RP--1--2,BU HEX G2 UNC - 7/8 x 3 RP ZA,UN,80,2228.0577,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--708--300--RP--3--2,BU HEX G2 UNC - 7/8 x 3 RP NAT,UN,80,1994.1695,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--708--312--RP--1--2,BU HEX G2 UNC - 7/8 x 3 1/2 RP ZA,UN,70,2661.813,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--708--312--RP--3--2,BU HEX G2 UNC - 7/8 x 3 1/2 RP NAT,UN,70,2310.6136,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--708--314--RP--1--2,BU HEX G2 UNC - 7/8 x 3 1/4 RP ZA,UN,70,2514.9233,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--708--314--RP--3--2,BU HEX G2 UNC - 7/8 x 3 1/4 RP NAT,UN,70,2183.3098,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--708--400--RP--1--2,BU HEX G2 UNC - 7/8 x 4 RP ZA,UN,65,2827.2001,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--708--400--RP--3--2,BU HEX G2 UNC - 7/8 x 4 RP NAT,UN,65,2410.6282,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--708--412--RP--1--2,BU HEX G2 UNC - 7/8 x 4 1/2 RP ZA,UN,60,3099.4509,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--708--412--RP--3--2,BU HEX G2 UNC - 7/8 x 4 1/2 RP NAT,UN,60,2676.3749,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--708--500--RP--1--2,BU HEX G2 UNC - 7/8 x 5 RP ZA,UN,50,3327.4488,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--708--500--RP--3--2,BU HEX G2 UNC - 7/8 x 5 RP NAT,UN,50,2895.6308,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--716--100--RT--1--1,BU HEX G2 UNC - 7/16 x 1 RT ZA,UN,1000,183.4097,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--716--100--RT--3--1,BU HEX G2 UNC - 7/16 x 1 RT NAT,UN,1000,173.3823,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--716--112--RT--1--1,BU HEX G2 UNC - 7/16 x 1 1/2 RT ZA,UN,700,252.1858,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--716--112--RT--3--1,BU HEX G2 UNC - 7/16 x 1 1/2 RT NAT,UN,700,238.4048,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--716--114--RT--1--1,BU HEX G2 UNC - 7/16 x 1 1/4 RT ZA,UN,800,213.494,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--716--114--RT--3--1,BU HEX G2 UNC - 7/16 x 1 1/4 RT NAT,UN,800,201.8326,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--716--134--RT--1--1,BU HEX G2 UNC - 7/16 x 1 3/4 RT ZA,UN,600,275.1085,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--716--134--RT--3--1,BU HEX G2 UNC - 7/16 x 1 3/4 RT NAT,UN,600,260.0628,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--716--200--RP--1--1,BU HEX G2 UNC - 7/16 x 2 RP ZA,UN,500,303.7693,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--716--200--RP--3--1,BU HEX G2 UNC - 7/16 x 2 RP NAT,UN,500,287.1621,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--716--200--RT--1--1,BU HEX G2 UNC - 7/16 x 2 RT ZA,UN,500,303.7693,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--716--200--RT--3--1,BU HEX G2 UNC - 7/16 x 2 RT NAT,UN,500,287.1621,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--716--212--RP--1--1,BU HEX G2 UNC - 7/16 x 2 1/2 RP ZA,UN,400,371.1037,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--716--212--RP--3--1,BU HEX G2 UNC - 7/16 x 2 1/2 RP NAT,UN,400,350.8238,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--716--214--RP--1--1,BU HEX G2 UNC - 7/16 x 2 1/4 RP ZA,UN,500,338.1485,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--716--214--RP--3--1,BU HEX G2 UNC - 7/16 x 2 1/4 RP NAT,UN,500,319.67,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--716--234--RP--1--1,BU HEX G2 UNC - 7/16 x 2 3/4 RP ZA,UN,420,393.4357,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--716--234--RT--1--1,BU HEX G2 UNC - 7/16 x 2 3/4 RT ZA,UN,420,393.4357,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--716--300--RP--1--1,BU HEX G2 UNC - 7/16 x 3 RP ZA,UN,300,434.8691,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--716--300--RP--3--1,BU HEX G2 UNC - 7/16 x 3 RP NAT,UN,300,411.201,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--716--300--RT--1--1,BU HEX G2 UNC - 7/16 x 3 RT ZA,UN,300,434.8691,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--716--300--RT--3--1,BU HEX G2 UNC - 7/16 x 3 RT NAT,UN,300,411.201,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--716--304--RT--1--1,BU HEX G2 UNC - 7/16 x 3/4 RT ZA,UN,1100,158.3269,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--716--304--RT--3--1,BU HEX G2 UNC - 7/16 x 3/4 RT NAT,UN,1100,149.6824,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--716--312--RP--1--1,BU HEX G2 UNC - 7/16 x 3 1/2 RP ZA,UN,250,505.791,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--716--312--RP--3--1,BU HEX G2 UNC - 7/16 x 3 1/2 RP NAT,UN,250,478.1518,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--716--400--RP--1--1,BU HEX G2 UNC - 7/16 x 4 RP ZA,UN,200,567.4079,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--716--400--RP--3--1,BU HEX G2 UNC - 7/16 x 4 RP NAT,UN,200,536.3994,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--716--412--RP--1--1,BU HEX G2 UNC - 7/16 x 4 1/2 RP ZA,UN,175,633.3156,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--716--412--RP--3--1,BU HEX G2 UNC - 7/16 x 4 1/2 RP NAT,UN,175,598.7086,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--716--500--RP--1--1,BU HEX G2 UNC - 7/16 x 5 RP ZA,UN,150,704.9586,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--716--500--RP--3--1,BU HEX G2 UNC - 7/16 x 5 RP NAT,UN,150,666.4324,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--716--708--RT--1--1,BU HEX G2 UNC - 7/16 x 7/8 RT ZA,UN,1000,171.2234,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--1--716--708--RT--3--1,BU HEX G2 UNC - 7/16 x 7/8 RT NAT,UN,1000,161.8757,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--100--RT--1--1,BU HEX G2 BSW - 1/2 x 1 RT ZA,UN,700,283.195,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--100--RT--3--1,BU HEX G2 BSW - 1/2 x 1 RT NAT,UN,700,260.0628,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--112--RT--1--1,BU HEX G2 BSW - 1/2 x 1 1/2 RT ZA,UN,500,367.2671,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--112--RT--3--1,BU HEX G2 BSW - 1/2 x 1 1/2 RT NAT,UN,500,337.2794,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--114--RT--1--1,BU HEX G2 BSW - 1/2 x 1 1/4 RT ZA,UN,600,314.1744,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--114--RT--3--1,BU HEX G2 BSW - 1/2 x 1 1/4 RT NAT,UN,600,288.519,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--134--RP--3--1,BU HEX G2 BSW - 1/2 x 1 3/4 RP NAT,UN,400,363.0144,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--134--RT--1--1,BU HEX G2 BSW - 1/2 x 1 3/4 RT ZA,UN,400,395.2916,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--134--RT--3--1,BU HEX G2 BSW - 1/2 x 1 3/4 RT NAT,UN,400,363.0144,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--200--RP--1--1,BU HEX G2 BSW - 1/2 x 2 RP ZA,UN,400,435.1198,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--200--RP--3--1,BU HEX G2 BSW - 1/2 x 2 RP NAT,UN,400,399.5875,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--200--RT--1--1,BU HEX G2 BSW - 1/2 x 2  RT ZA,UN,400,435.1198,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--200--RT--3--1,BU HEX G2 BSW - 1/2 x 2  RT NAT,UN,400,399.5875,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--212--RP--1--1,BU HEX G2 BSW - 1/2 x 2 1/2 RP ZA,UN,300,523.6197,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--212--RP--3--1,BU HEX G2 BSW - 1/2 x 2 1/2 RP NAT,UN,300,480.8685,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--212--RT--1--1,BU HEX G2 BSW - 1/2 x 2 1/2 RT ZA,UN,300,523.6197,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--214--RP--1--1,BU HEX G2 BSW - 1/2 x 2 1/4 RP ZA,UN,350,488.2258,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--214--RP--3--1,BU HEX G2 BSW - 1/2 x 2 1/4 RP NAT,UN,350,448.3522,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--234--RP--1--1,BU HEX G2 BSW - 1/2 x 2 3/4 RP ZA,UN,200,583.3719,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--234--RP--3--1,BU HEX G2 BSW - 1/2 x 2 3/4 RP NAT,UN,200,530.9831,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--234--RT--1--1,BU HEX G2 BSW - 1/2 x 2 3/4 RT ZA,UN,200,583.3719,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--300--RP--1--1,BU HEX G2 BSW - 1/2 x 3 RP ZA,UN,250,615.0699,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--300--RP--3--1,BU HEX G2 BSW - 1/2 x 3 RP NAT,UN,250,564.8444,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--304--RT--1--1,BU HEX G2 BSW - 1/2 x 3/4 RT ZA,UN,800,237.4731,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--304--RT--3--1,BU HEX G2 BSW - 1/2 x 3/4 RT NAT,UN,800,223.2366,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--312--RP--1--1,BU HEX G2 BSW - 1/2 x 3 1/2 RP ZA,UN,200,716.8433,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--312--RP--3--1,BU HEX G2 BSW - 1/2 x 3 1/2 RP NAT,UN,200,658.3128,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--314--RP--1--1,BU HEX G2 BSW - 1/2 x 3 1/4 RP ZA,UN,200,693.4572,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--400--RP--1--1,BU HEX G2 BSW - 1/2 x 4 RP ZA,UN,200,789.1179,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--400--RP--3--1,BU HEX G2 BSW - 1/2 x 4 RP NAT,UN,200,724.6745,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--400--RT--1--1,BU HEX G2 BSW - 1/2 x 4 RT ZA,UN,200,789.1179,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--412--RP--1--1,BU HEX G2 BSW - 1/2 x 4 1/2 RP ZA,UN,160,887.9435,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--412--RP--3--1,BU HEX G2 BSW - 1/2 x 4 1/2 RP NAT,UN,160,815.4371,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--500--RP--1--1,BU HEX G2 BSW - 1/2 x 5 RP ZA,UN,150,976.4423,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--500--RP--3--1,BU HEX G2 BSW - 1/2 x 5 RP NAT,UN,150,896.7056,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--600--RP--1--1,BU HEX G2 BSW - 1/2 x 6 RP ZA,UN,100,1169.0146,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--600--RP--3--1,BU HEX G2 BSW - 1/2 x 6 RP NAT,UN,100,1086.5027,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--708--RT--1--1,BU HEX G2 BSW - 1/2 x 7/8 RT ZA,UN,700,254.4361,2025-09-24,borroni,FIJACIONES
BUL,HEX-G2--3--102--708--RT--3--1,BU HEX G2 BSW - 1/2 x 7/8 RT NAT,UN,700,239.1792,2025-09-24,borroni,FIJACIONES
BUL,HEX-G5--0--508--134--RT--2--2,BU HEX G5  - 5/8 x 1 3/4 RT ZD,UN,360,767.533,2025-09-24,borroni,FIJACIONES
BUL,HEX-G5--1--100--212--RP--2--2,BU HEX G5 UNC - 1  x 2 1/2 RP ZD,UN,70,3282.0187,2025-09-24,borroni,FIJACIONES
BUL,HEX-G5--1--100--300--RP--2--2,BU HEX G5 UNC - 1  x 3 RP ZD,UN,60,3735.1809,2025-09-24,borroni,FIJACIONES
BUL,HEX-G5--1--100--312--RP--2--2,BU HEX G5 UNC - 1  x 3 1/2 RP ZD,UN,55,4189.0705,2025-09-24,borroni,FIJACIONES
BUL,HEX-G5--1--100--400--RP--2--2,BU HEX G5 UNC - 1  x 4 RP ZD,UN,50,4641.8412,2025-09-24,borroni,FIJACIONES
BUL,HEX-G5--1--100--412--RP--2--2,BU HEX G5 UNC - 1  x 4 1/2 RP ZD,UN,55,5095.3619,2025-09-24,borroni,FIJACIONES
