codigo,descripcion_original,descripcion_borroni,score,estado
>XJFPMN08019Z,AUTOPERF.C/FIJ.FLANGE PTA MECHA NÂ°8X3/4 ZINC,,0.0,SIN_MATCH
>TUTHCG2MC16DIZQ,TCA.HEX.TORN CONTRAT. G2 M16-1 DICRO IZQUIERDA,,0.0,SIN_MATCH
>TUTHCG2MC16D,TCA.HEX.TORN CONTRAT. G2 M16-1 DICRO DERECHA,,0.0,SIN_MATCH
>HXPMV14025Z,AUTOPERF.C/HEX. PTA MECHA C/ARANDELA VULCANIZADA NÂ°14 X 1 ZINC,,0.0,SIN_MATCH
>TFFG2NC039007Z,TOR. C/FRES. PHIL. G2 5/32 X 5/16 ZINC,,0.0,SIN_MATCH
>TFFG2NC039009Z,TOR. C/FRES. PHIL. G2 5/32 X 3/8 ZINC,,0.0,SIN_MATCH
>TFFG2NC039044Z,TOR. C/FRES. PHIL. G2 5/32 X 1 3/4 ZINC,,0.0,SIN_MATCH
>TTRG2NC047007Z,TOR. TANQ. RAN. G2 3/16 X 5/16 ZINC,,0.0,SIN_MATCH
>PACG10NC079025F,PRIS ALLEN C/CIL.G10 5/16-NC-1 FOSF,,0.0,SIN_MATCH
>PACG10NC079032F,PRIS ALLEN C/CIL.G10 5/16-NC-1 1/4 FOSF,,0.0,SIN_MATCH
>PACG10NC065012F,PRIS ALLEN C/CIL.G10 1/4-NC-1/2 FOSF,,0.0,SIN_MATCH
>PACG10NC065019F,PRIS ALLEN C/CIL.G10 1/4-NC-3/4 FOSF,,0.0,SIN_MATCH
>TUHG2MA06Z,TUERCA HEXAGONAL G2 M06-1 ZINC,,0.0,SIN_MATCH
>XJFPMN08012Z,AUTOPERF.C/FIJ.FLANGE PTA MECHA NÂª 8 x 1/2 ZINC,,0.0,SIN_MATCH
>ALAMBRE,alambre negro recocido 1.63 mm,,0.0,SIN_MATCH
>BHG5NF190240D,BULON HEXAGONAL G5 3/4-UNF-240 DICRO,BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/4,0.711,MATCH
>BHG5NF190280D,BULON HEXAGONAL G5 3/4-UNF-280 DICRO,BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/4,0.711,MATCH
>BHG5NF190300D,BULON HEXAGONAL G5 3/4-UNF-300 DICRO,BULON HEXAGONAL - UNC - WHIT - GRADO 5 3/4,0.711,MATCH
>TPJI007019W,TOR.PARKER C/FIJ.INOXIDABLE NÂ° 07 X 3/4 W,,0.0,SIN_MATCH
>TPFI007025W,TOR.PARKER C/FRES.INOXIDABLE NÂ° 07 X 1 W,,0.0,SIN_MATCH
>PAFINC065012,PRIS ALLEN C/FRES.INOXIDABLE 1/4 X UNC X 1/2,,0.0,SIN_MATCH
>TPJCG2G08032Z,TOR.PARKER C/FIJ.COMB.G2 NÂ°8X1 1/4Z,,0.0,SIN_MATCH
>TPJCG2G10025Z,TOR.PARKER C/FIJ.COMB.G2 NÂ°10 X 1 Z,,0.0,SIN_MATCH
>TPJCG2G12025Z,TOR.PARKER C/FIJ.COMB.G2 NÂ°12 X 1 Z,,0.0,SIN_MATCH
>TPJCG2G08012Z,TOR.PARKER C/FIJ.COMB.G2 NÂ°8 X 1/2 Z,,0.0,SIN_MATCH
>TTRG2NC047019Z,TOR. TANQ. RAN. G2 3/16 X 3/4 ZINC,,0.0,SIN_MATCH
>BHG8MA10050CCF,"BULON HEXAGONAL (10.9) M10-1,50-50 FOSFATIZADO CON CUELLO",,0.0,SIN_MATCH
>14,DIFERENCIA EN PRECIO CON IVA,,0.0,SIN_MATCH
>TPJCG2G06032Z,TOR.PARKER C/FIJ.COMB.G2 NÂ°6 X 1 1/4Z,,0.0,SIN_MATCH
>3320,Tarugos PY 6  C/T Bolsa x 1000 unid.,,0.0,SIN_MATCH
>PACG10NC095110F,PRIS ALLEN C/CIL.G10 3/8-NC-4 1/2 FOSF,,0.0,SIN_MATCH
>TJPG2MA04010Z,TORNILLO C/FIJADORA PHIL. M04-0.7-10 ZINC,,0.0,SIN_MATCH
>TJPG2MA03020Z,TORNILLO C/FIJADORA PHIL. M03-0.5-20 ZINC,,0.0,SIN_MATCH
>INTERES,INTERESES POR MORA,,0.0,SIN_MATCH
>PACIMA08016,PRISIONERO ALLEN C/CIL. INOXIDABLE M 8-1.25-16,,0.0,SIN_MATCH
>ABRAZ32,ABRAZADERA CAÃO DE ESCAPE TIPO U 32,,0.0,SIN_MATCH
>ABRAZ44,ABRAZADERA CAÃO DE ESCAPE TIPO U 44,,0.0,SIN_MATCH
>CPP050,"CLAVOS PUNTA PARIS 2""",,0.0,SIN_MATCH
>CPP063,"CLAVOS PUNTA PARIS 2 1/2""",ARANDELAS PLANAS 1 1/2,0.665,MATCH
>CPP076,"CLAVOS PUNTA PARIS 3""",,0.0,SIN_MATCH
>15,cajas de carton corrugado,,0.0,SIN_MATCH
>PASG10NC065016F,PRIS.ALLEN S/CABEZA G10 1/4-UNC-5/8 FOSF,,0.0,SIN_MATCH
>ADUANA,GASTOS DE IMPORTACION,,0.0,SIN_MATCH
>GTONOGRAV,GASTOS NO GRAVADOS,,0.0,SIN_MATCH
>TUTHCG2MA14D,TCA .HEX.TORN CONTRAT. G2 M14-2 DICRO,,0.0,SIN_MATCH
>AP125A095Z,ARANDELA PLANA DIN125A 3/8 ZINC,ARANDELAS PLANAS 1 3/8,0.855,MATCH
>PITON8ABS/TZ,PITON ABIERTO SIN TOPE #8 ZINCADO,,0.0,SIN_MATCH
>BMG5MA08025D,"BULON MOLETEADO (8,8) M08-1,25-25 DICRO",,0.0,SIN_MATCH
>BCRTG2WH095140,"BUL. C/RED. C/ CUAD. G2 3/8-WH- 5,1/2 ZINC CON TUERCA",,0.0,SIN_MATCH
>BCRTG2WH079090,"BUL. C/RED. C/ CUAD. G2 5/16-WH- 3,1/2 ZINC CON TUERCA",,0.0,SIN_MATCH
>3313,Tarugos PY 4 Bolsa x 1000 unid.,,0.0,SIN_MATCH
>3314,Tarugos PY 5 Bolsa x 1000 unid.,,0.0,SIN_MATCH
>3315,Tarugos PY 6 Bolsa x 1000 unid.,,0.0,SIN_MATCH
>3326,Tarugos PY 7 Bolsa x 1000 unid.,,0.0,SIN_MATCH
>3316,Tarugos PY 8 Bolsa x 1000 unid.,,0.0,SIN_MATCH
>3317,Tarugos PY 10 Bolsa x 500 unid.,,0.0,SIN_MATCH
>3318,Tarugos PY 12 Bolsa x 100 unid.,,0.0,SIN_MATCH
>3319,Tarugos PY 14 Bolsa x 100 unid.,,0.0,SIN_MATCH
>3427,Tarugos PY 4 Caja x 4000 (10 cajas de cartulina x 400 ),,0.0,SIN_MATCH
>3428,Tarugos PY 5 Caja x 4000 (20 cajas de cartulina x 200 ),,0.0,SIN_MATCH
>3429,Tarugos PY 6 Caja x 4000 (20 cajas de cartulina x 200 ),,0.0,SIN_MATCH
>3435,Tarugos PY 7 Caja x 2000 (10 cajas de cartulina x 200 ),,0.0,SIN_MATCH
>3430,Tarugos PY 8 Caja x 2000 (20 cajas de cartulina x 100 ),,0.0,SIN_MATCH
>3431,Tarugos PY 10 Caja x 1000 (20 cajas de cartulina x 50 ),,0.0,SIN_MATCH
>3432,Tarugos PY 12 Caja x 250   (10 cajas de cartulina x 25 ),,0.0,SIN_MATCH
>3433,Tarugos PY 14 Caja x 200   (10 cajas de cartulina x 20 ),,0.0,SIN_MATCH
>3532,Tarugos PY 5 Caja x 7000 (35 Bolsitas x 200 unid.),,0.0,SIN_MATCH
>3533,Tarugos PY 6 Caja x 5000 (25 Bolsitas x 200 unid.),,0.0,SIN_MATCH
>3536,Tarugos PY 10 Caja x 1000 (20 Bolsitas x 50 unid.),,0.0,SIN_MATCH
>3537,Tarugos PY 12 Caja x 500   (20 Bolsitas x 25 unid.),,0.0,SIN_MATCH
>8314,Tarugos PY 5 MAXI - POTE x 2000,,0.0,SIN_MATCH
>8315,Tarugos PY 6 MAXI - POTE x 1000,,0.0,SIN_MATCH
>8316,Tarugos PY 8 MAXI - POTE x 500,,0.0,SIN_MATCH
>8317,Tarugos PY 10 MAXI - POTE x 250,,0.0,SIN_MATCH
>3387,Tarugos Hyperfix 10x85 mm,,0.0,SIN_MATCH
>3388,Tarugos Hyperfix 10x105 mm,,0.0,SIN_MATCH
>3389,Tarugos Hyperfix 10x125 mm,,0.0,SIN_MATCH
>3487,Tarugos Hyperfix con Tornillo Tirafondo  10x85 mm Caja x 200 (10 cajas de cartulina x 20+20 ),,0.0,SIN_MATCH
>3488,Tarugos Hyperfix con Tornillo Tirafondo  10x105 mm Caja x 200 (10 cajas de cartulina x 20+20 ),,0.0,SIN_MATCH
>3489,Tarugos Hyperfix con Tornillo Tirafondo  10x125 mm Caja x 100 (10 cajas de cartulina x 10+10 ),,0.0,SIN_MATCH
>3201,PROPER - Colector de Polvo para Taladro  en cajas de 25 unidades,,0.0,SIN_MATCH
>3233,Tarugos ESPYGA 5 Bolsa x 1000 unid.,,0.0,SIN_MATCH
>3234,Tarugos ESPYGA 6 Bolsa x 1000 unid.,,0.0,SIN_MATCH
>3236,Tarugos ESPYGA 10 Bolsa x 250 unid.,,0.0,SIN_MATCH
>3237,Tarugos ESPYGA 12 Bolsa x 100 unid.,,0.0,SIN_MATCH
>3238,Tarugos ESPYGA 14 Bolsa x 50 unid.,,0.0,SIN_MATCH
>3240,Tarugos ESPYGA 5 Caja x 2000 (10 cajas de cartulina x 200 ),,0.0,SIN_MATCH
>3241,Tarugos ESPYGA 6 Caja x 2000 (20 cajas de cartulina x 100 ),,0.0,SIN_MATCH
>3242,Tarugos ESPYGA 8 Caja x 1000 (20 cajas de cartulina x 50 ),,0.0,SIN_MATCH
>3243,Tarugos ESPYGA 10 Caja x 500   (20 cajas de cartulina x 25 ),,0.0,SIN_MATCH
>3244,Tarugos ESPYGA 12 Caja x 200   (10 cajas de cartulina x 20 ),,0.0,SIN_MATCH
>3245,Tarugos ESPYGA 14 Caja x 100   (10 cajas de cartulina x 10 ),,0.0,SIN_MATCH
>3540,Tarugos ESPYGA 5 Caja x 3000 (15 Bolsitas x 200 unid.),,0.0,SIN_MATCH
>3541,Tarugos ESPYGA 6 Caja x 3000 (30 Bolsitas x 100 unid.),,0.0,SIN_MATCH
>3542,Tarugos ESPYGA 8 Caja x 1500 (30 Bolsitas x 50 unid.),,0.0,SIN_MATCH
>3543,Tarugos ESPYGA 10 Caja x 750   (30 Bolsitas x 25 unid.),,0.0,SIN_MATCH
>3544,Tarugos ESPYGA 12 Caja x 600   (30 Bolsitas x 20 unid.),,0.0,SIN_MATCH
>3545,Tarugos ESPYGA 14 Caja x 300   (30 Bolsitas x 10 unid.),,0.0,SIN_MATCH
>3328,Tarugos PY 4  C/T Bolsa x 1000 unid.,,0.0,SIN_MATCH
>3325,Tarugos PY 5  C/T Bolsa x 1000 unid.,,0.0,SIN_MATCH
>3321,Tarugos PY 8  C/T Bolsa x 500 unid.,,0.0,SIN_MATCH
>3322,Tarugos PY 10 C/T Bolsa x 500 unid.,,0.0,SIN_MATCH
>3323,Tarugos PY 12 C/T Bolsa x 100 unid.,,0.0,SIN_MATCH
>3438,Tarugos PY 4  C/T Caja x 2000 (10 cajas de cartulina x 200 ),,0.0,SIN_MATCH
>3439,Tarugos PY 5  C/T Caja x 3000 (20 cajas de cartulina x 150 ),,0.0,SIN_MATCH
>3440,Tarugos PY 6  C/T Caja x 2000 (20 cajas de cartulina x 100 ),,0.0,SIN_MATCH
>3441,Tarugos PY 8  C/T Caja x 1000 (20 cajas de cartulina x 50 ),,0.0,SIN_MATCH
>3442,Tarugos PY 10 C/T Caja x 800   (20 cajas de cartulina x 40 ),,0.0,SIN_MATCH
>3443,Tarugos PY 12 C/T Caja x 250   (10 cajas de cartulina x 25 ),,0.0,SIN_MATCH
>3550,Tarugos PY 6  C/T Caja x 3000 (30 Bolsitas x 100 unid.),,0.0,SIN_MATCH
>3551,Tarugos PY 8  C/T Caja x 1000 (20 Bolsitas x 50 unid.),,0.0,SIN_MATCH
>3131,Tarugos PY 5  C/T C/CLAVO-TORNILLO Caja x 2000 (20 cajas de cartulina x 100+100 ),,0.0,SIN_MATCH
>3132,Tarugos PY 6  C/T C/CLAVO-TORNILLO Caja x 1000 (20 cajas de cartulina x 50+50 ),,0.0,SIN_MATCH
>3133,Tarugos PY 8  C/T C/CLAVO-TORNILLO Caja x 500 (20 cajas de cartulina x 25+25 ),,0.0,SIN_MATCH
>3134,Tarugos PY 10 C/T C/CLAVO-TORNILLO Caja x 400   (20 cajas de cartulina x 20+20),,0.0,SIN_MATCH
>3370,Tarugos PY PLUS 6 x 40 mm Bolsa x 100 unidades,,0.0,SIN_MATCH
>3371,Tarugos PY PLUS 6 x 60 mm Bolsa x 100 unidades,,0.0,SIN_MATCH
>3372,Tarugos PY PLUS 6 x 80 mm Bolsa x 100 unidades,,0.0,SIN_MATCH
>3374,Tarugos PY PLUS 8 x 60 mm Bolsa x 100 unidades,,0.0,SIN_MATCH
>3375,Tarugos PY PLUS 8 x 80 mm Bolsa x 100 unidades,,0.0,SIN_MATCH
>3376,Tarugos PY PLUS 8 x 100 mm Bolsa x 100 unidades,,0.0,SIN_MATCH
>3471,Tarugos PY PLUS 6 x 60 mm C/ CLAVO-TORNILLO Caja x 250 (10 cajas de cartulina x 25 ),,0.0,SIN_MATCH
>3472,Tarugos PY PLUS 6 x 80 mm C/ CLAVO-TORNILLO Caja x 250 (10 cajas de cartulina x 25 ),,0.0,SIN_MATCH
>3474,Tarugos PY PLUS 8 x 60 mm C/ CLAVO-TORNILLO Caja x 250 (10 cajas de cartulina x 25 ),,0.0,SIN_MATCH
>3385,Tarugos PY Espyral para Placa de Yeso Bolsa de 250 unidades,,0.0,SIN_MATCH
>3585,Tarugos PY Espyral para Placa de Yeso Caja x 1500 (30 Bolsitas x 50 unid.),,0.0,SIN_MATCH
>3151,Tarugos PY Espyral con TORNILLO p/ Placa de Yeso Caja x 500 (10 cajas de cartulina x 50 ),,0.0,SIN_MATCH
>3161,Tarugos PYCK 8 S-10 Bolsa x 250 unidades,,0.0,SIN_MATCH
>3162,Tarugos PYCK 8 M-20 Bolsa x 250 unidades,,0.0,SIN_MATCH
>3163,Tarugos PYCK 8 L-30 Bolsa x 250 unidades,,0.0,SIN_MATCH
>3171,Tarugos PYCK 8 S-10 CON TORNILLO Caja x 500 (10 cajas de cartulina x 50 ),,0.0,SIN_MATCH
>3172,Tarugos PYCK 8 M-20 CON TORNILLO Caja x 250 (10 cajas de cartulina x 25 ),,0.0,SIN_MATCH
>3173,Tarugos PYCK 8 L-30 CON TORNILLO Caja x 250 (10 cajas de cartulina x 25 ),,0.0,SIN_MATCH
>3380,Tarugos Colpy 6  Bolsa x 250 unidades,,0.0,SIN_MATCH
>3381,"Tarugos Colpy 8 ""corto"" Bolsa x 250 unidades",,0.0,SIN_MATCH
>3382,"Tarugos Colpy 8 ""largo"" Bolsa x 250 unidades",,0.0,SIN_MATCH
>3383,Tarugos Colpy 8 S Bolsa x 250 unidades,,0.0,SIN_MATCH
>3386,Tarugos Colpy 8 Cerrado Bolsa x 250 unidades,,0.0,SIN_MATCH
>3280,Tarugos Colpy 6 para paredes macizas con Clavo-Tornillo Caja x 250 (10 cajas de cartulina x 25 ),,0.0,SIN_MATCH
>3281,"Tarugos Colpy 8 ""corto"" para paredes macizas  con Clavo-Tornillo Caja x 250 (10 cajas de cartulina x 25 )",,0.0,SIN_MATCH
>3282,"Tarugos Colpy 8 ""largo"" para paredes macizas  con Clavo-Tornillo Caja x 250 (10 cajas de cartulina x 25 )",,0.0,SIN_MATCH
>3286,Tarugos Colpy 8 Cerrado para paredes macizas  con Clavo-Tornillo Caja x 250 (10 cajas de cartulina x 25 ),,0.0,SIN_MATCH
>3283,Tarugos Colpy 8 S para paredes huecas CON TORNILLOS Caja x 250 (10 cajas de cartulina x 25 ),,0.0,SIN_MATCH
>3294,Grampa CLAMPY 19-25 Bolsa x 25 unidades,,0.0,SIN_MATCH
>3295,Grampa CLAMPY 25-32 Bolsa x 25 unidades,,0.0,SIN_MATCH
>3296,Grampa CLAMPY 32-40 Bolsa x 25 unidades,,0.0,SIN_MATCH
>3556,Grampa CLAMPY 19-25 Bolsa x 25 unidades Anti UV,,0.0,SIN_MATCH
>3557,Grampa CLAMPY 25-32 Bolsa x 25 unidades Anti UV,,0.0,SIN_MATCH
>3558,Grampa CLAMPY 32-40 Bolsa x 25 unidades Anti UV,,0.0,SIN_MATCH
>3844,Tarugos Syntor FIT PY 8 Bolsa x 100 unidades,,0.0,SIN_MATCH
>3831,Tarugos Syntor Clavo PY 6 Bolsa x 100 unidades,,0.0,SIN_MATCH
>3832,Tarugos Syntor Clavo PY 8 Bolsa x 100 unidades,,0.0,SIN_MATCH
>3837,Tarugos Syntor Precinto PY 6 Bolsa x 100 unidades,,0.0,SIN_MATCH
>3838,Tarugos Syntor Precinto PY 8 Bolsa x 100 unidades,,0.0,SIN_MATCH
>3839,Tarugos Syntor Precinto PY 6 Bolsa x 100 unidades Negro Anti UV,,0.0,SIN_MATCH
>3840,Tarugos Syntor Precinto PY 8 Bolsa x 100 unidades Negro Anti UV,,0.0,SIN_MATCH
>3841,Tarugos Syntor Gancho PY 6 Bolsa x 100 unidades,,0.0,SIN_MATCH
>3842,Tarugos Syntor Gancho PY 8 Bolsa x 100 unidades,,0.0,SIN_MATCH
>3847,"Tarugos Syntor Grampa Ã 1/2""  PY 6 Bolsa x 100 unidades",,0.0,SIN_MATCH
>3848,"Tarugos Syntor Grampa Ã 1/2""  PY 8 Bolsa x 100 unidades",,0.0,SIN_MATCH
>3849,"Tarugos Syntor Grampa Ã 5/8""  PY 8 Bolsa x 100 unidades",,0.0,SIN_MATCH
>3850,"Tarugos Syntor Grampa Ã 3/4""  PY 8 Bolsa x 100 unidades",,0.0,SIN_MATCH
>3855,"Tarugos Syntor Grampa Ã 1/2""  PY 6 Bolsa x 100 unidades Anti UV",,0.0,SIN_MATCH
>3856,"Tarugos Syntor Grampa Ã 1/2""  PY 8 Bolsa x 100 unidades Anti UV",,0.0,SIN_MATCH
>3857,"Tarugos Syntor Grampa Ã 5/8""  PY 8 Bolsa x 100 unidades Anti UV",,0.0,SIN_MATCH
>3858,"Tarugos Syntor Grampa Ã 3/4""  PY 8 Bolsa x 100 unidades Anti UV",,0.0,SIN_MATCH
>3111,Tarugos PY 6 Univ. Bolsa de polietileno x 1000,,0.0,SIN_MATCH
>3112,Tarugos PY 8 Univ. Bolsa de polietileno x 500,,0.0,SIN_MATCH
>3113,Tarugos PY 10 Univ. Bolsa de polietileno x 250,,0.0,SIN_MATCH
>3121,Tarugos PY 6 Univ. Caja x 2000 (20 cajas de cartulina x 100 ),,0.0,SIN_MATCH
>3122,Tarugos PY 8 Univ. Caja x 1000 (20 cajas de cartulina x 50 ),,0.0,SIN_MATCH
>3123,Tarugos PY 10 Univ. Caja x 250   (10 cajas de cartulina x 25 ),,0.0,SIN_MATCH
>3141,Tarugos PY 6 Univ. Caja x 1000 (20 cajas de cartulina x 50 ),,0.0,SIN_MATCH
>3142,Tarugos PY 8 Univ. Caja x 500   (20 cajas de cartulina x 25 ),,0.0,SIN_MATCH
>3143,Tarugos PY 10 Univ. Caja x 200   (10 cajas de cartulina x 20 ),,0.0,SIN_MATCH
>3330,Tarugos PY 5 P/Pre. Bolsa de polietileno x 1000,,0.0,SIN_MATCH
>3331,Tarugos PY 6 P/Pre. Bolsa de polietileno x 1000,,0.0,SIN_MATCH
>3332,Tarugos PY 8 P/Pre. Bolsa de polietileno x 500,,0.0,SIN_MATCH
>3334,Tarugos PY 10 P/Pr. Bolsa de polietileno x 200,,0.0,SIN_MATCH
>3333,Tarugos PY 14 P/Pr. Bolsa de polietileno x 50,,0.0,SIN_MATCH
>3450,Tarugos PY 5 P/Pre. Caja x 2000 (20 cajas de cartulina x 100 ),,0.0,SIN_MATCH
>3451,Tarugos PY 6 P/Pre. Caja x 2000 (20 cajas de cartulina x 100 ),,0.0,SIN_MATCH
>3452,Tarugos PY 8 P/Pre. Caja x 1000 (20 cajas de cartulina x 50 ),,0.0,SIN_MATCH
>3453,Tarugos PY 10 P/Pr. Caja x 500   (20 cajas de cartulina x 25 ),,0.0,SIN_MATCH
>4314," Precintos de Nylon 3,6 x 140 mm Bolsa X 100 unid.",,0.0,SIN_MATCH
>4320," Precintos de Nylon 3,6 x 200 mm Bolsa X 100 unid.",,0.0,SIN_MATCH
>4420," Precintos de Nylon 4,8 x 200 mm Bolsa X 100 unid.",,0.0,SIN_MATCH
>4430," Precintos de Nylon 4,8 x 300 mm Bolsa X 100 unid.",,0.0,SIN_MATCH
>4736," Precintos de Nylon 7,6 x 365 mm Bolsa X 100 unid.",,0.0,SIN_MATCH
>6410,Arandela PYSOLANT para Sistema EIFS Bolsa x 100 unidades,,0.0,SIN_MATCH
>4010,Abrazadera de Encastre Regulable 9-11 Bolsa x 100 unid.,,0.0,SIN_MATCH
>4011,Abrazadera de Encastre Regulable 11-13 Bolsa x 100 unid.,,0.0,SIN_MATCH
>4012,Abrazadera de Encastre Regulable 13-15 Bolsa x 100 unid.,,0.0,SIN_MATCH
>4013,Abrazadera de Encastre Regulable 15-17 Bolsa x 100 unid.,,0.0,SIN_MATCH
>4014,Abrazadera de Encastre Regulable 17-19 Bolsa x 100 unid.,,0.0,SIN_MATCH
>4015,Abrazadera de Encastre Regulable 19-21 Bolsa x 100 unid.,,0.0,SIN_MATCH
>4016,Abrazadera de Encastre Regulable 21-23 Bolsa x 100 unid.,,0.0,SIN_MATCH
>4017,Abrazadera de Encastre Regulable 23-25 Bolsa x 100 unid.,,0.0,SIN_MATCH
>4018,Abrazadera de Encastre Regulable 25-27 Bolsa x 100 unid.,,0.0,SIN_MATCH
>4019,Abrazadera de Encastre Regulable 27-29 Bolsa x 100 unid.,,0.0,SIN_MATCH
>4020,Abrazadera de Encastre Regulable 29-31 Bolsa x 100 unid.,,0.0,SIN_MATCH
>4021,Abrazadera de Encastre Regulable 31-33 Bolsa x 100 unid.,,0.0,SIN_MATCH
>4022,Abrazadera de Encastre Regulable 33-35 Bolsa x 100 unid.,,0.0,SIN_MATCH
>4023,Abrazadera de Encastre Regulable 35-38 Bolsa x 100 unid.,,0.0,SIN_MATCH
>4024,Abrazadera de Encastre Regulable 38-41 Bolsa x 50 unid.,,0.0,SIN_MATCH
>4025,Abrazadera de Encastre Regulable 41-44 Bolsa x 50 unid.,,0.0,SIN_MATCH
>4026,Abrazadera de Encastre Regulable 44-47 Bolsa x 50 unid.,,0.0,SIN_MATCH
>4027,Abrazadera de Encastre Regulable 47-50 Bolsa x 50 unid.,,0.0,SIN_MATCH
>4028,Abrazadera de Encastre Regulable 50-54 Bolsa x 50 unid.,,0.0,SIN_MATCH
>4029,Abrazadera de Encastre Regulable 54-58 Bolsa x 50 unid.,,0.0,SIN_MATCH
>4030,Abrazadera de Encastre Regulable 58-62 Bolsa x 50 unid.,,0.0,SIN_MATCH
>4031,Abrazadera de Encastre Regulable 62-66 Bolsa x 50 unid.,,0.0,SIN_MATCH
>4032,Pinza Profesional para cierre y apertura,,0.0,SIN_MATCH
>3931,Tarugos PY 5 con Tornillos Caja x 1000 (10 Bolsitas x 100+100 unid.),,0.0,SIN_MATCH
>3932,Tarugos PY 6 con Tornillos Caja x 1000 (10 Bolsitas x 100+100 unid.),,0.0,SIN_MATCH
>3934,Tarugos PY 8 con Tornillos Caja x 500 (10 Bolsitas x 50+50 unid.),,0.0,SIN_MATCH
>3935,Tarugos PY 10 con Tornillos Caja x 250 (10 Bolsitas x 25+25 unid.),,0.0,SIN_MATCH
>3940,Tarugos ESPYGA 5 con Tornillos Caja x 1000 (10 Bolsitas x 100+100 unid.),,0.0,SIN_MATCH
>3941,Tarugos ESPYGA 6 con Tornillos Caja x 1000 (10 Bolsitas x 100+100 unid.),,0.0,SIN_MATCH
>3942,Tarugos ESPYGA 8 con Tornillos Caja x 500 (10 Bolsitas x 50+50 unid.),,0.0,SIN_MATCH
>3943,Tarugos ESPYGA 10 con Tornillos Caja x 250 (10 Bolsitas x 25+25 unid.),,0.0,SIN_MATCH
>3950,Tarugos PY 6  C/T con Tornillos Caja x 1000 (10 Bolsitas x 100+100 unid.),,0.0,SIN_MATCH
>3951,Tarugos PY 8  C/T con Tornillos Caja x 500 (10 Bolsitas x 50+50 unid.),,0.0,SIN_MATCH
>3960,Tarugos PY Espyral con Tornillos Caja x 500 (10 Bolsitas x 50+50 unid.),,0.0,SIN_MATCH
>3961,Tarugos PYCK 8 S-10 con Tornillos Caja x 500 (10 Bolsitas x 50+50 unid.),,0.0,SIN_MATCH
>7031," Caja con 6 APYLABLES de 4 MÃ³dulos con Tornillos  (75 Tarugos PY 5,  50 Tarugos PY 6,  25 Tarugos PY 8,  15 Tarugos PY 10)",,0.0,SIN_MATCH
>7032," Caja con 6 APYLABLES de 4 MÃ³dulos con Tornillos (30 Tarugos PY 5 + Tornillos, 20 Tarugos PY 6 + Tornillos, 12 Tarugos PY 8 + Tornillos, 10 Tarugos PY 10 + Tornillos)",,0.0,SIN_MATCH
>7036," Caja con 6 APYLABLES de 4 MÃ³dulos con Tornillos (50 Tarugos ESPYGA 5, 30 Tarugos ESPYGA 6, 20 Tarugos ESPYGA 8, 10 Tarugos ESPYGA 10)",,0.0,SIN_MATCH
>7034," Caja con 6 APYLABLES de 3 MÃ³dulos (10 Tarugos Espyga PY 8 + Tornillos, 5 Tarugos Espyga PY 10 + Tornillos, 10 Espyral + Tornillos)",,0.0,SIN_MATCH
>7033," Caja con 6 APYLABLES de 3 MÃ³dulos (20 Tarugos PY 6 U + Tornillos, 10 Tarugos PY 8 U + Tornillos, 10 Espyral + Tornillos)",,0.0,SIN_MATCH
>7035," Caja con 6 APYLABLES de 3 MÃ³dulos (75 Grampyta PY 8, 50 Grampyta PY 6 Coaxil, 50 Grampyta PY 8 Coaxil)",,0.0,SIN_MATCH
>3100,Envase EXPENDEDOR Transparente NÂº 1  Contiene: 1000 PY 5 - 1000 PY 6 - 500 PY 8,,0.0,SIN_MATCH
>3101,Envase EXPENDEDOR Transparente NÂº 2  Contiene: 1000 PY 6 - 500 PY 8 - 250 PY 10,,0.0,SIN_MATCH
>6427,Tarugos en POTES TRANSPARENTES PY 4 Caja x 3000 (12 Potes Transp. X 250),,0.0,SIN_MATCH
>6428,Tarugos en POTES TRANSPARENTES PY 5 Caja x 3600 (18 Potes Transp. X 200),,0.0,SIN_MATCH
>6429,Tarugos en POTES TRANSPARENTES PY 6 Caja x 1800 (18 Potes Transp. X 100),,0.0,SIN_MATCH
>6430,Tarugos en POTES TRANSPARENTES PY 8 Caja x 900   (18 Potes Transp. X 50),,0.0,SIN_MATCH
>6431,Tarugos en POTES TRANSPARENTES PY 10 Caja x 450   (18 Potes Transp. X 25),,0.0,SIN_MATCH
>6300,Tarugos en POTES TRANSPARENTE PY 4 c/Tornillo Caja x 1200 (12 Potes Transp. X 100),,0.0,SIN_MATCH
>6301,Tarugos en POTES TRANSPARENTE PY 5 c/Tornillo Caja x 1800 (18 Potes Transp. X 100),,0.0,SIN_MATCH
>6302,Tarugos en POTES TRANSPARENTE PY 6 c/Tornillo Caja x 1350 (18 Potes Transp. X 75),,0.0,SIN_MATCH
>6303,Tarugos en POTES TRANSPARENTE PY 8 c/Tornillo Caja x 720   (18 Potes Transp. X 40),,0.0,SIN_MATCH
>6040,Tarugos en POTES TRANSPARENTE ESPYGA 5 c/Tornillo Caja x 540 (18 Potes Transp. X 30),,0.0,SIN_MATCH
>6041,Tarugos en POTES TRANSPARENTE ESPYGA 6 c/Tornillo Caja x 450 (18 Potes Transp. X 25),,0.0,SIN_MATCH
