codigo,descripcion_original,descripcion_borroni,score,estado
>BHG5MA14070D,BULON HEXAGONAL (8.8) M14-2-70 DICRO,,0.0,SIN_MATCH
>BHG5MA14075D,BULON HEXAGONAL (8.8) M14-2-75 DICRO,,0.0,SIN_MATCH
>BHG5MA14080D,BULON HEXAGONAL (8.8) M14-2-80 DICRO,,0.0,SIN_MATCH
>BHG5MA14090D,BULON HEXAGONAL (8.8) M14-2-90 DICRO,,0.0,SIN_MATCH
>BHG5MA14095D,BULON HEXAGONAL (8.8) M14-2-95 DICRO,,0.0,SIN_MATCH
>BHG5MA14100D,BULON HEXAGONAL (8.8) M14-2-100 DICRO,,0.0,SIN_MATCH
>BHG5MA14110D,BULON HEXAGONAL (8.8) M14-2-110 DICRO,,0.0,SIN_MATCH
>BHG5MA14120D,BULON HEXAGONAL (8.8) M14-2-120 DICRO,,0.0,SIN_MATCH
>BHG5MA14130D,BULON HEXAGONAL (8.8) M14-2-130 DICRO,,0.0,SIN_MATCH
>BHG5MA14140D,BULON HEXAGONAL (8.8) M14-2-140 DICRO,,0.0,SIN_MATCH
>BHG5MA14150D,BULON HEXAGONAL (8.8) M14-2-150 DICRO,,0.0,SIN_MATCH
>BHG5MA16025D,BULON HEXAGONAL (8.8) M16-2-25 DICRO,,0.0,SIN_MATCH
>BHG5MA16030D,BULON HEXAGONAL (8.8) M16-2-30 DICRO,,0.0,SIN_MATCH
>BHG5MA16035D,BULON HEXAGONAL (8.8) M16-2-35 DICRO,,0.0,SIN_MATCH
>BHG5MA16040D,BULON HEXAGONAL (8.8) M16-2-40 DICRO,,0.0,SIN_MATCH
>BHG5MA16045D,BULON HEXAGONAL (8.8) M16-2-45 DICRO,,0.0,SIN_MATCH
>BHG5MA16050D,BULON HEXAGONAL (8.8) M16-2-50 DICRO,,0.0,SIN_MATCH
>BHG5MA16055D,BULON HEXAGONAL (8.8) M16-2-55 DICRO,,0.0,SIN_MATCH
>BHG5MA16060D,BULON HEXAGONAL (8.8) M16-2-60 DICRO,,0.0,SIN_MATCH
>BHG5MA16065D,BULON HEXAGONAL (8.8) M16-2-65 DICRO,,0.0,SIN_MATCH
>BHG5MA16070D,BULON HEXAGONAL (8.8) M16-2-70 DICRO,,0.0,SIN_MATCH
>BHG5MA16075D,BULON HEXAGONAL (8.8) M16-2-75 DICRO,,0.0,SIN_MATCH
>BHG5MA16080D,BULON HEXAGONAL (8.8) M16-2-80 DICRO,,0.0,SIN_MATCH
>BHG5MA16085D,BULON HEXAGONAL (8.8) M16-2-85 DICRO,,0.0,SIN_MATCH
>BHG5MA16090D,BULON HEXAGONAL (8.8) M16-2-90 DICRO,,0.0,SIN_MATCH
>BHG5MA16100D,BULON HEXAGONAL (8.8) M16-2-100 DICRO,,0.0,SIN_MATCH
>BHG5MA16110D,BULON HEXAGONAL (8.8) M16-2-110 DICRO,,0.0,SIN_MATCH
>BHG5MA16120D,BULON HEXAGONAL (8.8) M16-2-120 DICRO,,0.0,SIN_MATCH
>BHG5MA16130D,BULON HEXAGONAL (8.8) M16-2-130 DICRO,,0.0,SIN_MATCH
>BHG5MA16140D,BULON HEXAGONAL (8.8) M16-2-140 DICRO,,0.0,SIN_MATCH
>BHG5MA16150D,BULON HEXAGONAL (8.8) M16-2-150 DICRO,,0.0,SIN_MATCH
>BHG5MA16160D,BULON HEXAGONAL (8.8) M16-2-160 DICRO,,0.0,SIN_MATCH
>BHG5MA16170D,BULON HEXAGONAL (8.8) M16-2-170 DICRO,,0.0,SIN_MATCH
>BHG5MA16180D,BULON HEXAGONAL (8.8) M16-2-180 DICRO,,0.0,SIN_MATCH
>BHG5MA16190D,BULON HEXAGONAL (8.8) M16-2-190 DICRO,,0.0,SIN_MATCH
>BHG5MA16200D,BULON HEXAGONAL (8.8) M16-2-200 DICRO,,0.0,SIN_MATCH
>BHG5MA18030D,"BULON HEXAGONAL (8.8) M18-2,5-30 DICRO",,0.0,SIN_MATCH
>BHG5MA18035D,"BULON HEXAGONAL (8.8) M18-2,5-35 DICRO",,0.0,SIN_MATCH
>BHG5MA18040D,"BULON HEXAGONAL (8.8) M18-2,5-40 DICRO",,0.0,SIN_MATCH
>BHG5MA18045D,"BULON HEXAGONAL (8.8) M18-2,5-45 DICRO",,0.0,SIN_MATCH
>BHG5MA18050D,"BULON HEXAGONAL (8.8) M18-2,5-50 DICRO",,0.0,SIN_MATCH
>BHG5MA18055D,"BULON HEXAGONAL (8.8) M18-2,5-55 DICRO",,0.0,SIN_MATCH
>BHG5MA18060D,"BULON HEXAGONAL (8.8) M18-2,5-60 DICRO",,0.0,SIN_MATCH
>BHG5MA18065D,"BULON HEXAGONAL (8.8) M18-2,5-65 DICRO",,0.0,SIN_MATCH
>BHG5MA18070D,"BULON HEXAGONAL (8.8) M18-2,5-70 DICRO",,0.0,SIN_MATCH
>BHG5MA18075D,"BULON HEXAGONAL (8.8) M18-2,5-75 DICRO",,0.0,SIN_MATCH
>BHG5MA18080D,"BULON HEXAGONAL (8.8) M18-2,5-80 DICRO",,0.0,SIN_MATCH
>BHG5MA18085D,"BULON HEXAGONAL (8.8) M18-2,5-85 DICRO",,0.0,SIN_MATCH
>BHG5MA18090D,"BULON HEXAGONAL (8.8) M18-2,5-90 DICRO",,0.0,SIN_MATCH
>BHG5MA18100D,"BULON HEXAGONAL (8.8) M18-2,5-100 DICRO",,0.0,SIN_MATCH
>BHG5MA18110D,"BULON HEXAGONAL (8.8) M18-2,5-110 DICRO",,0.0,SIN_MATCH
>BHG5MA18120D,"BULON HEXAGONAL (8.8) M18-2,5-120 DICRO",,0.0,SIN_MATCH
>BHG5MA18130D,"BULON HEXAGONAL (8.8) M18-2,5-130 DICRO",,0.0,SIN_MATCH
>BHG5MA18140D,"BULON HEXAGONAL (8.8) M18-2,5-140 DICRO",,0.0,SIN_MATCH
>BHG5MA18150D,"BULON HEXAGONAL (8.8) M18-2,5-150 DICRO",,0.0,SIN_MATCH
>BHG5MA18160D,"BULON HEXAGONAL (8.8) M18-2,5-160 DICRO",,0.0,SIN_MATCH
>BHG5MA18170D,"BULON HEXAGONAL (8.8) M18-2,5-170 DICRO",,0.0,SIN_MATCH
>BHG5MA18180D,"BULON HEXAGONAL (8.8) M18-2,5-180 DICRO",,0.0,SIN_MATCH
>BHG5MA18190D,"BULON HEXAGONAL (8.8) M18-2,5-190 DICRO",,0.0,SIN_MATCH
>BHG5MA18200D,"BULON HEXAGONAL (8.8) M18-2,5-200 DICRO",,0.0,SIN_MATCH
>BHG5MA20030D,"BULON HEXAGONAL (8.8) M20-2,5-30 DICRO",,0.0,SIN_MATCH
>BHG5MA20035D,"BULON HEXAGONAL (8.8) M20-2,5-35 DICRO",,0.0,SIN_MATCH
>BHG5MA20040D,"BULON HEXAGONAL (8.8) M20-2,5-40 DICRO",,0.0,SIN_MATCH
>BHG5MA20045D,"BULON HEXAGONAL (8.8) M20-2,5-45 DICRO",,0.0,SIN_MATCH
>BHG5MA20050D,"BULON HEXAGONAL (8.8) M20-2,5-50 DICRO",,0.0,SIN_MATCH
>BHG5MA20055D,"BULON HEXAGONAL (8.8) M20-2,5-55 DICRO",,0.0,SIN_MATCH
>BHG5MA20060D,"BULON HEXAGONAL (8.8) M20-2,5-60 DICRO",,0.0,SIN_MATCH
>BHG5MA20065D,"BULON HEXAGONAL (8.8) M20-2,5-65 DICRO",,0.0,SIN_MATCH
>BHG5MA20070D,"BULON HEXAGONAL (8.8) M20-2,5-70 DICRO",,0.0,SIN_MATCH
>BHG5MA20075D,"BULON HEXAGONAL (8.8) M20-2,5-75 DICRO",,0.0,SIN_MATCH
>BHG5MA20080D,"BULON HEXAGONAL (8.8) M20-2,5-80 DICRO",,0.0,SIN_MATCH
>BHG5MA20085D,"BULON HEXAGONAL (8.8) M20-2,5-85 DICRO",,0.0,SIN_MATCH
>BHG5MA20090D,"BULON HEXAGONAL (8.8) M20-2,5-90 DICRO",,0.0,SIN_MATCH
>BHG5MA20100D,"BULON HEXAGONAL (8.8) M20-2,5-100 DICRO",,0.0,SIN_MATCH
>BHG5MA20110D,"BULON HEXAGONAL (8.8) M20-2,5-110 DICRO",,0.0,SIN_MATCH
>BHG5MA20120D,"BULON HEXAGONAL (8.8) M20-2,5-120 DICRO",,0.0,SIN_MATCH
>BHG5MA20130D,"BULON HEXAGONAL (8.8) M20-2,5-130 DICRO",,0.0,SIN_MATCH
>BHG5MA20140D,"BULON HEXAGONAL (8.8) M20-2,5-140 DICRO",,0.0,SIN_MATCH
>BHG5MA20150D,"BULON HEXAGONAL (8.8) M20-2,5-150 DICRO",,0.0,SIN_MATCH
>BHG5MA20160D,"BULON HEXAGONAL (8.8) M20-2,5-160 DICRO",,0.0,SIN_MATCH
>BHG5MA20170D,"BULON HEXAGONAL (8.8) M20-2,5-170 DICRO",,0.0,SIN_MATCH
>BHG5MA20180D,"BULON HEXAGONAL (8.8) M20-2,5-180 DICRO",,0.0,SIN_MATCH
>BHG5MA20190D,"BULON HEXAGONAL (8.8) M20-2,5-190 DICRO",,0.0,SIN_MATCH
>BHG5MA20200D,"BULON HEXAGONAL (8.8) M20-2,5-200 DICRO",,0.0,SIN_MATCH
>BHG5MA22070D,"BULON HEXAGONAL (8.8) M22-2,5-70 DICRO",,0.0,SIN_MATCH
>BHG5MA22080D,"BULON HEXAGONAL (8.8) M22-2,5-80 DICRO",,0.0,SIN_MATCH
>BHG5MA22090D,"BULON HEXAGONAL (8.8) M22-2,5-90 DICRO",,0.0,SIN_MATCH
>BHG5MA22100D,"BULON HEXAGONAL (8.8) M22-2,5-100 DICRO",,0.0,SIN_MATCH
>BHG5MA22110D,"BULON HEXAGONAL (8.8) M22-2,5-110 DICRO",,0.0,SIN_MATCH
>BHG5MA22120D,"BULON HEXAGONAL (8.8) M22-2,5-120 DICRO",,0.0,SIN_MATCH
>BHG5MA22130D,"BULON HEXAGONAL (8.8) M22-2,5-130 DICRO",,0.0,SIN_MATCH
>BHG5MA22140D,"BULON HEXAGONAL (8.8) M22-2,5-140 DICRO",,0.0,SIN_MATCH
>BHG5MA22150D,"BULON HEXAGONAL (8.8) M22-2,5-150 DICRO",,0.0,SIN_MATCH
>BHG5MA22160D,"BULON HEXAGONAL (8.8) M22-2,5-160 DICRO",,0.0,SIN_MATCH
>BHG5MA22170D,"BULON HEXAGONAL (8.8) M22-2,5-170 DICRO",,0.0,SIN_MATCH
>BHG5MA22180D,"BULON HEXAGONAL (8.8) M22-2,5-180 DICRO",,0.0,SIN_MATCH
>BHG5MA22190D,"BULON HEXAGONAL (8.8) M22-2,5-190 DICRO",,0.0,SIN_MATCH
>BHG5MA22200D,"BULON HEXAGONAL (8.8) M22-2,5-200 DICRO",,0.0,SIN_MATCH
>BHG5MA24050D,BULON HEXAGONAL (8.8) M24-3-50 DICRO,,0.0,SIN_MATCH
>BHG5MA24055D,BULON HEXAGONAL (8.8) M24-3-55 DICRO,,0.0,SIN_MATCH
>BHG5MA24060D,BULON HEXAGONAL (8.8) M24-3-60 DICRO,,0.0,SIN_MATCH
>BHG5MA24065D,BULON HEXAGONAL (8.8) M24-3-65 DICRO,,0.0,SIN_MATCH
>BHG5MA24070D,BULON HEXAGONAL (8.8) M24-3-70 DICRO,,0.0,SIN_MATCH
>BHG5MA24075D,BULON HEXAGONAL (8.8) M24-3-75 DICRO,,0.0,SIN_MATCH
>BHG5MA24080D,BULON HEXAGONAL (8.8) M24-3-80 DICRO,,0.0,SIN_MATCH
>BHG5MA24090D,BULON HEXAGONAL (8.8) M24-3-90 DICRO,,0.0,SIN_MATCH
>BHG5MA24100D,BULON HEXAGONAL (8.8) M24-3-100 DICRO,,0.0,SIN_MATCH
>BHG5MA24110D,BULON HEXAGONAL (8.8) M24-3-110 DICRO,,0.0,SIN_MATCH
>BHG5MA24120D,BULON HEXAGONAL (8.8) M24-3-120 DICRO,,0.0,SIN_MATCH
>BHG5MA24130D,BULON HEXAGONAL (8.8) M24-3-130 DICRO,,0.0,SIN_MATCH
>BHG5MA24140D,BULON HEXAGONAL (8.8) M24-3-140 DICRO,,0.0,SIN_MATCH
>BHG5MA24150D,BULON HEXAGONAL (8.8) M24-3-150 DICRO,,0.0,SIN_MATCH
>BHG5MA24160D,BULON HEXAGONAL (8.8) M24-3-160 DICRO,,0.0,SIN_MATCH
>BHG5MA24170D,BULON HEXAGONAL (8.8) M24-3-170 DICRO,,0.0,SIN_MATCH
>BHG5MA24180D,BULON HEXAGONAL (8.8) M24-3-180 DICRO,,0.0,SIN_MATCH
>BHG5MA24190D,BULON HEXAGONAL (8.8) M24-3-190 DICRO,,0.0,SIN_MATCH
>BHG5MA24200D,BULON HEXAGONAL (8.8) M24-3-200 DICRO,,0.0,SIN_MATCH
>BHG5MB10020D,"BULON HEXAGONAL (8.8) M10-1,25-20 DICRO",,0.0,SIN_MATCH
>BHG5MB10025D,"BULON HEXAGONAL (8.8) M10-1,25-25 DICRO",,0.0,SIN_MATCH
>BHG5MB10030D,"BULON HEXAGONAL (8.8) M10-1,25-30 DICRO",,0.0,SIN_MATCH
>BHG5MB10035D,"BULON HEXAGONAL (8.8) M10-1,25-35 DICRO",,0.0,SIN_MATCH
>BHG5MB10040D,"BULON HEXAGONAL (8.8) M10-1,25-40 DICRO",,0.0,SIN_MATCH
>BHG5MB10045D,"BULON HEXAGONAL (8.8) M10-1,25-45 DICRO",,0.0,SIN_MATCH
>BHG5MB10050D,"BULON HEXAGONAL (8.8) M10-1,25-50 DICRO",,0.0,SIN_MATCH
>BHG5MB10055D,"BULON HEXAGONAL (8.8) M10-1,25-55 DICRO",,0.0,SIN_MATCH
>BHG5MB10060D,"BULON HEXAGONAL (8.8) M10-1,25-60 DICRO",,0.0,SIN_MATCH
>BHG5MB10070D,"BULON HEXAGONAL (8.8) M10-1,25-70 DICRO",,0.0,SIN_MATCH
>BHG5MB10080D,"BULON HEXAGONAL (8.8) M10-1,25-80 DICRO",,0.0,SIN_MATCH
>BHG5MB10090D,"BULON HEXAGONAL (8.8) M10-1,25-90 DICRO",,0.0,SIN_MATCH
>BHG5MB10100D,"BULON HEXAGONAL (8.8) M10-1,25-100 DICRO",,0.0,SIN_MATCH
>BHG5MB10105D,"BULON HEXAGONAL (8.8) M10-1,25-105 DICRO",,0.0,SIN_MATCH
>BHG5MB10110D,"BULON HEXAGONAL (8.8) M10-1,25-110 DICRO",,0.0,SIN_MATCH
>BHG5MB10120D,"BULON HEXAGONAL (8.8) M10-1,25-120 DICRO",,0.0,SIN_MATCH
>BHG5MB12020D,"BULON HEXAGONAL (8.8) M12-1,5-20 DICRO",,0.0,SIN_MATCH
>BHG5MB12025D,"BULON HEXAGONAL (8.8) M12-1,5-25 DICRO",,0.0,SIN_MATCH
>BHG5MB12030D,"BULON HEXAGONAL (8.8) M12-1,5-30 DICRO",,0.0,SIN_MATCH
>BHG5MB12035D,"BULON HEXAGONAL (8.8) M12-1,5-35 DICRO",,0.0,SIN_MATCH
>BHG5MB12040D,"BULON HEXAGONAL (8.8) M12-1,5-40 DICRO",,0.0,SIN_MATCH
>BHG5MB12045D,"BULON HEXAGONAL (8.8) M12-1,5-45 DICRO",,0.0,SIN_MATCH
>BHG5MB12050D,"BULON HEXAGONAL (8.8) M12-1,5-50 DICRO",,0.0,SIN_MATCH
>BHG5MB12055D,"BULON HEXAGONAL (8.8) M12-1,5-55 DICRO",,0.0,SIN_MATCH
>BHG5MB12060D,"BULON HEXAGONAL (8.8) M12-1,5-60 DICRO",,0.0,SIN_MATCH
>BHG5MB12065D,"BULON HEXAGONAL (8.8) M12-1,5-65 DICRO",,0.0,SIN_MATCH
>BHG5MB12070D,"BULON HEXAGONAL (8.8) M12-1,5-70 DICRO",,0.0,SIN_MATCH
>BHG5MB12075D,"BULON HEXAGONAL (8.8) M12-1,5-75 DICRO",,0.0,SIN_MATCH
>BHG5MB12080D,"BULON HEXAGONAL (8.8) M12-1,5-80 DICRO",,0.0,SIN_MATCH
>BHG5MB12090D,"BULON HEXAGONAL (8.8) M12-1,5-90 DICRO",,0.0,SIN_MATCH
>BHG5MB12100D,"BULON HEXAGONAL (8.8) M12-1,5-100 DICRO",,0.0,SIN_MATCH
>BHG5MB12110D,"BULON HEXAGONAL (8.8) M12-1,5-110 DICRO",,0.0,SIN_MATCH
>BHG5MB12120D,"BULON HEXAGONAL (8.8) M12-1,5-120 DICRO",,0.0,SIN_MATCH
>BHG5MB12130D,"BULON HEXAGONAL (8.8) M12-1,5-130 DICRO",,0.0,SIN_MATCH
>BHG5MB12140D,"BULON HEXAGONAL (8.8) M12-1,5-140 DICRO",,0.0,SIN_MATCH
>BHG5MB12150D,"BULON HEXAGONAL (8.8) M12-1,5-150 DICRO",,0.0,SIN_MATCH
>BHG5MB12085D,"BULON HEXAGONAL (8.8) M12-1,5-85 DICRO",,0.0,SIN_MATCH
>BHG5MB12095D,"BULON HEXAGONAL (8.8) M12-1,5-95 DICRO",,0.0,SIN_MATCH
>BHG5MB14025D,"BULON HEXAGONAL (8.8) M14-1,5-25 DICRO",,0.0,SIN_MATCH
>BHG5MB14030D,"BULON HEXAGONAL (8.8) M14-1,5-30 DICRO",,0.0,SIN_MATCH
>BHG5MB14035D,"BULON HEXAGONAL (8.8) M14-1,5-35 DICRO",,0.0,SIN_MATCH
>BHG5MB14040D,"BULON HEXAGONAL (8.8) M14-1,5-40 DICRO",,0.0,SIN_MATCH
>BHG5MB14045D,"BULON HEXAGONAL (8.8) M14-1,5-45 DICRO",,0.0,SIN_MATCH
>BHG5MB14050D,"BULON HEXAGONAL (8.8) M14-1,5-50 DICRO",,0.0,SIN_MATCH
>BHG5MB14055D,"BULON HEXAGONAL (8.8) M14-1,5-55 DICRO",,0.0,SIN_MATCH
>BHG5MB14060D,"BULON HEXAGONAL (8.8) M14-1,5-60 DICRO",,0.0,SIN_MATCH
>BHG5MB14065D,"BULON HEXAGONAL (8.8) M14-1,5-65 DICRO",,0.0,SIN_MATCH
>BHG5MB14070D,"BULON HEXAGONAL (8.8) M14-1,5-70 DICRO",,0.0,SIN_MATCH
>BHG5MB14075D,"BULON HEXAGONAL (8.8) M14-1,5-75 DICRO",,0.0,SIN_MATCH
>BHG5MB14080D,"BULON HEXAGONAL (8.8) M14-1,5-80 DICRO",,0.0,SIN_MATCH
>BHG5MB14085D,"BULON HEXAGONAL (8.8) M14-1,5-85 DICRO",,0.0,SIN_MATCH
>BHG5MB14090D,"BULON HEXAGONAL (8.8) M14-1,5-90 DICRO",,0.0,SIN_MATCH
>BHG5MB14095D,"BULON HEXAGONAL (8.8) M14-1,5-95 DICRO",,0.0,SIN_MATCH
>BHG5MB14100D,"BULON HEXAGONAL (8.8) M14-1,5-100 DICRO",,0.0,SIN_MATCH
>BHG5MB14110D,"BULON HEXAGONAL (8.8) M14-1,5-110 DICRO",,0.0,SIN_MATCH
>BHG5MB14120D,"BULON HEXAGONAL (8.8) M14-1,5-120 DICRO",,0.0,SIN_MATCH
>BHG5MB14130D,"BULON HEXAGONAL (8.8) M14-1,5-130 DICRO",,0.0,SIN_MATCH
>BHG5MB14140D,"BULON HEXAGONAL (8.8) M14-1,5-140 DICRO",,0.0,SIN_MATCH
>BHG5MB14150D,"BULON HEXAGONAL (8.8) M14-1,5-150 DICRO",,0.0,SIN_MATCH
>BHG5MB16025D,"BULON HEXAGONAL (8.8) M16-1,5-25 DICRO",,0.0,SIN_MATCH
>BHG5MB16030D,"BULON HEXAGONAL (8.8) M16-1,5-30 DICRO",,0.0,SIN_MATCH
>BHG5MB16035D,"BULON HEXAGONAL (8.8) M16-1,5-35 DICRO",,0.0,SIN_MATCH
>BHG5MB16040D,"BULON HEXAGONAL (8.8) M16-1,5-40 DICRO",,0.0,SIN_MATCH
>BHG5MB16045D,"BULON HEXAGONAL (8.8) M16-1,5-45 DICRO",,0.0,SIN_MATCH
>BHG5MB16050D,"BULON HEXAGONAL (8.8) M16-1,5-50 DICRO",,0.0,SIN_MATCH
>BHG5MB16055D,"BULON HEXAGONAL (8.8) M16-1,5-55 DICRO",,0.0,SIN_MATCH
>BHG5MB16060D,"BULON HEXAGONAL (8.8) M16-1,5-60 DICRO",,0.0,SIN_MATCH
>BHG5MB16065D,"BULON HEXAGONAL (8.8) M16-1,5-65 DICRO",,0.0,SIN_MATCH
>BHG5MB16070D,"BULON HEXAGONAL (8.8) M16-1,5-70 DICRO",,0.0,SIN_MATCH
>BHG5MB16075D,"BULON HEXAGONAL (8.8) M16-1,5-75 DICRO",,0.0,SIN_MATCH
>BHG5MB16080D,"BULON HEXAGONAL (8.8) M16-1,5-80 DICRO",,0.0,SIN_MATCH
>BHG5MB16085D,"BULON HEXAGONAL (8.8) M16-1,5-85 DICRO",,0.0,SIN_MATCH
>BHG5MB16090D,"BULON HEXAGONAL (8.8) M16-1,5-90 DICRO",,0.0,SIN_MATCH
>BHG5MB16100D,"BULON HEXAGONAL (8.8) M16-1,5-100 DICRO",,0.0,SIN_MATCH
>BHG5MB16105D,"BULON HEXAGONAL (8.8) M16-1,5-105 DICRO",,0.0,SIN_MATCH
>BHG5MB16110D,"BULON HEXAGONAL (8.8) M16-1,5-110 DICRO",,0.0,SIN_MATCH
>BHG5MB16120D,"BULON HEXAGONAL (8.8) M16-1,5-120 DICRO",,0.0,SIN_MATCH
>BHG5MB16130D,"BULON HEXAGONAL (8.8) M16-1,5-130 DICRO",,0.0,SIN_MATCH
>BHG5MB16140D,"BULON HEXAGONAL (8.8) M16-1,5-140 DICRO",,0.0,SIN_MATCH
>BHG5MB16150D,"BULON HEXAGONAL (8.8) M16-1,5-150 DICRO",,0.0,SIN_MATCH
>BHG5MB18025D,"BULON HEXAGONAL (8.8) M18-1,5-25 DICRO",,0.0,SIN_MATCH
>BHG5MB18030D,"BULON HEXAGONAL (8.8) M18-1,5-30 DICRO",,0.0,SIN_MATCH
>BHG5MB18035D,"BULON HEXAGONAL (8.8) M18-1,5-35 DICRO",,0.0,SIN_MATCH
>BHG5MB18040D,"BULON HEXAGONAL (8.8) M18-1,5-40 DICRO",,0.0,SIN_MATCH
>BHG5MB18045D,"BULON HEXAGONAL (8.8) M18-1,5-45 DICRO",,0.0,SIN_MATCH
>BHG5MB18050D,"BULON HEXAGONAL (8.8) M18-1,5-50 DICRO",,0.0,SIN_MATCH
>BHG5MB18055D,"BULON HEXAGONAL (8.8) M18-1,5-55 DICRO",,0.0,SIN_MATCH
>BHG5MB18060D,"BULON HEXAGONAL (8.8) M18-1,5-60 DICRO",,0.0,SIN_MATCH
>BHG5MB18065D,"BULON HEXAGONAL (8.8) M18-1,5-65 DICRO",,0.0,SIN_MATCH
>BHG5MB18070D,"BULON HEXAGONAL (8.8) M18-1,5-70 DICRO",,0.0,SIN_MATCH
>BHG5MB18075D,"BULON HEXAGONAL (8.8) M18-1,5-75 DICRO",,0.0,SIN_MATCH
>BHG5MB18080D,"BULON HEXAGONAL (8.8) M18-1,5-80 DICRO",,0.0,SIN_MATCH
>BHG5MB18090D,"BULON HEXAGONAL (8.8) M18-1,5-90 DICRO",,0.0,SIN_MATCH
>BHG5MB18100D,"BULON HEXAGONAL (8.8) M18-1,5-100 DICRO",,0.0,SIN_MATCH
>BHG5MB18110D,"BULON HEXAGONAL (8.8) M18-1,5-110 DICRO",,0.0,SIN_MATCH
>BHG5MB18120D,"BULON HEXAGONAL (8.8) M18-1,5-120 DICRO",,0.0,SIN_MATCH
>BHG5MB18130D,"BULON HEXAGONAL (8.8) M18-1,5-130 DICRO",,0.0,SIN_MATCH
>BHG5MB18140D,"BULON HEXAGONAL (8.8) M18-1,5-140 DICRO",,0.0,SIN_MATCH
>BHG5MB18150D,"BULON HEXAGONAL (8.8) M18-1,5-150 DICRO",,0.0,SIN_MATCH
>BHG5MB20030D,"BULON HEXAGONAL (8.8) M20-1,5-30 DICRO",,0.0,SIN_MATCH
>BHG5MB20035D,"BULON HEXAGONAL (8.8) M20-1,5-35 DICRO",,0.0,SIN_MATCH
>BHG5MB20040D,"BULON HEXAGONAL (8.8) M20-1,5-40 DICRO",,0.0,SIN_MATCH
>BHG5MB20045D,"BULON HEXAGONAL (8.8) M20-1,5-45 DICRO",,0.0,SIN_MATCH
>BHG5MB20050D,"BULON HEXAGONAL (8.8) M20-1,5-50 DICRO",,0.0,SIN_MATCH
>BHG5MB20055D,"BULON HEXAGONAL (8.8) M20-1,5-55 DICRO",,0.0,SIN_MATCH
>BHG5MB20060D,"BULON HEXAGONAL (8.8) M20-1,5-60 DICRO",,0.0,SIN_MATCH
>BHG5MB20065D,"BULON HEXAGONAL (8.8) M20-1,5-65 DICRO",,0.0,SIN_MATCH
>BHG5MB20070D,"BULON HEXAGONAL (8.8) M20-1,5-70 DICRO",,0.0,SIN_MATCH
>BHG5MB20075D,"BULON HEXAGONAL (8.8) M20-1,5-75 DICRO",,0.0,SIN_MATCH
>BHG5MB20080D,"BULON HEXAGONAL (8.8) M20-1,5-80 DICRO",,0.0,SIN_MATCH
>BHG5MB20090D,"BULON HEXAGONAL (8.8) M20-1,5-90 DICRO",,0.0,SIN_MATCH
>BHG5MB20100D,"BULON HEXAGONAL (8.8) M20-1,5-100 DICRO",,0.0,SIN_MATCH
>BHG5MB20110D,"BULON HEXAGONAL (8.8) M20-1,5-110 DICRO",,0.0,SIN_MATCH
>BHG5MB20120D,"BULON HEXAGONAL (8.8) M20-1,5-120 DICRO",,0.0,SIN_MATCH
>BHG5MB20130D,"BULON HEXAGONAL (8.8) M20-1,5-130 DICRO",,0.0,SIN_MATCH
>BHG5MB20140D,"BULON HEXAGONAL (8.8) M20-1,5-140 DICRO",,0.0,SIN_MATCH
>BHG5MB20150D,"BULON HEXAGONAL (8.8) M20-1,5-150 DICRO",,0.0,SIN_MATCH
>BHG5MB22050D,"BULON HEXAGONAL (8.8) M22-1,5-50 DICRO",,0.0,SIN_MATCH
>BHG5MB22055D,"BULON HEXAGONAL (8.8) M22-1,5-55 DICRO",,0.0,SIN_MATCH
>BHG5MB22060D,"BULON HEXAGONAL (8.8) M22-1,5-60 DICRO",,0.0,SIN_MATCH
>BHG5MB22065D,"BULON HEXAGONAL (8.8) M22-1,5-65 DICRO",,0.0,SIN_MATCH
>BHG5MB22070D,"BULON HEXAGONAL (8.8) M22-1,5-70 DICRO",,0.0,SIN_MATCH
>BHG5MB22080D,"BULON HEXAGONAL (8.8) M22-1,5-80 DICRO",,0.0,SIN_MATCH
>BHG5MB22090D,"BULON HEXAGONAL (8.8) M22-1,5-90 DICRO",,0.0,SIN_MATCH
>BHG5MB22100D,"BULON HEXAGONAL (8.8) M22-1,5-100 DICRO",,0.0,SIN_MATCH
>BHG5MB22110D,"BULON HEXAGONAL (8.8) M22-1,5-110 DICRO",,0.0,SIN_MATCH
>BHG5MB22120D,"BULON HEXAGONAL (8.8) M22-1,5-120 DICRO",,0.0,SIN_MATCH
>BHG5MB22130D,"BULON HEXAGONAL (8.8) M22-1,5-130 DICRO",,0.0,SIN_MATCH
>BHG5MB22140D,"BULON HEXAGONAL (8.8) M22-1,5-140 DICRO",,0.0,SIN_MATCH
>BHG5MB22150D,"BULON HEXAGONAL (8.8) M22-1,5-150 DICRO",,0.0,SIN_MATCH
>BHG5MB22160D,"BULON HEXAGONAL (8.8) M22-1,5-160 DICRO",,0.0,SIN_MATCH
>BHG5MB22170D,"BULON HEXAGONAL (8.8) M22-1,5-170 DICRO",,0.0,SIN_MATCH
>BHG5MB24050D,BULON HEXAGONAL (8.8) M24-2-50 DICRO,,0.0,SIN_MATCH
>BHG5MB24055D,BULON HEXAGONAL (8.8) M24-2-55 DICRO,,0.0,SIN_MATCH
>BHG5MB24060D,BULON HEXAGONAL (8.8) M24-2-60 DICRO,,0.0,SIN_MATCH
