codigo,tipo,diametro,paso,largo,grado,sistema,precio_unitario,proveedor,descripcion
codigo,otro,,,,,metrico,precio_unitario,proveedor,descripcion
AC14X80,allen,14,2.00,80,12.9,metrico,1531.17,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 14 x 2,00 x 80 12.9"
AC14X90,allen,14,2.00,90,12.9,metrico,1713.07,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 14 x 2,00 x 90 12.9"
AC14X100,allen,14,2.00,100,12.9,metrico,1858.89,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 14 x 2,00 x 100 12.9"
AC14X110,allen,14,2.00,110,12.9,metrico,1964.52,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 14 x 2,00 x 110 12.9"
AC14X120,allen,14,2.00,120,12.9,metrico,2049.05,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 14 x 2,00 x 120 12.9"
AC14X130,allen,14,2.00,130,12.9,metrico,2311.2,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 14 x 2,00 x 130 12.9"
AC14X140,allen,14,2.00,140,12.9,metrico,2600.1,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 14 x 2,00 x 140 12.9"
AC14X150,allen,14,2.00,150,12.9,metrico,2889.0,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 14 x 2,00 x 150 12.9"
AC14X160,allen,14,2.00,160,12.9,metrico,4333.5,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 14 x 2,00 x 160 12.9"
AC14X180,allen,14,2.00,180,12.9,metrico,5200.2,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 14 x 2,00 x 180 12.9"
AC14X200,allen,14,2.00,200,12.9,metrico,6644.7,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 14 x 2,00 x 200 12.9"
AC14X250,allen,14,2.00,250,12.9,metrico,14156.1,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 14 x 2,00 x 250 12.9"
AC14X300,allen,14,2.00,300,12.9,metrico,15889.5,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 14 x 2,00 x 300 12.9"
AC16X30,allen,16,2.00,30,12.9,metrico,1068.93,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 16 x 2,00 x 30 12.9"
AC16X35,allen,16,2.00,35,12.9,metrico,1155.6,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 16 x 2,00 x 35 12.9"
AC16X40,allen,16,2.00,40,12.9,metrico,1242.27,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 16 x 2,00 x 40 12.9"
AC16X45,allen,16,2.00,45,12.9,metrico,1328.94,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 16 x 2,00 x 45 12.9"
AC16X50,allen,16,2.00,50,12.9,metrico,1415.61,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 16 x 2,00 x 50 12.9"
AC16X55,allen,16,2.00,55,12.9,metrico,1612.49,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 16 x 2,00 x 55 12.9"
AC16X60,allen,16,2.00,60,12.9,metrico,1669.2,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 16 x 2,00 x 60 12.9"
AC16X70,allen,16,2.00,70,12.9,metrico,1962.38,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 16 x 2,00 x 70 12.9"
AC16X80,allen,16,2.00,80,12.9,metrico,2051.19,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 16 x 2,00 x 80 12.9"
AC16X90,allen,16,2.00,90,12.9,metrico,2224.53,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 16 x 2,00 x 90 12.9"
AC16X100,allen,16,2.00,100,12.9,metrico,2397.87,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 16 x 2,00 x 100 12.9"
AC16X110,allen,16,2.00,110,12.9,metrico,2744.55,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 16 x 2,00 x 110 12.9"
AC16X120,allen,16,2.00,120,12.9,metrico,3062.34,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 16 x 2,00 x 120 12.9"
AC16X130,allen,16,2.00,130,12.9,metrico,3235.68,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 16 x 2,00 x 130 12.9"
AC16X140,allen,16,2.00,140,12.9,metrico,3755.7,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 16 x 2,00 x 140 12.9"
AC16X150,allen,16,2.00,150,12.9,metrico,4911.3,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 16 x 2,00 x 150 12.9"
AC16X160,allen,16,2.00,160,12.9,metrico,5489.1,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 16 x 2,00 x 160 12.9"
AC16X180,allen,16,2.00,180,12.9,metrico,5885.0,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 16 x 2,00 x 180 12.9"
AC16X200,allen,16,2.00,200,12.9,metrico,6420.0,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 16 x 2,00 x 200 12.9"
AC16X250,allen,16,2.00,250,12.9,metrico,10978.2,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 16 x 2,00 x 250 12.9"
AC16X300,allen,16,2.00,300,12.9,metrico,13867.2,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 16 x 2,00 x 300 12.9"
AC18X40,allen,18,2.50,40,12.9,metrico,2686.77,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 40 12.9"
AC18X45,allen,18,2.50,45,12.9,metrico,2831.22,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 45 12.9"
AC18X50,allen,18,2.50,50,12.9,metrico,3735.68,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 50 12.9"
AC18X55,allen,18,2.50,55,12.9,metrico,3351.24,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 55 12.9"
AC18X60,allen,18,2.50,60,12.9,metrico,3409.02,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 60 12.9"
AC18X70,allen,18,2.50,70,12.9,metrico,3466.8,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 70 12.9"
AC18X80,allen,18,2.50,80,12.9,metrico,3553.47,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 80 12.9"
AC18X90,allen,18,2.50,90,12.9,metrico,3611.25,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 90 12.9"
AC18X100,allen,18,2.50,100,12.9,metrico,3755.7,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 100 12.9"
AC18X110,allen,18,2.50,110,12.9,metrico,3986.82,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 110 12.9"
AC18X120,allen,18,2.50,120,12.9,metrico,4333.5,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 120 12.9"
AC18X130,allen,18,2.50,130,12.9,metrico,4795.74,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 130 12.9"
AC18X140,allen,18,2.50,140,12.9,metrico,5489.1,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 140 12.9"
AC18X150,allen,18,2.50,150,12.9,metrico,5778.0,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 150 12.9"
AC18X160,allen,18,2.50,160,12.9,metrico,6066.9,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 160 12.9"
AC18X180,allen,18,2.50,180,12.9,metrico,6413.58,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 180 12.9"
AC18X200,allen,18,2.50,200,12.9,metrico,9822.6,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 200 12.9"
AC18X250,allen,18,2.50,250,12.9,metrico,14445.0,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 250 12.9"
AC18X300,allen,18,2.50,300,12.9,metrico,20223.0,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 300 12.9"
AC20X35,allen,20,2.5,35,12.9,metrico,2527.875,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 35 12.9"
AC20X40,allen,20,2.5,40,12.9,metrico,2555.16,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 40 12.9"
AC20X45,allen,20,2.5,45,12.9,metrico,2662.16,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 45 12.9"
AC20X50,allen,20,2.5,50,12.9,metrico,2769.16,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 50 12.9"
AC20X55,allen,20,2.5,55,12.9,metrico,2835.5,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 55 12.9"
AC20X60,allen,20,2.5,60,12.9,metrico,2915.75,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 60 12.9"
AC20X70,allen,20,2.5,70,12.9,metrico,3156.5,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 70 12.9"
AC20X80,allen,20,2.5,80,12.9,metrico,3598.41,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 80 12.9"
AC20X90,allen,20,2.5,90,12.9,metrico,3865.91,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 90 12.9"
AC20X100,allen,20,2.5,100,12.9,metrico,4253.25,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 100 12.9"
AC20X110,allen,20,2.5,110,12.9,metrico,4520.75,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 110 12.9"
AC20X120,allen,20,2.5,120,12.9,metrico,4770.06,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 120 12.9"
AC20X130,allen,20,2.5,130,12.9,metrico,7285.63,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 130 12.9"
AC20X140,allen,20,2.5,140,12.9,metrico,7787.46,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 140 12.9"
AC20X150,allen,20,2.5,150,12.9,metrico,8992.5,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 150 12.9"
AC20X160,allen,20,2.5,160,12.9,metrico,8827.5,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 160 12.9"
AC20X180,allen,20,2.5,180,12.9,metrico,9362.5,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 180 12.9"
AC20X200,allen,20,2.5,200,12.9,metrico,10165.0,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 200 12.9"
AC20X250,allen,20,2.5,250,12.9,metrico,10223.0,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 250 12.9"
AC20X300,allen,20,2.5,300,12.9,metrico,27445.5,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 300 12.9"
AC22X60,allen,22,2.50,60,12.9,metrico,4824.63,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 60 12.9"
AC22X70,allen,22,2.50,70,12.9,metrico,5922.45,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 70 12.9"
AC22X80,allen,22,2.50,80,12.9,metrico,6500.25,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 80 12.9"
AC22X90,allen,22,2.50,90,12.9,metrico,6644.7,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 90 12.9"
AC22X100,allen,22,2.50,100,12.9,metrico,6904.71,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 100 12.9"
AC22X110,allen,22,2.50,110,12.9,metrico,7431.15,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 110 12.9"
AC22X120,allen,22,2.50,120,12.9,metrico,7954.38,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 120 12.9"
AC22X130,allen,22,2.50,130,12.9,metrico,8667.0,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 130 12.9"
AC22X140,allen,22,2.50,140,12.9,metrico,9100.35,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 140 12.9"
AC22X150,allen,22,2.50,150,12.9,metrico,9822.6,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 150 12.9"
AC22X160,allen,22,2.50,160,12.9,metrico,10602.63,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 160 12.9"
AC22X180,allen,22,2.50,180,12.9,metrico,13000.5,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 180 12.9"
AC22X200,allen,22,2.50,200,12.9,metrico,14156.1,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 200 12.9"
AC24X50,allen,24,3.00,50,12.9,metrico,5257.98,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 50 12.9"
AC24X60,allen,24,3.00,60,12.9,metrico,6066.9,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 60 12.9"
AC24X70,allen,24,3.00,70,12.9,metrico,6355.8,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 70 12.9"
AC24X80,allen,24,3.00,80,12.9,metrico,7222.5,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 80 12.9"
AC24X90,allen,24,3.00,90,12.9,metrico,7569.18,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 90 12.9"
AC24X100,allen,24,3.00,100,12.9,metrico,8175.87,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 100 12.9"
AC24X110,allen,24,3.00,110,12.9,metrico,8840.34,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 110 12.9"
AC24X120,allen,24,3.00,120,12.9,metrico,9273.69,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 120 12.9"
AC24X130,allen,24,3.00,130,12.9,metrico,10111.5,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 130 12.9"
AC24X140,allen,24,3.00,140,12.9,metrico,11122.65,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 140 12.9"
AC24X150,allen,24,3.00,150,12.9,metrico,11267.1,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 150 12.9"
AC24X160,allen,24,3.00,160,12.9,metrico,11700.45,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 160 12.9"
AC24X180,allen,24,3.00,180,12.9,metrico,13000.5,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 180 12.9"
AC24X200,allen,24,3.00,200,12.9,metrico,14445.0,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 200 12.9"
AC30x70,allen,30,3.50,70,12.9,metrico,11101.25,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 30 x 3,50 x 70 12.9"
AC30X80,allen,30,3.50,80,12.9,metrico,11844.9,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 30 x 3,50 x 80 12.9"
AC30X90,allen,30,3.50,90,12.9,metrico,13578.3,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 30 x 3,50 x 90 12.9"
AC30X100,allen,30,3.50,100,12.9,metrico,14733.9,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 30 x 3,50 x 100 12.9"
AC30X120,allen,30,3.50,120,12.9,metrico,16525.08,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 30 x 3,50 x 120 12.9"
AC30X140,allen,30,3.50,140,12.9,metrico,18778.5,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 30 x 3,50 x 140 12.9"
AC30X150,allen,30,3.50,150,12.9,metrico,21667.5,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 30 x 3,50 x 150 12.9"
AC30X180,allen,30,3.50,180,12.9,metrico,22534.2,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 30 x 3,50 x 180 12.9"
AC30X200,allen,30,3.50,200,12.9,metrico,24556.5,trusoni,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 30 x 3,50 x 200 12.9"
CÓDIGO,allen,,,,12.9,metrico,,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 DESCRIPCIÓN
AC1/8X1/4,allen,1/8,40,1/4,12.9,imperial,321.0,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/8 - 40 x 1/4
AC1/8X5/16,allen,1/8,40,5/16,12.9,imperial,272.85,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/8 - 40 x 5/16
AC1/8X3/8,allen,1/8,40,3/8,12.9,imperial,278.2,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/8 - 40 x 3/8
AC1/8X1/2,allen,1/8,40,1/2,12.9,imperial,294.25,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/8 - 40 x 1/2
AC3/16X3/8,allen,3/16,24,3/8,12.9,imperial,57.78,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/16 - 24 x 3/8
AC3/16X1/2,allen,3/16,24,1/2,12.9,imperial,64.2,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/16 - 24 x 1/2
AC3/16X5/8,allen,3/16,24,5/8,12.9,imperial,67.41,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/16 - 24 x 5/8
AC3/16X3/4,allen,3/16,24,3/4,12.9,imperial,69.55,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/16 - 24 x 3/4
AC3/16X1 ,allen,3/16,24,1,12.9,imperial,85.6,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/16 - 24 x 1
AC3/16X11/4,allen,3/16,24,11/4,12.9,imperial,101.65,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/16 - 24 x 11/4
AC3/16X11/2,allen,3/16,24,11/2,12.9,imperial,114.49,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/16 - 24 x 11/2
AC3/16X13/4,allen,3/16,24,13/4,12.9,imperial,139.1,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/16 - 24 x 13/4
AC3/16X2,allen,3/16,24,2,12.9,imperial,153.01,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/16 - 24 x 2
AC1/4X3/8,allen,1/4,20,3/8,12.9,imperial,88.81,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 3/8
AC1/4X1/2,allen,1/4,20,1/2,12.9,imperial,90.95,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 1/2
AC1/4X5/8,allen,1/4,20,5/8,12.9,imperial,101.65,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 5/8
AC1/4X3/4,allen,1/4,20,3/4,12.9,imperial,112.35,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 3/4
AC1/4X1 ,allen,1/4,20,1,12.9,imperial,121.98,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 1
AC1/4X11/4,allen,1/4,20,11/4,12.9,imperial,139.1,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 11/4
AC1/4X11/2,allen,1/4,20,11/2,12.9,imperial,165.85,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 11/2
AC1/4X13/4,allen,1/4,20,13/4,12.9,imperial,192.6,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 13/4
AC1/4X2,allen,1/4,20,2,12.9,imperial,230.05,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 2
AC1/4X21/2,allen,1/4,20,21/2,12.9,imperial,267.5,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 21/2
AC1/4X23/4,allen,1/4,20,23/4,12.9,imperial,347.75,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 23/4
AC1/4X3,allen,1/4,20,3,12.9,imperial,401.25,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 3
AC1/4X31/2,allen,1/4,20,31/2,12.9,imperial,481.5,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 31/2
AC1/4X4,allen,1/4,20,4,12.9,imperial,775.75,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 4
AC5/16X1/2,allen,5/16,18,1/2,12.9,imperial,149.8,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 1/2
AC5/16X5/8,allen,5/16,18,5/8,12.9,imperial,170.13,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 5/8
AC5/16X3/4,allen,5/16,18,3/4,12.9,imperial,174.41,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 3/4
AC5/16X1 ,allen,5/16,18,1,12.9,imperial,197.95,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 1
AC5/16X11/4,allen,5/16,18,11/4,12.9,imperial,234.33,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 11/4
AC5/16X11/2,allen,5/16,18,11/2,12.9,imperial,249.31,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 11/2
AC5/16X13/4,allen,5/16,18,13/4,12.9,imperial,294.25,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 13/4
AC5/16X2,allen,5/16,18,2,12.9,imperial,304.95,trusoni,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 2
