codigo,descripcion,precio_unitario,proveedor
AC7/8X41/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/8 - 9 x 41/2,10432.5,trusoni
AC7/8X5,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/8 - 9 x 5,11903.75,trusoni
AC7/8X6,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/8 - 9 x 6,13375.0,trusoni
AC7/8X7,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/8 - 9 x 7,14980.0,trusoni
AC7/8x8,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/8 - 9 x 8,16478.0,trusoni
AC1X3,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1 - 8 x 3,9630.0,trusoni
AC1x31/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1 - 8 x 31/2,11101.25,trusoni
AC1X4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1 - 8 x 4,12572.5,trusoni
AC1x6,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1 - 8 x 6,16050.0,trusoni
AC1X8,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1 - 8 x 8,18725.0,trusoni
AC11/4X8,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 11/4 - 7 x 8,37450.0,trusoni
AF3X6,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3 x 0,50 x 6 10.9",24.61,trusoni
AF3X8,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3 x 0,50 x 8 10.9",25.68,trusoni
AF3X10,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3 x 0,50 x 10 10.9",26.75,trusoni
AF3X12,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3 x 0,50 x 12 10.9",28.89,trusoni
AF3X16,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3 x 0,50 x 16 10.9",32.1,trusoni
AF3X20,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3 x 0,50 x 20 10.9",37.45,trusoni
AF3X25,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3 x 0,50 x 25 10.9",51.36,trusoni
AF3X30,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3 x 0,50 x 30 10.9",58.85,trusoni
AF3X35,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3 x 0,50 x 35 10.9",110.21,trusoni
AF3X40,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3 x 0,50 x 40 10.9",144.45,trusoni
AF4X8,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 4 x 0,70 x 8 10.9",37.45,trusoni
AF4X10,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 4 x 0,70 x 10 10.9",40.66,trusoni
AF4X12,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 4 x 0,70 x 12 10.9",43.87,trusoni
AF4X16,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 4 x 0,70 x 16 10.9",49.22,trusoni
AF4X20,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 4 x 0,70 x 20 10.9",55.64,trusoni
AF4X25,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 4 x 0,70 x 25 10.9",57.78,trusoni
AF4X30,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 4 x 0,70 x 30 10.9",81.32,trusoni
AF4X35,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 4 x 0,70 x 35 10.9",115.56,trusoni
AF4X40,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 4 x 0,70 x 40 10.9",144.45,trusoni
AF4x50,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 4 x 0,70 x 50 10.9",168.525,trusoni
AF5X10,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5 x 0,80 x 10 10.9",43.87,trusoni
AF5X12,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5 x 0,80 x 12 10.9",47.08,trusoni
AF5X16,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5 x 0,80 x 16 10.9",52.43,trusoni
AF5X20,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5 x 0,80 x 20 10.9",60.99,trusoni
AF5X25,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5 x 0,80 x 25 10.9",71.69,trusoni
AF5X30,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5 x 0,80 x 30 10.9",81.32,trusoni
AF5X35,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5 x 0,80 x 35 10.9",113.42,trusoni
AF5X40,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5 x 0,80 x 40 10.9",130.54,trusoni
AF5X50,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5 x 0,80 x 50 10.9",202.23,trusoni
AF6X10,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 6 x 1,00 x 10 10.9",52.43,trusoni
AF6X12,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 6 x 1,00 x 12 10.9",55.64,trusoni
AF6X16,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 6 x 1,00 x 16 10.9",57.78,trusoni
AF6X20,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 6 x 1,00 x 20 10.9",78.11,trusoni
AF6X25,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 6 x 1,00 x 25 10.9",86.67,trusoni
AF6X30,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 6 x 1,00 x 30 10.9",107.0,trusoni
AF6X35,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 6 x 1,00 x 35 10.9",133.75,trusoni
AF6X40,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 6 x 1,00 x 40 10.9",139.1,trusoni
AF6X50,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 6 x 1,00 x 50 10.9",217.21,trusoni
AF6X60,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 6 x 1,00 x 60 10.9",288.9,trusoni
AF8X16,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 16 10.9",133.75,trusoni
AF8X20,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 20 10.9",136.96,trusoni
AF8X25,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 25 10.9",154.08,trusoni
AF8X30,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 30 10.9",173.34,trusoni
AF8X35,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 35 10.9",208.65,trusoni
AF8X40,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 40 10.9",228.98,trusoni
AF8X50,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 50 10.9",317.79,trusoni
AF8X60,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 60 10.9",404.46,trusoni
AF8X70,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 70 10.9",548.91,trusoni
AF8X80,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 80 10.9",664.47,trusoni
AF8X90,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 90 10.9",1040.04,trusoni
AF8X100,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 100 10.9",1126.71,trusoni
AF10X20,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 10 x 1,50 x 20 10.9",346.68,trusoni
AF10X25,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 10 x 1,50 x 25 10.9",393.225,trusoni
AF10X30,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 10 x 1,50 x 30 10.9",428.0,trusoni
AF10X35,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 10 x 1,50 x 35 10.9",439.77,trusoni
AF10X40,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 10 x 1,50 x 40 10.9",462.24,trusoni
AF10X50,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 10 x 1,50 x 50 10.9",548.91,trusoni
AF10X60,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 10 x 1,50 x 60 10.9",606.69,trusoni
AF10X70,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 10 x 1,50 x 70 10.9",866.7,trusoni
AF10X80,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 10 x 1,50 x 80 10.9",1040.04,trusoni
AF10X90,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 10 x 1,50 x 90 10.9",1386.72,trusoni
AF10X100,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 10 x 1,50 x 100 10.9",1502.28,trusoni
AF12X25,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 12 x 1,75 x 25 10.9",393.76,trusoni
AF12X30,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 12 x 1,75 x 30 10.9",572.45,trusoni
AF12X35,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 12 x 1,75 x 35 10.9",635.58,trusoni
AF12X40,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 12 x 1,75 x 40 10.9",664.47,trusoni
AF12X50,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 12 x 1,75 x 50 10.9",751.14,trusoni
AF12X60,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 12 x 1,75 x 60 10.9",924.48,trusoni
AF12X70,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 12 x 1,75 x 70 10.9",1040.04,trusoni
AF12X80,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 12 x 1,75 x 80 10.9",1242.27,trusoni
AF12x85,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 12 x 1,75 x 85 10.9",2022.3,trusoni
AF12X90,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 12 x 1,75 x 90 10.9",2166.75,trusoni
AF12X100,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 12 x 1,75 x 100 10.9",2744.55,trusoni
AF16X30,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 16 x 2,00 x 30 10.9",924.48,trusoni
AF16X35,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 16 x 2,00 x 35 10.9",1040.04,trusoni
AF16X40,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 16 x 2,00 x 40 10.9",1242.27,trusoni
AF16X50,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 16 x 2,00 x 50 10.9",1444.5,trusoni
AF16X60,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 16 x 2,00 x 60 10.9",1733.4,trusoni
AF16X70,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 16 x 2,00 x 70 10.9",2166.75,trusoni
AF16X80,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 16 x 2,00 x 80 10.9",2455.65,trusoni
AF20X40,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 20 x 2,50 x 40 10.9",2628.99,trusoni
AF20X50,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 20 x 2,50 x 50 10.9",2889.0,trusoni
AF20X60,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 20 x 2,50 x 60 10.9",3177.9,trusoni
AF20X70,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 20 x 2,50 x 70 10.9",3755.7,trusoni
AF20X80,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 20 x 2,50 x 80 10.9",4477.95,trusoni
AF20X90,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 20 x 2,50 x 90 10.9",4911.3,trusoni
AF20X100,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 20 x 2,50 x 100 10.9",8089.2,trusoni
CÓDIGO,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 DESCRIPCIÓN,,trusoni
AF1/8X3/8,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/8 - 40 x 3/8,217.21,trusoni
AF1/8X1/2,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/8 - 40 x 1/2,221.49,trusoni
AF1/8X5/8,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/8 - 40 x 5/8,227.91,trusoni
AF1/8X3/4,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/8 - 40 x 3/4,240.75,trusoni
AF3/16X3/8,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/16 - 24 x 3/8,89.88,trusoni
AF3/16X1/2,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/16 - 24 x 1/2,93.09,trusoni
AF3/16X5/8,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/16 - 24 x 5/8,95.23,trusoni
AF3/16X3/4,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/16 - 24 x 3/4,104.86,trusoni
AF3/16X1 ,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/16 - 24 x 1,121.98,trusoni
AF3/16X11/4,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/16 - 24 x 11/4,127.33,trusoni
AF1/4X3/8,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/4 - 20 x 3/8,84.53,trusoni
AF1/4X1/2,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/4 - 20 x 1/2,86.67,trusoni
AF1/4X5/8,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/4 - 20 x 5/8,104.86,trusoni
AF1/4X3/4,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/4 - 20 x 3/4,110.21,trusoni
AF1/4X1 ,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/4 - 20 x 1,118.77,trusoni
AF1/4X11/4,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/4 - 20 x 11/4,142.31,trusoni
AF1/4X11/2,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/4 - 20 x 11/2,171.2,trusoni
AF1/4X13/4,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/4 - 20 x 13/4,208.65,trusoni
AF1/4X2,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/4 - 20 x 2,249.31,trusoni
AF5/16X1/2,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5/16 - 18 x 1/2,169.06,trusoni
AF5/16X5/8,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5/16 - 18 x 5/8,175.48,trusoni
AF5/16X3/4,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5/16 - 18 x 3/4,179.76,trusoni
AF5/16X1 ,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5/16 - 18 x 1,187.25,trusoni
AF5/16X11/4,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5/16 - 18 x 11/4,227.91,trusoni
AF5/16X11/2,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5/16 - 18 x 11/2,260.01,trusoni
AF5/16X13/4,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5/16 - 18 x 13/4,347.75,trusoni
AF5/16X2,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5/16 - 18 x 2,374.5,trusoni
AF3/8X1/2,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/8 - 16 x 1/2,267.5,trusoni
AF3/8X5/8,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/8 - 16 x 5/8,272.85,trusoni
AF3/8X3/4,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/8 - 16 x 3/4,278.2,trusoni
AF3/8X1 ,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/8 - 16 x 1,313.51,trusoni
AF3/8X11/4,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/8 - 16 x 11/4,345.61,trusoni
AF3/8X11/2,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/8 - 16 x 11/2,411.95,trusoni
AF3/8X2,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/8 - 16 x 2,497.55,trusoni
AF3/8X21/2,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/8 - 16 x 21/2,613.11,trusoni
AF3/8X3 ,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/8 - 16 x 3,789.66,trusoni
AFW1/2X11/2,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/2 - 12 x 11/2,1605.0,trusoni
AF1/2X3/4,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/2 - 13 x 3/4,1123.5,trusoni
AF1/2X1 ,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/2 - 13 x 1,1230.5,trusoni
AF1/2X11/4,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/2 - 13 x 11/4,1417.75,trusoni
AF1/2X11/2,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/2 - 13 x 11/2,1631.75,trusoni
AF1/2X2,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/2 - 13 x 2,1877.85,trusoni
AF1/2X21/2,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/2 - 13 x 21/2,2407.5,trusoni
AF1/2X3 ,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/2 - 13 x 3,2675.0,trusoni
GA3X4,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 3 x 0,50 x 4 12.9",31.03,trusoni
GA3X5,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 3 x 0,50 x 5 12.9",32.1,trusoni
GA3X6,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 3 x 0,50 x 6 12.9",33.17,trusoni
GA3X8,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 3 x 0,50 x 8 12.9",35.31,trusoni
GA3X10,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 3 x 0,50 x 10 12.9",37.45,trusoni
GA3X12,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 3 x 0,50 x 12 12.9",55.64,trusoni
GA3X16,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 3 x 0,50 x 16 12.9",60.99,trusoni
GA3X20,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 3 x 0,50 x 20 12.9",115.56,trusoni
GA4X4,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 4 x 0,70 x 4 12.9",22.47,trusoni
GA4X5,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 4 x 0,70 x 5 12.9",23.54,trusoni
GA4X6,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 4 x 0,70 x 6 12.9",24.61,trusoni
GA4X8,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 4 x 0,70 x 8 12.9",26.75,trusoni
GA4X10,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 4 x 0,70 x 10 12.9",37.45,trusoni
GA4X12,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 4 x 0,70 x 12 12.9",47.08,trusoni
GA4X16,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 4 x 0,70 x 16 12.9",69.55,trusoni
GA4X20,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 4 x 0,70 x 20 12.9",84.53,trusoni
GA4X25,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 4 x 0,70 x 25 12.9",144.45,trusoni
GA5X5,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 5 x 0,80 x 5 12.9",32.1,trusoni
GA5X6,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 5 x 0,80 x 6 12.9",33.17,trusoni
GA5X8,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 5 x 0,80 x 8 12.9",35.31,trusoni
GA5X10,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 5 x 0,80 x 10 12.9",40.66,trusoni
GA5X12,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 5 x 0,80 x 12 12.9",43.87,trusoni
GA5X16,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 5 x 0,80 x 16 12.9",72.76,trusoni
GA5X20,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 5 x 0,80 x 20 12.9",86.67,trusoni
GA5X25,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 5 x 0,80 x 25 12.9",113.42,trusoni
GA5X30,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 5 x 0,80 x 30 12.9",130.54,trusoni
GA5X35,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 5 x 0,80 x 35 12.9",154.08,trusoni
GA5X50,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 5 x 0,80 x 50 12.9",205.44,trusoni
GA6X6,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 6 x 1,00 x 6 12.9",32.1,trusoni
GA6X8,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 6 x 1,00 x 8 12.9",39.59,trusoni
GA6X10,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 6 x 1,00 x 10 12.9",43.87,trusoni
GA6X12,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 6 x 1,00 x 12 12.9",52.43,trusoni
GA6X16,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 6 x 1,00 x 16 12.9",81.32,trusoni
GA6X20,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 6 x 1,00 x 20 12.9",96.3,trusoni
GA6X25,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 6 x 1,00 x 25 12.9",133.75,trusoni
GA6X30,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 6 x 1,00 x 30 12.9",155.15,trusoni
GA6X35,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 6 x 1,00 x 35 12.9",173.34,trusoni
GA6X40,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 6 x 1,00 x 40 12.9",260.01,trusoni
GA6X50,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 6 x 1,00 x 50 12.9",401.25,trusoni
GA6X60,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 6 x 1,00 x 60 12.9",535.0,trusoni
GA6X70,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 6 x 1,00 x 70 12.9",588.5,trusoni
GA8x6 ,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 8 x 1,25 x 6 12.9",62.06,trusoni
GA8X8,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 8 x 1,25 x 8 12.9",64.2,trusoni
GA8X10,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 8 x 1,25 x 10 12.9",69.55,trusoni
GA8X12,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 8 x 1,25 x 12 12.9",74.9,trusoni
GA8X16,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 8 x 1,25 x 16 12.9",104.86,trusoni
GA8X20,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 8 x 1,25 x 20 12.9",135.89,trusoni
