codigo,descripcion,precio_unitario,proveedor
AC18X200,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 200 12.9",9822.6,trusoni
AC18X250,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 250 12.9",14445.0,trusoni
AC18X300,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 18 x 2,50 x 300 12.9",20223.0,trusoni
AC20X35,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 35 12.9",2527.875,trusoni
AC20X40,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 40 12.9",2555.16,trusoni
AC20X45,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 45 12.9",2662.16,trusoni
AC20X50,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 50 12.9",2769.16,trusoni
AC20X55,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 55 12.9",2835.5,trusoni
AC20X60,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 60 12.9",2915.75,trusoni
AC20X70,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 70 12.9",3156.5,trusoni
AC20X80,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 80 12.9",3598.41,trusoni
AC20X90,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 90 12.9",3865.91,trusoni
AC20X100,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 100 12.9",4253.25,trusoni
AC20X110,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 110 12.9",4520.75,trusoni
AC20X120,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 120 12.9",4770.06,trusoni
AC20X130,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 130 12.9",7285.63,trusoni
AC20X140,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 140 12.9",7787.46,trusoni
AC20X150,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 150 12.9",8992.5,trusoni
AC20X160,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 160 12.9",8827.5,trusoni
AC20X180,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 180 12.9",9362.5,trusoni
AC20X200,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 200 12.9",10165.0,trusoni
AC20X250,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 250 12.9",10223.0,trusoni
AC20X300,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 20 x 2,5 x 300 12.9",27445.5,trusoni
AC22X60,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 60 12.9",4824.63,trusoni
AC22X70,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 70 12.9",5922.45,trusoni
AC22X80,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 80 12.9",6500.25,trusoni
AC22X90,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 90 12.9",6644.7,trusoni
AC22X100,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 100 12.9",6904.71,trusoni
AC22X110,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 110 12.9",7431.15,trusoni
AC22X120,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 120 12.9",7954.38,trusoni
AC22X130,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 130 12.9",8667.0,trusoni
AC22X140,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 140 12.9",9100.35,trusoni
AC22X150,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 150 12.9",9822.6,trusoni
AC22X160,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 160 12.9",10602.63,trusoni
AC22X180,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 180 12.9",13000.5,trusoni
AC22X200,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 22 x 2,50 x 200 12.9",14156.1,trusoni
AC24X50,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 50 12.9",5257.98,trusoni
AC24X60,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 60 12.9",6066.9,trusoni
AC24X70,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 70 12.9",6355.8,trusoni
AC24X80,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 80 12.9",7222.5,trusoni
AC24X90,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 90 12.9",7569.18,trusoni
AC24X100,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 100 12.9",8175.87,trusoni
AC24X110,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 110 12.9",8840.34,trusoni
AC24X120,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 120 12.9",9273.69,trusoni
AC24X130,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 130 12.9",10111.5,trusoni
AC24X140,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 140 12.9",11122.65,trusoni
AC24X150,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 150 12.9",11267.1,trusoni
AC24X160,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 160 12.9",11700.45,trusoni
AC24X180,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 180 12.9",13000.5,trusoni
AC24X200,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 24 x 3,00 x 200 12.9",14445.0,trusoni
AC30x70,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 30 x 3,50 x 70 12.9",11101.25,trusoni
AC30X80,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 30 x 3,50 x 80 12.9",11844.9,trusoni
AC30X90,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 30 x 3,50 x 90 12.9",13578.3,trusoni
AC30X100,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 30 x 3,50 x 100 12.9",14733.9,trusoni
AC30X120,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 30 x 3,50 x 120 12.9",16525.08,trusoni
AC30X140,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 30 x 3,50 x 140 12.9",18778.5,trusoni
AC30X150,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 30 x 3,50 x 150 12.9",21667.5,trusoni
AC30X180,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 30 x 3,50 x 180 12.9",22534.2,trusoni
AC30X200,"TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 30 x 3,50 x 200 12.9",24556.5,trusoni
CÓDIGO,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 DESCRIPCIÓN,,trusoni
AC1/8X1/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/8 - 40 x 1/4,321.0,trusoni
AC1/8X5/16,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/8 - 40 x 5/16,272.85,trusoni
AC1/8X3/8,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/8 - 40 x 3/8,278.2,trusoni
AC1/8X1/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/8 - 40 x 1/2,294.25,trusoni
AC3/16X3/8,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/16 - 24 x 3/8,57.78,trusoni
AC3/16X1/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/16 - 24 x 1/2,64.2,trusoni
AC3/16X5/8,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/16 - 24 x 5/8,67.41,trusoni
AC3/16X3/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/16 - 24 x 3/4,69.55,trusoni
AC3/16X1 ,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/16 - 24 x 1,85.6,trusoni
AC3/16X11/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/16 - 24 x 11/4,101.65,trusoni
AC3/16X11/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/16 - 24 x 11/2,114.49,trusoni
AC3/16X13/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/16 - 24 x 13/4,139.1,trusoni
AC3/16X2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/16 - 24 x 2,153.01,trusoni
AC1/4X3/8,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 3/8,88.81,trusoni
AC1/4X1/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 1/2,90.95,trusoni
AC1/4X5/8,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 5/8,101.65,trusoni
AC1/4X3/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 3/4,112.35,trusoni
AC1/4X1 ,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 1,121.98,trusoni
AC1/4X11/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 11/4,139.1,trusoni
AC1/4X11/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 11/2,165.85,trusoni
AC1/4X13/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 13/4,192.6,trusoni
AC1/4X2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 2,230.05,trusoni
AC1/4X21/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 21/2,267.5,trusoni
AC1/4X23/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 23/4,347.75,trusoni
AC1/4X3,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 3,401.25,trusoni
AC1/4X31/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 31/2,481.5,trusoni
AC1/4X4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/4 - 20 x 4,775.75,trusoni
AC5/16X1/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 1/2,149.8,trusoni
AC5/16X5/8,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 5/8,170.13,trusoni
AC5/16X3/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 3/4,174.41,trusoni
AC5/16X1 ,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 1,197.95,trusoni
AC5/16X11/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 11/4,234.33,trusoni
AC5/16X11/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 11/2,249.31,trusoni
AC5/16X13/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 13/4,294.25,trusoni
AC5/16X2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 2,304.95,trusoni
AC5/16X21/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 21/2,415.16,trusoni
AC5/16X23/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 23/4,457.96,trusoni
AC5/16X3 ,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 3,486.85,trusoni
AC5/16X31/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 31/2,577.8,trusoni
AC5/16X4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 4,770.4,trusoni
AC5/16X41/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 41/2,989.75,trusoni
AC5/16X5 ,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/16 - 18 x 5,1123.5,trusoni
AC3/8X1/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 1/2,227.91,trusoni
AC3/8X3/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 3/4,265.36,trusoni
AC3/8X1 ,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 1,294.25,trusoni
AC3/8X11/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 11/4,334.91,trusoni
AC3/8X11/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 11/2,388.41,trusoni
AC3/8X13/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 13/4,431.21,trusoni
AC3/8X2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 2,481.5,trusoni
AC3/8X21/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 21/2,618.46,trusoni
AC3/8X23/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 23/4,668.75,trusoni
AC3/8X3 ,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 3,716.9,trusoni
AC3/8X31/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 31/2,811.06,trusoni
AC3/8X4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 4,976.91,trusoni
AC3/8X41/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 41/2,1083.91,trusoni
AC3/8X5,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 5,1337.5,trusoni
AC3/8X6,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/8 - 16 x 6,1605.0,trusoni
AC7/16X1,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/16 - 14 x 1,460.1,trusoni
AC7/16X11/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/16 - 14 x 11/4,513.6,trusoni
AC7/16X11/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/16 - 14 x 11/2,575.66,trusoni
AC7/16X2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/16 - 14 x 2,813.2,trusoni
AC7/16X21/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/16 - 14 x 21/2,864.56,trusoni
AC7/16X3,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/16 - 14 x 3,1203.75,trusoni
AC7/16X31/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/16 - 14 x 31/2,1551.5,trusoni
AC7/16X4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/16 - 14 x 4,1658.5,trusoni
AC1/2X3/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 3/4 wth,642.0,trusoni
AC1/2X1,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 1,668.75,trusoni
AC1/2X11/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 11/4,695.5,trusoni
AC1/2X11/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 11/2,816.41,trusoni
AC1/2X13/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 13/4,909.5,trusoni
AC1/2X2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 2,955.51,trusoni
AC1/2X21/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 21/2,1219.8,trusoni
AC1/2X23/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 23/4,1257.25,trusoni
AC1/2X3 ,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 3,1310.75,trusoni
AC1/2X31/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 31/2,1444.5,trusoni
AC1/2X4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 4,1795.46,trusoni
AC1/2X41/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 41/2,2140.0,trusoni
AC1/2X5,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 5,2675.0,trusoni
AC1/2X6,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 6,4012.5,trusoni
AC1/2X7,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 7,6687.5,trusoni
AC1/2X8,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 12 x 8,7490.0,trusoni
ACNC1/2X1,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 1 NC,668.75,trusoni
ACNC1/2X11/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 11/4,695.5,trusoni
ACNC1/2X11/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 11/2,816.41,trusoni
ACNC1/2X13/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 13/4,909.5,trusoni
ACNC1/2X2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 2,955.51,trusoni
ACNC1/2X21/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 21/2,1203.75,trusoni
ACNC1/2X3,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 3,1407.05,trusoni
ACNC1/2X31/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 31/4,1631.75,trusoni
ACNC1/2X31/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 31/2,1685.25,trusoni
ACNC1/2X4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 4,2059.75,trusoni
ACNC1/2X41/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 41/2,2487.75,trusoni
ACNC1/2X5,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 5,2675.0,trusoni
ACNC1/2X6,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 6,3745.0,trusoni
ACNC1/2X7,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 7,5350.0,trusoni
ACNC1/2X8,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 1/2 - 13 x 8,6152.5,trusoni
AC5/8X11/4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 11/4,1337.5,trusoni
AC5/8X11/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 11/2,1498.0,trusoni
AC5/8X2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 2,1637.1,trusoni
AC5/8X21/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 21/2,1875.71,trusoni
AC5/8X3,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 3,2284.45,trusoni
AC5/8X31/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 31/2,2498.45,trusoni
AC5/8X4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 4,2915.75,trusoni
AC5/8X41/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 41/2,3317.0,trusoni
AC5/8X5,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 5,3905.5,trusoni
AC5/8X6,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 6,5216.25,trusoni
AC5/8X7,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 7,7757.5,trusoni
AC5/8X8,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 8,9095.0,trusoni
AC5/8X10,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 5/8 - 11 x 10,12572.5,trusoni
AC3/4X11/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 11/2,2407.5,trusoni
AC3/4X2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 2,2728.5,trusoni
AC3/4X21/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 21/2,3129.75,trusoni
AC3/4X3,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 3,3771.75,trusoni
AC3/4X31/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 31/2,4226.5,trusoni
AC3/4X4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 4,4681.25,trusoni
AC3/4X41/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 41/2,5671.0,trusoni
AC3/4X5,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 5,5992.0,trusoni
AC3/4X6,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 6,8560.0,trusoni
AC3/4X7,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 7,9095.0,trusoni
AC3/4X8,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 8,10432.5,trusoni
AC3/4X10,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 3/4 - 10 x 10,13375.0,trusoni
AC7/8X2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/8 - 9 x 2,5483.75,trusoni
AC7/8x21/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/8 - 9 x 21/2,6553.75,trusoni
AC7/8x31/2,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/8 - 9 x 31/2,8158.75,trusoni
AC7/8X4,TORNILLO ALLEN CAB. CILINDRICA CALIDAD 12.9 DIN 912 Cil 7/8 - 9 x 4,9630.0,trusoni
