codigo,tipo,forma,diametro,paso,largo,grado,sistema,acabado,precio_unitario,proveedor,descripcion
AF3X10,tornillo_allen,,3,0.50,10,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3 x 0,50 x 10 10.9"
AF3X12,tornillo_allen,,3,0.50,12,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3 x 0,50 x 12 10.9"
AF3X16,tornillo_allen,,3,0.50,16,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3 x 0,50 x 16 10.9"
AF3X20,tornillo_allen,,3,0.50,20,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3 x 0,50 x 20 10.9"
AF3X25,tornillo_allen,,3,0.50,25,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3 x 0,50 x 25 10.9"
AF3X30,tornillo_allen,,3,0.50,30,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3 x 0,50 x 30 10.9"
AF3X35,tornillo_allen,,3,0.50,35,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3 x 0,50 x 35 10.9"
AF3X40,tornillo_allen,,3,0.50,40,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3 x 0,50 x 40 10.9"
AF4X8,tornillo_allen,,4,0.70,8,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 4 x 0,70 x 8 10.9"
AF4X10,tornillo_allen,,4,0.70,10,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 4 x 0,70 x 10 10.9"
AF4X12,tornillo_allen,,4,0.70,12,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 4 x 0,70 x 12 10.9"
AF4X16,tornillo_allen,,4,0.70,16,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 4 x 0,70 x 16 10.9"
AF4X20,tornillo_allen,,4,0.70,20,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 4 x 0,70 x 20 10.9"
AF4X25,tornillo_allen,,4,0.70,25,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 4 x 0,70 x 25 10.9"
AF4X30,tornillo_allen,,4,0.70,30,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 4 x 0,70 x 30 10.9"
AF4X35,tornillo_allen,,4,0.70,35,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 4 x 0,70 x 35 10.9"
AF4X40,tornillo_allen,,4,0.70,40,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 4 x 0,70 x 40 10.9"
AF4x50,tornillo_allen,,4,0.70,50,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 4 x 0,70 x 50 10.9"
AF5X10,tornillo_allen,,5,0.80,10,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5 x 0,80 x 10 10.9"
AF5X12,tornillo_allen,,5,0.80,12,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5 x 0,80 x 12 10.9"
AF5X16,tornillo_allen,,5,0.80,16,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5 x 0,80 x 16 10.9"
AF5X20,tornillo_allen,,5,0.80,20,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5 x 0,80 x 20 10.9"
AF5X25,tornillo_allen,,5,0.80,25,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5 x 0,80 x 25 10.9"
AF5X30,tornillo_allen,,5,0.80,30,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5 x 0,80 x 30 10.9"
AF5X35,tornillo_allen,,5,0.80,35,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5 x 0,80 x 35 10.9"
AF5X40,tornillo_allen,,5,0.80,40,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5 x 0,80 x 40 10.9"
AF5X50,tornillo_allen,,5,0.80,50,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5 x 0,80 x 50 10.9"
AF6X10,tornillo_allen,,6,1.00,10,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 6 x 1,00 x 10 10.9"
AF6X12,tornillo_allen,,6,1.00,12,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 6 x 1,00 x 12 10.9"
AF6X16,tornillo_allen,,6,1.00,16,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 6 x 1,00 x 16 10.9"
AF6X20,tornillo_allen,,6,1.00,20,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 6 x 1,00 x 20 10.9"
AF6X25,tornillo_allen,,6,1.00,25,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 6 x 1,00 x 25 10.9"
AF6X30,tornillo_allen,,6,1.00,30,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 6 x 1,00 x 30 10.9"
AF6X35,tornillo_allen,,6,1.00,35,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 6 x 1,00 x 35 10.9"
AF6X40,tornillo_allen,,6,1.00,40,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 6 x 1,00 x 40 10.9"
AF6X50,tornillo_allen,,6,1.00,50,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 6 x 1,00 x 50 10.9"
AF6X60,tornillo_allen,,6,1.00,60,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 6 x 1,00 x 60 10.9"
AF8X16,tornillo_allen,,8,1.25,16,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 16 10.9"
AF8X20,tornillo_allen,,8,1.25,20,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 20 10.9"
AF8X25,tornillo_allen,,8,1.25,25,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 25 10.9"
AF8X30,tornillo_allen,,8,1.25,30,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 30 10.9"
AF8X35,tornillo_allen,,8,1.25,35,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 35 10.9"
AF8X40,tornillo_allen,,8,1.25,40,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 40 10.9"
AF8X50,tornillo_allen,,8,1.25,50,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 50 10.9"
AF8X60,tornillo_allen,,8,1.25,60,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 60 10.9"
AF8X70,tornillo_allen,,8,1.25,70,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 70 10.9"
AF8X80,tornillo_allen,,8,1.25,80,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 80 10.9"
AF8X90,tornillo_allen,,8,1.25,90,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 90 10.9"
AF8X100,tornillo_allen,,8,1.25,100,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 8 x 1,25 x 100 10.9"
AF10X20,tornillo_allen,,10,1.50,20,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 10 x 1,50 x 20 10.9"
AF10X25,tornillo_allen,,10,1.50,25,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 10 x 1,50 x 25 10.9"
AF10X30,tornillo_allen,,10,1.50,30,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 10 x 1,50 x 30 10.9"
AF10X35,tornillo_allen,,10,1.50,35,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 10 x 1,50 x 35 10.9"
AF10X40,tornillo_allen,,10,1.50,40,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 10 x 1,50 x 40 10.9"
AF10X50,tornillo_allen,,10,1.50,50,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 10 x 1,50 x 50 10.9"
AF10X60,tornillo_allen,,10,1.50,60,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 10 x 1,50 x 60 10.9"
AF10X70,tornillo_allen,,10,1.50,70,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 10 x 1,50 x 70 10.9"
AF10X80,tornillo_allen,,10,1.50,80,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 10 x 1,50 x 80 10.9"
AF10X90,tornillo_allen,,10,1.50,90,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 10 x 1,50 x 90 10.9"
AF10X100,tornillo_allen,,10,1.50,100,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 10 x 1,50 x 100 10.9"
AF12X25,tornillo_allen,,12,1.75,25,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 12 x 1,75 x 25 10.9"
AF12X30,tornillo_allen,,12,1.75,30,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 12 x 1,75 x 30 10.9"
AF12X35,tornillo_allen,,12,1.75,35,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 12 x 1,75 x 35 10.9"
AF12X40,tornillo_allen,,12,1.75,40,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 12 x 1,75 x 40 10.9"
AF12X50,tornillo_allen,,12,1.75,50,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 12 x 1,75 x 50 10.9"
AF12X60,tornillo_allen,,12,1.75,60,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 12 x 1,75 x 60 10.9"
AF12X70,tornillo_allen,,12,1.75,70,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 12 x 1,75 x 70 10.9"
AF12X80,tornillo_allen,,12,1.75,80,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 12 x 1,75 x 80 10.9"
AF12x85,tornillo_allen,,12,1.75,85,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 12 x 1,75 x 85 10.9"
AF12X90,tornillo_allen,,12,1.75,90,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 12 x 1,75 x 90 10.9"
AF12X100,tornillo_allen,,12,1.75,100,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 12 x 1,75 x 100 10.9"
AF16X30,tornillo_allen,,16,2.00,30,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 16 x 2,00 x 30 10.9"
AF16X35,tornillo_allen,,16,2.00,35,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 16 x 2,00 x 35 10.9"
AF16X40,tornillo_allen,,16,2.00,40,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 16 x 2,00 x 40 10.9"
AF16X50,tornillo_allen,,16,2.00,50,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 16 x 2,00 x 50 10.9"
AF16X60,tornillo_allen,,16,2.00,60,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 16 x 2,00 x 60 10.9"
AF16X70,tornillo_allen,,16,2.00,70,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 16 x 2,00 x 70 10.9"
AF16X80,tornillo_allen,,16,2.00,80,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 16 x 2,00 x 80 10.9"
AF20X40,tornillo_allen,,20,2.50,40,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 20 x 2,50 x 40 10.9"
AF20X50,tornillo_allen,,20,2.50,50,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 20 x 2,50 x 50 10.9"
AF20X60,tornillo_allen,,20,2.50,60,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 20 x 2,50 x 60 10.9"
AF20X70,tornillo_allen,,20,2.50,70,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 20 x 2,50 x 70 10.9"
AF20X80,tornillo_allen,,20,2.50,80,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 20 x 2,50 x 80 10.9"
AF20X90,tornillo_allen,,20,2.50,90,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 20 x 2,50 x 90 10.9"
AF20X100,tornillo_allen,,20,2.50,100,10.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 20 x 2,50 x 100 10.9"
CÓDIGO,tornillo_allen,,,,,10.9,metrico,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 DESCRIPCIÓN
AF1/8X3/8,tornillo_allen,,1/8,40,3/8,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/8 - 40 x 3/8
AF1/8X1/2,tornillo_allen,,1/8,40,1/2,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/8 - 40 x 1/2
AF1/8X5/8,tornillo_allen,,1/8,40,5/8,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/8 - 40 x 5/8
AF1/8X3/4,tornillo_allen,,1/8,40,3/4,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/8 - 40 x 3/4
AF3/16X3/8,tornillo_allen,,3/16,24,3/8,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/16 - 24 x 3/8
AF3/16X1/2,tornillo_allen,,3/16,24,1/2,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/16 - 24 x 1/2
AF3/16X5/8,tornillo_allen,,3/16,24,5/8,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/16 - 24 x 5/8
AF3/16X3/4,tornillo_allen,,3/16,24,3/4,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/16 - 24 x 3/4
AF3/16X1,tornillo_allen,,3/16,24,1,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/16 - 24 x 1
AF3/16X11/4,tornillo_allen,,3/16,24,11/4,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/16 - 24 x 11/4
AF1/4X3/8,tornillo_allen,,1/4,20,3/8,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/4 - 20 x 3/8
AF1/4X1/2,tornillo_allen,,1/4,20,1/2,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/4 - 20 x 1/2
AF1/4X5/8,tornillo_allen,,1/4,20,5/8,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/4 - 20 x 5/8
AF1/4X3/4,tornillo_allen,,1/4,20,3/4,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/4 - 20 x 3/4
AF1/4X1,tornillo_allen,,1/4,20,1,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/4 - 20 x 1
AF1/4X11/4,tornillo_allen,,1/4,20,11/4,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/4 - 20 x 11/4
AF1/4X11/2,tornillo_allen,,1/4,20,11/2,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/4 - 20 x 11/2
AF1/4X13/4,tornillo_allen,,1/4,20,13/4,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/4 - 20 x 13/4
AF1/4X2,tornillo_allen,,1/4,20,2,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/4 - 20 x 2
AF5/16X1/2,tornillo_allen,,5/16,18,1/2,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5/16 - 18 x 1/2
AF5/16X5/8,tornillo_allen,,5/16,18,5/8,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5/16 - 18 x 5/8
AF5/16X3/4,tornillo_allen,,5/16,18,3/4,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5/16 - 18 x 3/4
AF5/16X1,tornillo_allen,,5/16,18,1,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5/16 - 18 x 1
AF5/16X11/4,tornillo_allen,,5/16,18,11/4,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5/16 - 18 x 11/4
AF5/16X11/2,tornillo_allen,,5/16,18,11/2,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5/16 - 18 x 11/2
AF5/16X13/4,tornillo_allen,,5/16,18,13/4,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5/16 - 18 x 13/4
AF5/16X2,tornillo_allen,,5/16,18,2,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 5/16 - 18 x 2
AF3/8X1/2,tornillo_allen,,3/8,16,1/2,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/8 - 16 x 1/2
AF3/8X5/8,tornillo_allen,,3/8,16,5/8,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/8 - 16 x 5/8
AF3/8X3/4,tornillo_allen,,3/8,16,3/4,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/8 - 16 x 3/4
AF3/8X1,tornillo_allen,,3/8,16,1,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/8 - 16 x 1
AF3/8X11/4,tornillo_allen,,3/8,16,11/4,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/8 - 16 x 11/4
AF3/8X11/2,tornillo_allen,,3/8,16,11/2,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/8 - 16 x 11/2
AF3/8X2,tornillo_allen,,3/8,16,2,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/8 - 16 x 2
AF3/8X21/2,tornillo_allen,,3/8,16,21/2,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/8 - 16 x 21/2
AF3/8X3,tornillo_allen,,3/8,16,3,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 3/8 - 16 x 3
AFW1/2X11/2,tornillo_allen,,1/2,12,11/2,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/2 - 12 x 11/2
AF1/2X3/4,tornillo_allen,,1/2,13,3/4,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/2 - 13 x 3/4
AF1/2X1,tornillo_allen,,1/2,13,1,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/2 - 13 x 1
AF1/2X11/4,tornillo_allen,,1/2,13,11/4,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/2 - 13 x 11/4
AF1/2X11/2,tornillo_allen,,1/2,13,11/2,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/2 - 13 x 11/2
AF1/2X2,tornillo_allen,,1/2,13,2,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/2 - 13 x 2
AF1/2X21/2,tornillo_allen,,1/2,13,21/2,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/2 - 13 x 21/2
AF1/2X3,tornillo_allen,,1/2,13,3,10.9,imperial,,trusoni,trusoni,TORNILLO ALLEN CAB. FRESADA CALIDAD 10.9 DIN 7991 Fres 1/2 - 13 x 3
GA3X4,tornillo_allen,,3,0.50,4,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 3 x 0,50 x 4 12.9"
GA3X5,tornillo_allen,,3,0.50,5,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 3 x 0,50 x 5 12.9"
GA3X6,tornillo_allen,,3,0.50,6,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 3 x 0,50 x 6 12.9"
GA3X8,tornillo_allen,,3,0.50,8,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 3 x 0,50 x 8 12.9"
GA3X10,tornillo_allen,,3,0.50,10,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 3 x 0,50 x 10 12.9"
GA3X12,tornillo_allen,,3,0.50,12,12.9,metrico,,trusoni,trusoni,"TORNILLO ALLEN SIN CABEZA 12.9 DIN 916 Sin Cabeza 3 x 0,50 x 12 12.9"
